,id,device_id,gather_time,active_power,direct_power,charge_capacity,date_time
27851,46851,9,2024-01-25 02:05:00,0.0,0.0,0.0,2024-01-25 02:00:00
27852,46852,10,2024-01-25 02:05:00,0.0,0.0,0.0,2024-01-25 02:00:00
27853,46853,6,2024-01-25 03:05:00,0.0,0.0,0.0,2024-01-25 03:00:00
27854,46854,7,2024-01-25 03:05:00,0.0,0.0,0.0,2024-01-25 03:00:00
27855,46855,8,2024-01-25 03:05:00,0.0,0.0,0.0,2024-01-25 03:00:00
27856,46856,9,2024-01-25 03:05:00,0.0,0.0,0.0,2024-01-25 03:00:00
27857,46857,10,2024-01-25 03:05:00,0.0,0.0,0.0,2024-01-25 03:00:00
27858,46858,6,2024-01-25 04:05:00,0.0,0.0,0.0,2024-01-25 04:00:00
27859,46859,7,2024-01-25 04:05:00,0.0,0.0,0.0,2024-01-25 04:00:00
27860,46860,8,2024-01-25 04:05:00,0.0,0.0,0.0,2024-01-25 04:00:00
27861,46861,9,2024-01-25 04:05:00,0.0,0.0,0.0,2024-01-25 04:00:00
27862,46862,10,2024-01-25 04:05:00,0.0,0.0,0.0,2024-01-25 04:00:00
27863,46863,6,2024-01-25 05:05:00,0.0,0.0,0.0,2024-01-25 05:00:00
27864,46864,7,2024-01-25 05:05:00,0.0,0.0,0.0,2024-01-25 05:00:00
27865,46865,8,2024-01-25 05:05:00,0.0,0.0,0.0,2024-01-25 05:00:00
27866,46866,9,2024-01-25 05:05:00,0.0,0.0,0.0,2024-01-25 05:00:00
27867,46867,10,2024-01-25 05:05:00,0.0,0.0,0.0,2024-01-25 05:00:00
27868,46868,6,2024-01-25 06:05:00,0.0,0.0,0.0,2024-01-25 06:00:00
27869,46869,7,2024-01-25 06:05:00,0.0,0.0,0.0,2024-01-25 06:00:00
27870,46870,8,2024-01-25 06:05:00,0.0,0.0,0.0,2024-01-25 06:00:00
27871,46871,9,2024-01-25 06:05:00,0.0,0.0,0.0,2024-01-25 06:00:00
27872,46872,10,2024-01-25 06:05:00,0.0,0.0,0.0,2024-01-25 06:00:00
27873,46873,6,2024-01-25 07:05:00,0.23,0.62,0.0,2024-01-25 07:00:00
27874,46874,7,2024-01-25 07:05:00,0.28,0.66,0.0,2024-01-25 07:00:00
27875,46875,8,2024-01-25 07:05:00,0.2,0.6,0.0,2024-01-25 07:00:00
27876,46876,9,2024-01-25 07:05:00,0.39,0.65,0.0,2024-01-25 07:00:00
27877,46877,10,2024-01-25 07:05:00,0.12,0.51,0.0,2024-01-25 07:00:00
27878,46878,6,2024-01-25 08:05:00,8.48,8.8,3.5,2024-01-25 08:00:00
27879,46879,7,2024-01-25 08:05:00,8.82,9.11,3.8,2024-01-25 08:00:00
27880,46880,8,2024-01-25 08:05:00,8.26,8.61,3.4,2024-01-25 08:00:00
27881,46881,9,2024-01-25 08:05:00,11.48,11.74,4.9,2024-01-25 08:00:00
27882,46882,10,2024-01-25 08:05:00,8.38,8.69,3.4,2024-01-25 08:00:00
27883,46883,6,2024-01-25 09:05:00,28.27,28.69,24.4,2024-01-25 09:00:00
27884,46884,7,2024-01-25 09:05:00,27.44,28.0,26.0,2024-01-25 09:00:00
27885,46885,8,2024-01-25 09:05:00,36.3,36.8,25.5,2024-01-25 09:00:00
27886,46886,9,2024-01-25 09:05:00,39.85,40.73,36.8,2024-01-25 09:00:00
27887,46887,10,2024-01-25 09:05:00,25.95,26.39,21.6,2024-01-25 09:00:00
27888,46888,6,2024-01-25 10:05:00,57.61,58.39,66.5,2024-01-25 10:00:00
27889,46889,7,2024-01-25 10:05:00,57.93,58.71,68.6,2024-01-25 10:00:00
27890,46890,8,2024-01-25 10:05:00,56.37,57.13,66.4,2024-01-25 10:00:00
27891,46891,9,2024-01-25 10:05:00,81.78,82.88,98.1,2024-01-25 10:00:00
27892,46892,10,2024-01-25 10:05:00,48.88,49.64,56.4,2024-01-25 10:00:00
27893,46893,6,2024-01-25 11:05:01,54.89,55.57,125.1,2024-01-25 11:00:00
27894,46894,7,2024-01-25 11:05:01,60.62,61.41,127.3,2024-01-25 11:00:00
27895,46895,8,2024-01-25 11:05:01,44.41,45.03,124.5,2024-01-25 11:00:00
27896,46896,9,2024-01-25 11:05:01,65.94,66.81,181.9,2024-01-25 11:00:00
27897,46897,10,2024-01-25 11:05:01,43.92,44.66,107.9,2024-01-25 11:00:00
27898,46898,6,2024-01-25 12:05:01,45.7,46.31,166.6,2024-01-25 12:00:00
27899,46899,7,2024-01-25 12:05:01,44.14,44.72,169.0,2024-01-25 12:00:00
27900,46900,8,2024-01-25 12:05:01,48.42,49.07,168.1,2024-01-25 12:00:00
27901,46901,9,2024-01-25 12:05:01,62.28,63.18,241.8,2024-01-25 12:00:00
27902,46902,10,2024-01-25 12:05:01,59.71,60.7,150.0,2024-01-25 12:00:00
27903,46903,6,2024-01-25 13:05:00,0.0,0.0,215.3,2024-01-25 13:00:00
27904,46904,7,2024-01-25 13:05:00,0.0,0.0,217.9,2024-01-25 13:00:00
27905,46905,8,2024-01-25 13:05:00,0.0,0.0,214.6,2024-01-25 13:00:00
27906,46906,9,2024-01-25 13:05:00,0.0,0.0,305.6,2024-01-25 13:00:00
27907,46907,10,2024-01-25 13:05:00,0.0,0.0,193.9,2024-01-25 13:00:00
27908,46908,6,2024-01-25 14:05:00,35.71,36.24,252.5,2024-01-25 14:00:00
27909,46909,7,2024-01-25 14:05:00,33.95,34.46,256.9,2024-01-25 14:00:00
27910,46910,8,2024-01-25 14:05:00,32.24,33.07,252.2,2024-01-25 14:00:00
27911,46911,9,2024-01-25 14:05:00,46.69,47.3,354.4,2024-01-25 14:00:00
27912,46912,10,2024-01-25 14:05:00,33.48,34.08,232.2,2024-01-25 14:00:00
27913,46913,6,2024-01-25 15:05:00,23.78,24.18,282.5,2024-01-25 15:00:00
27914,46914,7,2024-01-25 15:05:00,24.48,24.89,285.1,2024-01-25 15:00:00
27915,46915,8,2024-01-25 15:05:00,22.12,22.79,281.1,2024-01-25 15:00:00
27916,46916,9,2024-01-25 15:05:00,28.99,29.41,392.6,2024-01-25 15:00:00
27917,46917,10,2024-01-25 15:05:00,23.62,24.0,262.2,2024-01-25 15:00:00
27918,46918,6,2024-01-25 16:05:00,12.32,12.64,300.1,2024-01-25 16:00:00
27919,46919,7,2024-01-25 16:05:00,11.73,12.12,303.7,2024-01-25 16:00:00
27920,46920,8,2024-01-25 16:05:00,11.65,11.96,297.8,2024-01-25 16:00:00
27921,46921,9,2024-01-25 16:05:00,15.0,15.36,414.6,2024-01-25 16:00:00
27922,46922,10,2024-01-25 16:05:00,12.33,12.74,280.1,2024-01-25 16:00:00
27923,46923,6,2024-01-25 17:05:00,2.02,2.24,306.3,2024-01-25 17:00:00
27924,46924,7,2024-01-25 17:05:00,1.98,2.47,309.5,2024-01-25 17:00:00
27925,46925,8,2024-01-25 17:05:00,1.75,2.14,303.6,2024-01-25 17:00:00
27926,46926,9,2024-01-25 17:05:00,2.45,2.88,422.2,2024-01-25 17:00:00
27927,46927,10,2024-01-25 17:05:00,2.22,2.7,286.1,2024-01-25 17:00:00
27928,46928,6,2024-01-25 18:05:00,0.0,0.0,306.8,2024-01-25 18:00:00
27929,46929,7,2024-01-25 18:05:00,0.0,0.0,310.0,2024-01-25 18:00:00
27930,46930,8,2024-01-25 18:05:00,0.0,0.0,304.0,2024-01-25 18:00:00
27931,46931,9,2024-01-25 18:05:00,0.0,0.0,422.8,2024-01-25 18:00:00
27932,46932,10,2024-01-25 18:05:00,0.0,0.0,286.6,2024-01-25 18:00:00
27933,46933,6,2024-01-25 19:05:00,0.0,0.0,306.8,2024-01-25 19:00:00
27934,46934,7,2024-01-25 19:05:00,0.0,0.0,310.0,2024-01-25 19:00:00
27935,46935,8,2024-01-25 19:05:00,0.0,0.0,304.0,2024-01-25 19:00:00
27936,46936,9,2024-01-25 19:05:00,0.0,0.0,422.8,2024-01-25 19:00:00
27937,46937,10,2024-01-25 19:05:00,0.0,0.0,286.6,2024-01-25 19:00:00
27938,46938,6,2024-01-25 20:05:00,0.0,0.0,306.8,2024-01-25 20:00:00
27939,46939,7,2024-01-25 20:05:00,0.0,0.0,310.0,2024-01-25 20:00:00
27940,46940,8,2024-01-25 20:05:00,0.0,0.0,304.0,2024-01-25 20:00:00
27941,46941,9,2024-01-25 20:05:00,0.0,0.0,422.8,2024-01-25 20:00:00
27942,46942,10,2024-01-25 20:05:00,0.0,0.0,286.6,2024-01-25 20:00:00
27943,46943,6,2024-01-25 21:05:00,0.0,0.0,306.8,2024-01-25 21:00:00
27944,46944,7,2024-01-25 21:05:00,0.0,0.0,310.0,2024-01-25 21:00:00
27945,46945,8,2024-01-25 21:05:00,0.0,0.0,304.0,2024-01-25 21:00:00
27946,46946,9,2024-01-25 21:05:00,0.0,0.0,422.8,2024-01-25 21:00:00
27947,46947,10,2024-01-25 21:05:00,0.0,0.0,286.6,2024-01-25 21:00:00
27948,46948,6,2024-01-25 22:05:00,0.0,0.0,306.8,2024-01-25 22:00:00
27949,46949,7,2024-01-25 22:05:00,0.0,0.0,310.0,2024-01-25 22:00:00
27950,46950,8,2024-01-25 22:05:00,0.0,0.0,304.0,2024-01-25 22:00:00
27951,46951,9,2024-01-25 22:05:00,0.0,0.0,422.8,2024-01-25 22:00:00
27952,46952,10,2024-01-25 22:05:00,0.0,0.0,286.6,2024-01-25 22:00:00
27953,46953,6,2024-01-25 23:05:00,0.0,0.0,306.8,2024-01-25 23:00:00
27954,46954,7,2024-01-25 23:05:00,0.0,0.0,310.0,2024-01-25 23:00:00
27955,46955,8,2024-01-25 23:05:00,0.0,0.0,304.0,2024-01-25 23:00:00
27956,46956,9,2024-01-25 23:05:00,0.0,0.0,422.8,2024-01-25 23:00:00
27957,46957,10,2024-01-25 23:05:00,0.0,0.0,286.6,2024-01-25 23:00:00
27958,46958,6,2024-01-26 00:05:01,0.0,0.0,0.0,2024-01-26 00:00:00
27959,46959,7,2024-01-26 00:05:01,0.0,0.0,0.0,2024-01-26 00:00:00
27960,46960,8,2024-01-26 00:05:01,0.0,0.0,0.0,2024-01-26 00:00:00
27961,46961,9,2024-01-26 00:05:01,0.0,0.0,0.0,2024-01-26 00:00:00
27962,46962,10,2024-01-26 00:05:01,0.0,0.0,0.0,2024-01-26 00:00:00
27963,46963,6,2024-01-26 01:05:00,0.0,0.0,0.0,2024-01-26 01:00:00
27964,46964,7,2024-01-26 01:05:00,0.0,0.0,0.0,2024-01-26 01:00:00
27965,46965,8,2024-01-26 01:05:00,0.0,0.0,0.0,2024-01-26 01:00:00
27966,46966,9,2024-01-26 01:05:00,0.0,0.0,0.0,2024-01-26 01:00:00
27967,46967,10,2024-01-26 01:05:00,0.0,0.0,0.0,2024-01-26 01:00:00
27968,46968,6,2024-01-26 02:05:00,0.0,0.0,0.0,2024-01-26 02:00:00
27969,46969,7,2024-01-26 02:05:00,0.0,0.0,0.0,2024-01-26 02:00:00
27970,46970,8,2024-01-26 02:05:00,0.0,0.0,0.0,2024-01-26 02:00:00
27971,46971,9,2024-01-26 02:05:00,0.0,0.0,0.0,2024-01-26 02:00:00
27972,46972,10,2024-01-26 02:05:00,0.0,0.0,0.0,2024-01-26 02:00:00
27973,46973,6,2024-01-26 03:05:00,0.0,0.0,0.0,2024-01-26 03:00:00
27974,46974,7,2024-01-26 03:05:00,0.0,0.0,0.0,2024-01-26 03:00:00
27975,46975,8,2024-01-26 03:05:00,0.0,0.0,0.0,2024-01-26 03:00:00
27976,46976,9,2024-01-26 03:05:00,0.0,0.0,0.0,2024-01-26 03:00:00
27977,46977,10,2024-01-26 03:05:00,0.0,0.0,0.0,2024-01-26 03:00:00
27978,46978,6,2024-01-26 04:05:00,0.0,0.0,0.0,2024-01-26 04:00:00
27979,46979,7,2024-01-26 04:05:00,0.0,0.0,0.0,2024-01-26 04:00:00
27980,46980,8,2024-01-26 04:05:00,0.0,0.0,0.0,2024-01-26 04:00:00
27981,46981,9,2024-01-26 04:05:00,0.0,0.0,0.0,2024-01-26 04:00:00
27982,46982,10,2024-01-26 04:05:00,0.0,0.0,0.0,2024-01-26 04:00:00
27983,46983,6,2024-01-26 05:05:00,0.0,0.0,0.0,2024-01-26 05:00:00
27984,46984,7,2024-01-26 05:05:00,0.0,0.0,0.0,2024-01-26 05:00:00
27985,46985,8,2024-01-26 05:05:00,0.0,0.0,0.0,2024-01-26 05:00:00
27986,46986,9,2024-01-26 05:05:00,0.0,0.0,0.0,2024-01-26 05:00:00
27987,46987,10,2024-01-26 05:05:00,0.0,0.0,0.0,2024-01-26 05:00:00
27988,46988,6,2024-01-26 06:05:00,0.0,0.0,0.0,2024-01-26 06:00:00
27989,46989,7,2024-01-26 06:05:00,0.0,0.0,0.0,2024-01-26 06:00:00
27990,46990,8,2024-01-26 06:05:00,0.0,0.0,0.0,2024-01-26 06:00:00
27991,46991,9,2024-01-26 06:05:00,0.0,0.0,0.0,2024-01-26 06:00:00
27992,46992,10,2024-01-26 06:05:00,0.0,0.0,0.0,2024-01-26 06:00:00
27993,46993,6,2024-01-26 07:05:00,0.56,0.84,0.0,2024-01-26 07:00:00
27994,46994,7,2024-01-26 07:05:00,0.35,0.72,0.0,2024-01-26 07:00:00
27995,46995,8,2024-01-26 07:05:00,0.57,1.05,0.0,2024-01-26 07:00:00
27996,46996,9,2024-01-26 07:05:00,1.16,1.38,0.0,2024-01-26 07:00:00
27997,46997,10,2024-01-26 07:05:00,0.89,1.33,0.0,2024-01-26 07:00:00
27998,46998,6,2024-01-26 08:05:00,8.49,8.76,3.8,2024-01-26 08:00:00
27999,46999,7,2024-01-26 08:05:00,8.6,8.92,3.8,2024-01-26 08:00:00
28000,47000,8,2024-01-26 08:05:00,8.24,8.57,3.7,2024-01-26 08:00:00
28001,47001,9,2024-01-26 08:05:00,11.22,11.55,4.8,2024-01-26 08:00:00
28002,47002,10,2024-01-26 08:05:00,8.19,8.46,3.7,2024-01-26 08:00:00
28003,47003,6,2024-01-26 09:05:00,34.52,35.02,21.5,2024-01-26 09:00:00
28004,47004,7,2024-01-26 09:05:00,34.94,35.5,22.0,2024-01-26 09:00:00
28005,47005,8,2024-01-26 09:05:00,35.01,35.56,23.4,2024-01-26 09:00:00
28006,47006,9,2024-01-26 09:05:00,55.37,56.23,34.0,2024-01-26 09:00:00
28007,47007,10,2024-01-26 09:05:00,23.6,23.98,18.7,2024-01-26 09:00:00
28008,47008,6,2024-01-26 10:05:00,23.52,23.89,53.2,2024-01-26 10:00:00
28009,47009,7,2024-01-26 10:05:00,23.7,24.09,54.1,2024-01-26 10:00:00
28010,47010,8,2024-01-26 10:05:00,22.95,23.34,54.4,2024-01-26 10:00:00
28011,47011,9,2024-01-26 10:05:00,29.93,30.41,79.3,2024-01-26 10:00:00
28012,47012,10,2024-01-26 10:05:00,23.94,24.31,46.6,2024-01-26 10:00:00
28013,47013,6,2024-01-26 11:05:00,22.92,23.31,75.7,2024-01-26 11:00:00
28014,47014,7,2024-01-26 11:05:00,23.4,23.79,76.8,2024-01-26 11:00:00
28015,47015,8,2024-01-26 11:05:00,66.15,67.19,77.7,2024-01-26 11:00:00
28016,47016,9,2024-01-26 11:05:00,95.69,97.08,108.9,2024-01-26 11:00:00
28017,47017,10,2024-01-26 11:05:00,57.57,58.47,71.9,2024-01-26 11:00:00
28018,47018,6,2024-01-26 12:05:00,32.12,32.57,119.2,2024-01-26 12:00:00
28019,47019,7,2024-01-26 12:05:00,33.66,34.16,121.0,2024-01-26 12:00:00
28020,47020,8,2024-01-26 12:05:00,29.75,30.21,118.3,2024-01-26 12:00:00
28021,47021,9,2024-01-26 12:05:00,37.82,38.32,164.8,2024-01-26 12:00:00
28022,47022,10,2024-01-26 12:05:00,31.55,32.02,110.3,2024-01-26 12:00:00
28023,47023,6,2024-01-26 13:05:00,14.59,14.95,138.2,2024-01-26 13:00:00
28024,47024,7,2024-01-26 13:05:00,15.01,15.41,139.9,2024-01-26 13:00:00
28025,47025,8,2024-01-26 13:05:00,14.2,14.52,138.0,2024-01-26 13:00:00
28026,47026,9,2024-01-26 13:05:00,17.2,17.59,189.1,2024-01-26 13:00:00
28027,47027,10,2024-01-26 13:05:00,14.88,15.24,129.8,2024-01-26 13:00:00
28028,47028,6,2024-01-26 14:05:00,24.79,25.17,156.2,2024-01-26 14:00:00
28029,47029,7,2024-01-26 14:05:00,24.95,25.36,158.1,2024-01-26 14:00:00
28030,47030,8,2024-01-26 14:05:00,24.49,24.9,154.9,2024-01-26 14:00:00
28031,47031,9,2024-01-26 14:05:00,30.44,30.94,213.2,2024-01-26 14:00:00
28032,47032,10,2024-01-26 14:05:00,25.2,25.58,148.2,2024-01-26 14:00:00
28033,47033,6,2024-01-26 15:05:00,9.66,9.98,173.8,2024-01-26 15:00:00
28034,47034,7,2024-01-26 15:05:00,9.74,10.02,175.7,2024-01-26 15:00:00
28035,47035,8,2024-01-26 15:05:00,9.66,10.1,172.4,2024-01-26 15:00:00
28036,47036,9,2024-01-26 15:05:00,12.49,12.83,233.8,2024-01-26 15:00:00
28037,47037,10,2024-01-26 15:05:00,10.11,10.36,166.2,2024-01-26 15:00:00
28038,47038,6,2024-01-26 16:05:00,8.48,8.75,184.3,2024-01-26 16:00:00
28039,47039,7,2024-01-26 16:05:00,8.35,8.66,186.3,2024-01-26 16:00:00
28040,47040,8,2024-01-26 16:05:00,8.37,8.67,182.8,2024-01-26 16:00:00
28041,47041,9,2024-01-26 16:05:00,10.82,11.22,247.0,2024-01-26 16:00:00
28042,47042,10,2024-01-26 16:05:00,8.84,9.13,177.1,2024-01-26 16:00:00
28043,47043,6,2024-01-26 17:05:00,2.22,2.57,188.3,2024-01-26 17:00:00
28044,47044,7,2024-01-26 17:05:00,2.24,2.54,190.2,2024-01-26 17:00:00
28045,47045,8,2024-01-26 17:05:00,2.19,2.7,186.7,2024-01-26 17:00:00
28046,47046,9,2024-01-26 17:05:00,2.92,3.25,252.2,2024-01-26 17:00:00
28047,47047,10,2024-01-26 17:05:00,2.34,2.7,181.2,2024-01-26 17:00:00
28048,47048,6,2024-01-26 18:05:00,0.0,0.0,188.8,2024-01-26 18:00:00
28049,47049,7,2024-01-26 18:05:00,0.0,0.0,190.7,2024-01-26 18:00:00
28050,47050,8,2024-01-26 18:05:00,0.0,0.0,187.2,2024-01-26 18:00:00
28051,47051,9,2024-01-26 18:05:00,0.0,0.0,252.9,2024-01-26 18:00:00
28052,47052,10,2024-01-26 18:05:00,0.0,0.0,181.7,2024-01-26 18:00:00
28053,47053,6,2024-01-26 19:05:00,0.0,0.0,188.8,2024-01-26 19:00:00
28054,47054,7,2024-01-26 19:05:00,0.0,0.0,190.7,2024-01-26 19:00:00
28055,47055,8,2024-01-26 19:05:00,0.0,0.0,187.2,2024-01-26 19:00:00
28056,47056,9,2024-01-26 19:05:00,0.0,0.0,252.9,2024-01-26 19:00:00
28057,47057,10,2024-01-26 19:05:00,0.0,0.0,181.7,2024-01-26 19:00:00
28058,47058,6,2024-01-26 20:05:00,0.0,0.0,188.8,2024-01-26 20:00:00
28059,47059,7,2024-01-26 20:05:00,0.0,0.0,190.7,2024-01-26 20:00:00
28060,47060,8,2024-01-26 20:05:00,0.0,0.0,187.2,2024-01-26 20:00:00
28061,47061,9,2024-01-26 20:05:00,0.0,0.0,252.9,2024-01-26 20:00:00
28062,47062,10,2024-01-26 20:05:00,0.0,0.0,181.7,2024-01-26 20:00:00
28063,47063,6,2024-01-26 21:05:00,0.0,0.0,188.8,2024-01-26 21:00:00
28064,47064,7,2024-01-26 21:05:00,0.0,0.0,190.7,2024-01-26 21:00:00
28065,47065,8,2024-01-26 21:05:00,0.0,0.0,187.2,2024-01-26 21:00:00
28066,47066,9,2024-01-26 21:05:00,0.0,0.0,252.9,2024-01-26 21:00:00
28067,47067,10,2024-01-26 21:05:00,0.0,0.0,181.7,2024-01-26 21:00:00
28068,47068,6,2024-01-26 22:05:00,0.0,0.0,188.8,2024-01-26 22:00:00
28069,47069,7,2024-01-26 22:05:00,0.0,0.0,190.7,2024-01-26 22:00:00
28070,47070,8,2024-01-26 22:05:00,0.0,0.0,187.2,2024-01-26 22:00:00
28071,47071,9,2024-01-26 22:05:00,0.0,0.0,252.9,2024-01-26 22:00:00
28072,47072,10,2024-01-26 22:05:00,0.0,0.0,181.7,2024-01-26 22:00:00
28073,47073,6,2024-01-26 23:05:00,0.0,0.0,188.8,2024-01-26 23:00:00
28074,47074,7,2024-01-26 23:05:00,0.0,0.0,190.7,2024-01-26 23:00:00
28075,47075,8,2024-01-26 23:05:00,0.0,0.0,187.2,2024-01-26 23:00:00
28076,47076,9,2024-01-26 23:05:00,0.0,0.0,252.9,2024-01-26 23:00:00
28077,47077,10,2024-01-26 23:05:00,0.0,0.0,181.7,2024-01-26 23:00:00
28078,47078,6,2024-01-27 00:05:00,0.0,0.0,0.0,2024-01-27 00:00:00
28079,47079,7,2024-01-27 00:05:00,0.0,0.0,0.0,2024-01-27 00:00:00
28080,47080,8,2024-01-27 00:05:01,0.0,0.0,0.0,2024-01-27 00:00:00
28081,47081,9,2024-01-27 00:05:01,0.0,0.0,0.0,2024-01-27 00:00:00
28082,47082,10,2024-01-27 00:05:01,0.0,0.0,0.0,2024-01-27 00:00:00
28083,47083,6,2024-01-27 01:05:00,0.0,0.0,0.0,2024-01-27 01:00:00
28084,47084,7,2024-01-27 01:05:00,0.0,0.0,0.0,2024-01-27 01:00:00
28085,47085,8,2024-01-27 01:05:00,0.0,0.0,0.0,2024-01-27 01:00:00
28086,47086,9,2024-01-27 01:05:00,0.0,0.0,0.0,2024-01-27 01:00:00
28087,47087,10,2024-01-27 01:05:00,0.0,0.0,0.0,2024-01-27 01:00:00
28088,47088,6,2024-01-27 02:05:00,0.0,0.0,0.0,2024-01-27 02:00:00
28089,47089,7,2024-01-27 02:05:00,0.0,0.0,0.0,2024-01-27 02:00:00
28090,47090,8,2024-01-27 02:05:00,0.0,0.0,0.0,2024-01-27 02:00:00
28091,47091,9,2024-01-27 02:05:00,0.0,0.0,0.0,2024-01-27 02:00:00
28092,47092,10,2024-01-27 02:05:00,0.0,0.0,0.0,2024-01-27 02:00:00
28093,47093,6,2024-01-27 03:05:00,0.0,0.0,0.0,2024-01-27 03:00:00
28094,47094,7,2024-01-27 03:05:00,0.0,0.0,0.0,2024-01-27 03:00:00
28095,47095,8,2024-01-27 03:05:00,0.0,0.0,0.0,2024-01-27 03:00:00
28096,47096,9,2024-01-27 03:05:00,0.0,0.0,0.0,2024-01-27 03:00:00
28097,47097,10,2024-01-27 03:05:00,0.0,0.0,0.0,2024-01-27 03:00:00
28098,47098,6,2024-01-27 04:05:00,0.0,0.0,0.0,2024-01-27 04:00:00
28099,47099,7,2024-01-27 04:05:00,0.0,0.0,0.0,2024-01-27 04:00:00
28100,47100,8,2024-01-27 04:05:00,0.0,0.0,0.0,2024-01-27 04:00:00
28101,47101,9,2024-01-27 04:05:00,0.0,0.0,0.0,2024-01-27 04:00:00
28102,47102,10,2024-01-27 04:05:00,0.0,0.0,0.0,2024-01-27 04:00:00
28103,47103,6,2024-01-27 05:05:00,0.0,0.0,0.0,2024-01-27 05:00:00
28104,47104,7,2024-01-27 05:05:00,0.0,0.0,0.0,2024-01-27 05:00:00
28105,47105,8,2024-01-27 05:05:00,0.0,0.0,0.0,2024-01-27 05:00:00
28106,47106,9,2024-01-27 05:05:00,0.0,0.0,0.0,2024-01-27 05:00:00
28107,47107,10,2024-01-27 05:05:00,0.0,0.0,0.0,2024-01-27 05:00:00
28108,47108,6,2024-01-27 06:05:00,0.0,0.0,0.0,2024-01-27 06:00:00
28109,47109,7,2024-01-27 06:05:00,0.0,0.0,0.0,2024-01-27 06:00:00
28110,47110,8,2024-01-27 06:05:00,0.0,0.0,0.0,2024-01-27 06:00:00
28111,47111,9,2024-01-27 06:05:00,0.0,0.0,0.0,2024-01-27 06:00:00
28112,47112,10,2024-01-27 06:05:00,0.0,0.0,0.0,2024-01-27 06:00:00
28113,47113,6,2024-01-27 07:05:00,0.0,0.0,0.0,2024-01-27 07:00:00
28114,47114,7,2024-01-27 07:05:00,0.0,0.0,0.0,2024-01-27 07:00:00
28115,47115,8,2024-01-27 07:05:00,0.0,0.0,0.0,2024-01-27 07:00:00
28116,47116,9,2024-01-27 07:05:00,0.0,0.0,0.0,2024-01-27 07:00:00
28117,47117,10,2024-01-27 07:05:00,0.0,0.0,0.0,2024-01-27 07:00:00
28118,47118,6,2024-01-27 08:05:00,5.05,5.45,2.0,2024-01-27 08:00:00
28119,47119,7,2024-01-27 08:05:00,4.57,4.94,1.8,2024-01-27 08:00:00
28120,47120,8,2024-01-27 08:05:00,5.03,5.48,2.0,2024-01-27 08:00:00
28121,47121,9,2024-01-27 08:05:00,5.22,5.58,2.2,2024-01-27 08:00:00
28122,47122,10,2024-01-27 08:05:00,4.26,4.59,1.9,2024-01-27 08:00:00
28123,47123,6,2024-01-27 09:05:01,22.25,22.61,11.3,2024-01-27 09:00:00
28124,47124,7,2024-01-27 09:05:01,21.82,22.18,11.5,2024-01-27 09:00:00
28125,47125,8,2024-01-27 09:05:01,21.82,22.18,11.0,2024-01-27 09:00:00
28126,47126,9,2024-01-27 09:05:01,24.45,24.85,13.8,2024-01-27 09:00:00
28127,47127,10,2024-01-27 09:05:01,18.6,18.96,12.0,2024-01-27 09:00:00
28128,47128,6,2024-01-27 10:05:00,20.26,20.59,28.5,2024-01-27 10:00:00
28129,47129,7,2024-01-27 10:05:00,20.6,20.93,28.8,2024-01-27 10:00:00
28130,47130,8,2024-01-27 10:05:00,19.73,20.07,27.9,2024-01-27 10:00:00
28131,47131,9,2024-01-27 10:05:00,26.05,26.43,34.7,2024-01-27 10:00:00
28132,47132,10,2024-01-27 10:05:00,21.45,21.79,29.2,2024-01-27 10:00:00
28133,47133,6,2024-01-27 11:05:00,32.94,33.39,59.9,2024-01-27 11:00:00
28134,47134,7,2024-01-27 11:05:00,33.13,33.59,60.3,2024-01-27 11:00:00
28135,47135,8,2024-01-27 11:05:00,30.33,30.8,60.5,2024-01-27 11:00:00
28136,47136,9,2024-01-27 11:05:00,40.17,40.7,74.2,2024-01-27 11:00:00
28137,47137,10,2024-01-27 11:05:00,32.33,32.77,60.2,2024-01-27 11:00:00
28138,47138,6,2024-01-27 12:05:00,37.75,38.28,96.5,2024-01-27 12:00:00
28139,47139,7,2024-01-27 12:05:00,37.95,38.48,97.1,2024-01-27 12:00:00
28140,47140,8,2024-01-27 12:05:00,39.13,39.74,94.6,2024-01-27 12:00:00
28141,47141,9,2024-01-27 12:05:00,50.1,50.74,117.4,2024-01-27 12:00:00
28142,47142,10,2024-01-27 12:05:00,39.18,39.7,94.0,2024-01-27 12:00:00
28143,47143,6,2024-01-27 13:05:01,38.73,39.26,129.7,2024-01-27 13:00:00
28144,47144,7,2024-01-27 13:05:01,38.18,38.78,130.4,2024-01-27 13:00:00
28145,47145,8,2024-01-27 13:05:01,41.2,41.76,127.2,2024-01-27 13:00:00
28146,47146,9,2024-01-27 13:05:01,50.53,51.18,161.7,2024-01-27 13:00:00
28147,47147,10,2024-01-27 13:05:01,39.8,40.38,129.1,2024-01-27 13:00:00
28148,47148,6,2024-01-27 14:05:00,28.69,29.09,180.6,2024-01-27 14:00:00
28149,47149,7,2024-01-27 14:05:00,30.05,30.47,181.2,2024-01-27 14:00:00
28150,47150,8,2024-01-27 14:05:00,33.01,33.63,176.7,2024-01-27 14:00:00
28151,47151,9,2024-01-27 14:05:00,45.96,47.17,223.7,2024-01-27 14:00:00
28152,47152,10,2024-01-27 14:05:00,27.95,28.35,178.2,2024-01-27 14:00:00
28153,47153,6,2024-01-27 15:05:00,17.69,18.02,203.8,2024-01-27 15:00:00
