,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1961,48214,7,79.54,80.59,180.7,2024-02-05 11:00:00,14.8,60.0,1.0,0.0,0,-1,1010.67,935.07,172.6,19.88,9.2,87.0,2.0,0.0,1.0,1.0,1010.67,336.72,11
1966,48229,7,25.31,25.68,350.8,2024-02-05 14:00:00,10.8,74.0,3.0,0.0,1,-1,1009.88,859.56,170.1,79.54,14.8,60.0,1.0,0.0,0.0,-1.0,1010.67,935.07,14
1971,48244,7,2.36,2.86,399.8,2024-02-05 17:00:00,9.3,80.0,2.0,0.0,1,0,1012.26,145.44,49.0,25.31,10.8,74.0,3.0,0.0,1.0,-1.0,1009.88,859.56,17
1976,48259,7,0.0,0.0,400.4,2024-02-05 20:00:00,8.8,78.0,2.0,0.0,1,0,1014.11,0.0,0.6,2.36,9.3,80.0,2.0,0.0,1.0,0.0,1012.26,145.44,20
1981,48319,7,1.99,2.32,0.5,2024-02-06 08:00:00,5.3,84.0,2.0,0.0,1,0,1015.16,338.34,0.5,0.0,6.5,79.0,3.0,0.0,1.0,0.0,1013.97,0.0,8
1986,48334,7,6.32,6.65,22.3,2024-02-06 11:00:00,5.7,82.0,3.0,0.0,1,0,1014.9,936.89,21.8,1.99,5.3,84.0,2.0,0.0,1.0,0.0,1015.16,338.34,11
1991,48349,7,8.59,8.85,48.8,2024-02-06 14:00:00,5.6,82.0,2.0,0.0,1,0,1012.26,861.67,26.5,6.32,5.7,82.0,3.0,0.0,1.0,0.0,1014.9,936.89,14
1996,48364,7,0.95,1.13,62.9,2024-02-06 17:00:00,4.7,92.0,2.0,0.0,1,0,1012.26,148.37,14.1,8.59,5.6,82.0,2.0,0.0,1.0,0.0,1012.26,861.67,17
2001,48379,7,0.0,0.0,63.1,2024-02-06 20:00:00,5.0,92.0,1.0,0.1,0,1,1013.45,0.0,0.2,0.95,4.7,92.0,2.0,0.0,1.0,0.0,1012.26,148.37,20
2006,48439,7,3.63,3.88,2.0,2024-02-07 08:00:00,5.2,96.0,2.0,17.0,-1,1,1012.52,340.05,2.0,0.0,5.0,96.0,1.0,14.0,1.0,1.0,1010.8,0.0,8
2011,48454,7,8.24,8.48,30.2,2024-02-07 11:00:00,5.8,94.0,2.0,20.0,-1,1,1012.12,938.74,28.2,3.63,5.2,96.0,2.0,17.0,-1.0,1.0,1012.52,340.05,11
2016,48469,7,6.3,6.71,60.4,2024-02-07 14:00:00,6.2,93.0,1.0,19.0,-1,1,1009.48,863.75,30.2,8.24,5.8,94.0,2.0,20.0,-1.0,1.0,1012.12,938.74,14
2021,48484,7,0.46,0.66,79.3,2024-02-07 17:00:00,6.0,90.0,2.0,14.0,0,1,1010.14,151.24,18.9,6.3,6.2,93.0,1.0,19.0,-1.0,1.0,1009.48,863.75,17
2026,48499,7,0.0,0.0,79.5,2024-02-07 20:00:00,5.7,86.0,2.0,11.0,0,1,1011.46,0.0,0.2,0.46,6.0,90.0,2.0,14.0,0.0,1.0,1010.14,151.24,20
2031,48559,7,2.62,2.88,1.6,2024-02-08 08:00:00,5.3,81.0,1.0,0.5,1,1,1011.46,341.82,1.6,0.0,5.0,84.0,3.0,0.5,0.0,1.0,1010.67,0.0,8
2036,48574,7,31.86,32.44,34.1,2024-02-08 11:00:00,5.5,81.0,3.0,0.8,0,1,1012.39,940.6,32.5,2.62,5.3,81.0,1.0,0.5,1.0,1.0,1011.46,341.82,11
2041,48589,7,40.5,41.07,117.5,2024-02-08 14:00:00,7.6,71.0,2.0,0.4,1,1,1009.88,865.8,83.4,31.86,5.5,81.0,3.0,0.8,0.0,1.0,1012.39,940.6,14
2046,48604,7,2.49,2.79,162.4,2024-02-08 17:00:00,7.3,68.0,1.0,0.4,-1,1,1009.88,154.04,44.9,40.5,7.6,71.0,2.0,0.4,1.0,1.0,1009.88,865.8,17
2051,48619,7,0.0,0.0,163.4,2024-02-08 20:00:00,6.9,71.0,1.0,0.4,1,1,1011.33,0.0,1.0,2.49,7.3,68.0,1.0,0.4,-1.0,1.0,1009.88,154.04,20
2056,48679,7,9.22,9.47,3.4,2024-02-09 08:00:00,6.1,66.0,1.0,0.0,1,1,1014.5,343.66,3.4,0.0,5.6,67.0,1.0,0.0,-1.0,1.0,1012.78,0.0,8
2061,48694,7,74.39,75.39,133.6,2024-02-09 11:00:00,10.8,47.0,2.0,0.0,1,1,1014.9,942.48,130.2,9.22,6.1,66.0,1.0,0.0,1.0,1.0,1014.5,343.66,11
2066,48709,7,67.35,68.25,361.4,2024-02-09 14:00:00,11.4,52.0,3.0,0.0,1,-1,1011.99,867.81,227.8,74.39,10.8,47.0,2.0,0.0,1.0,1.0,1014.9,942.48,14
2071,48724,7,7.26,7.52,472.7,2024-02-09 17:00:00,8.5,60.0,3.0,0.0,1,0,1012.65,156.77,111.3,67.35,11.4,52.0,3.0,0.0,1.0,-1.0,1011.99,867.81,17
2076,48739,7,0.0,0.0,475.2,2024-02-09 20:00:00,6.5,72.0,1.0,0.0,1,1,1014.77,0.0,2.5,7.26,8.5,60.0,3.0,0.0,1.0,0.0,1012.65,156.77,20
2081,48799,7,20.12,20.46,9.6,2024-02-10 08:00:00,4.1,93.0,2.0,0.0,-1,0,1016.75,345.56,9.6,0.0,3.5,93.0,2.0,0.0,-1.0,0.0,1014.64,0.0,8
2086,48814,7,78.14,79.21,172.8,2024-02-10 11:00:00,12.4,55.0,1.0,0.0,-1,-1,1016.35,944.37,163.2,20.12,4.1,93.0,2.0,0.0,-1.0,0.0,1016.75,345.56,11
2091,48829,7,71.71,72.72,416.4,2024-02-10 14:00:00,15.5,36.0,2.0,0.0,1,-1,1013.58,869.79,243.6,78.14,12.4,55.0,1.0,0.0,-1.0,-1.0,1016.35,944.37,14
2096,48844,7,9.44,9.74,539.3,2024-02-10 17:00:00,12.1,51.0,2.0,0.0,1,-1,1014.11,159.43,122.9,71.71,15.5,36.0,2.0,0.0,1.0,-1.0,1013.58,869.79,17
2101,48859,7,0.0,0.0,543.1,2024-02-10 20:00:00,8.0,81.0,1.0,0.0,1,1,1015.43,0.0,3.8,9.44,12.1,51.0,2.0,0.0,1.0,-1.0,1014.11,159.43,20
2106,48919,7,20.98,21.32,9.7,2024-02-11 08:00:00,6.4,71.0,2.0,0.0,-1,-1,1017.68,347.53,9.7,0.0,5.1,76.0,3.0,0.0,-1.0,0.0,1015.69,0.0,8
2111,48934,7,79.14,80.26,180.9,2024-02-11 11:00:00,15.3,43.0,2.0,0.0,-1,-1,1017.81,946.28,171.2,20.98,6.4,71.0,2.0,0.0,-1.0,-1.0,1017.68,347.53,11
2116,48949,7,71.75,72.7,420.0,2024-02-11 14:00:00,18.1,28.0,4.0,0.0,1,0,1015.03,871.72,239.1,79.14,15.3,43.0,2.0,0.0,-1.0,-1.0,1017.81,946.28,14
2121,48964,7,7.03,7.26,544.2,2024-02-11 17:00:00,14.0,41.0,3.0,0.0,1,0,1016.22,162.03,124.2,71.75,18.1,28.0,4.0,0.0,1.0,0.0,1015.03,871.72,17
2126,48979,7,0.0,0.0,546.6,2024-02-11 20:00:00,9.7,65.0,1.0,0.0,1,1,1017.81,0.0,2.4,7.03,14.0,41.0,3.0,0.0,1.0,0.0,1016.22,162.03,20
2131,49039,7,21.27,21.62,10.2,2024-02-12 08:00:00,6.4,77.0,3.0,0.0,-1,0,1018.6,349.56,10.2,0.0,6.0,77.0,3.0,0.0,-1.0,0.0,1016.88,0.0,8
2136,49054,7,77.66,78.77,177.3,2024-02-12 11:00:00,14.7,54.0,1.0,0.0,-1,-1,1018.34,948.19,167.1,21.27,6.4,77.0,3.0,0.0,-1.0,0.0,1018.6,349.56,11
2141,49069,7,72.51,73.46,415.1,2024-02-12 14:00:00,17.8,36.0,3.0,0.0,1,-1,1015.56,873.61,237.8,77.66,14.7,54.0,1.0,0.0,-1.0,-1.0,1018.34,948.19,14
2146,49084,7,7.12,7.44,540.5,2024-02-12 17:00:00,15.1,48.0,2.0,0.0,1,0,1015.03,164.55,125.4,72.51,17.8,36.0,3.0,0.0,1.0,-1.0,1015.56,873.61,17
2151,49099,7,0.0,0.0,542.9,2024-02-12 20:00:00,10.8,72.0,1.0,0.0,1,1,1016.09,0.0,2.4,7.12,15.1,48.0,2.0,0.0,1.0,0.0,1015.03,164.55,20
2156,49159,7,10.99,11.23,10.6,2024-02-13 08:00:00,10.3,74.0,2.0,0.0,-1,0,1013.84,351.64,10.6,0.0,9.1,77.0,2.0,0.0,-1.0,-1.0,1013.31,0.0,8
2161,49174,7,65.55,67.81,165.4,2024-02-13 11:00:00,18.3,55.0,2.0,0.0,-1,-1,1012.39,950.1,154.8,10.99,10.3,74.0,2.0,0.0,-1.0,0.0,1013.84,351.64,11
2166,49189,7,70.75,71.76,367.5,2024-02-13 14:00:00,22.4,51.0,2.0,0.0,1,0,1009.08,875.46,202.1,65.55,18.3,55.0,2.0,0.0,-1.0,-1.0,1012.39,950.1,14
2171,49204,7,6.21,6.53,487.5,2024-02-13 17:00:00,17.6,66.0,3.0,0.0,1,1,1008.69,167.0,120.0,70.75,22.4,51.0,2.0,0.0,1.0,0.0,1009.08,875.46,17
2176,49219,7,0.0,0.0,489.5,2024-02-13 20:00:00,13.4,85.0,1.0,0.0,1,1,1009.88,0.0,2.0,6.21,17.6,66.0,3.0,0.0,1.0,1.0,1008.69,167.0,20
2181,49279,7,20.61,20.94,9.5,2024-02-14 08:00:00,12.9,85.0,2.0,0.0,-1,0,1009.48,353.79,9.5,0.0,12.3,89.0,2.0,0.0,-1.0,0.0,1007.89,0.0,8
2186,49294,7,75.13,76.21,171.4,2024-02-14 11:00:00,20.0,54.0,1.0,0.0,-1,-1,1008.55,952.02,161.9,20.61,12.9,85.0,2.0,0.0,-1.0,0.0,1009.48,353.79,11
2191,49309,7,67.36,68.22,399.3,2024-02-14 14:00:00,21.2,50.0,3.0,0.0,1,0,1005.25,877.27,227.9,75.13,20.0,54.0,1.0,0.0,-1.0,-1.0,1008.55,952.02,14
2196,49324,7,6.68,7.01,517.3,2024-02-14 17:00:00,17.0,67.0,4.0,0.0,1,0,1005.12,169.37,118.0,67.36,21.2,50.0,3.0,0.0,1.0,0.0,1005.25,877.27,17
2201,49339,7,0.0,0.0,519.6,2024-02-14 20:00:00,13.7,84.0,2.0,0.0,1,1,1006.17,0.0,2.3,6.68,17.0,67.0,4.0,0.0,1.0,0.0,1005.12,169.37,20
2206,49399,7,23.75,24.17,12.3,2024-02-15 08:00:00,13.6,88.0,2.0,0.0,-1,-1,1006.04,355.42,12.3,0.0,12.8,92.0,1.0,0.0,-1.0,0.0,1005.12,0.0,8
2211,49414,7,81.75,83.15,148.6,2024-02-15 11:00:00,21.7,55.0,1.0,0.0,1,-1,1005.38,953.38,136.3,23.75,13.6,88.0,2.0,0.0,-1.0,-1.0,1006.04,355.42,11
2216,49429,7,28.58,28.99,355.9,2024-02-15 14:00:00,19.6,63.0,2.0,0.0,1,-1,1003.93,878.46,207.3,81.75,21.7,55.0,1.0,0.0,1.0,-1.0,1005.38,953.38,14
2221,49444,7,0.68,0.9,382.1,2024-02-15 17:00:00,12.5,91.0,4.0,1.0,1,0,1007.89,171.17,26.2,28.58,19.6,63.0,2.0,0.0,1.0,-1.0,1003.93,878.46,17
2226,49459,7,0.0,0.0,382.2,2024-02-15 20:00:00,11.2,95.0,3.0,3.0,1,0,1011.2,0.0,0.1,0.68,12.5,91.0,4.0,1.0,1.0,0.0,1007.89,171.17,20
2231,49519,7,5.11,5.48,3.1,2024-02-16 08:00:00,6.9,86.0,3.0,2.0,1,0,1013.71,356.57,3.1,0.0,8.6,80.0,2.0,0.0,0.0,1.0,1012.52,0.0,8
2236,49534,7,36.12,36.75,56.6,2024-02-16 11:00:00,7.5,85.0,2.0,1.0,1,0,1013.84,954.18,53.5,5.11,6.9,86.0,3.0,2.0,1.0,0.0,1013.71,356.57,11
2241,49549,7,24.19,24.57,155.8,2024-02-16 14:00:00,8.6,77.0,1.0,1.0,0,-1,1011.33,879.05,99.2,36.12,7.5,85.0,2.0,1.0,1.0,0.0,1013.84,954.18,14
2246,49564,7,5.71,6.08,219.2,2024-02-16 17:00:00,8.6,70.0,1.0,1.0,1,-1,1010.8,172.41,63.4,24.19,8.6,77.0,1.0,1.0,0.0,-1.0,1011.33,879.05,17
2251,49579,7,0.0,0.0,220.9,2024-02-16 20:00:00,8.1,73.0,2.0,0.4,1,0,1010.93,0.0,1.7,5.71,8.6,70.0,1.0,1.0,1.0,-1.0,1010.8,172.41,20
2256,49639,7,10.35,10.58,5.9,2024-02-17 08:00:00,9.0,78.0,0.0,0.0,0,1,1008.55,357.79,5.9,0.0,8.1,81.0,0.0,0.0,0.0,0.0,1007.23,0.0,8
2261,49654,7,26.28,26.69,64.0,2024-02-17 11:00:00,11.4,70.0,1.0,0.0,-1,-1,1008.16,955.0,58.1,10.35,9.0,78.0,0.0,0.0,0.0,1.0,1008.55,357.79,11
2266,49669,7,41.8,42.44,192.7,2024-02-17 14:00:00,15.9,62.0,2.0,0.0,1,-1,1004.46,879.61,128.7,26.28,11.4,70.0,1.0,0.0,-1.0,-1.0,1008.16,955.0,14
2271,49684,7,2.87,3.06,240.0,2024-02-17 17:00:00,13.4,72.0,3.0,0.0,1,1,1004.32,173.61,47.3,41.8,15.9,62.0,2.0,0.0,1.0,-1.0,1004.46,879.61,17
2276,49699,7,0.0,0.0,240.9,2024-02-17 20:00:00,13.1,84.0,1.0,0.0,1,0,1005.12,0.0,0.9,2.87,13.4,72.0,3.0,0.0,1.0,1.0,1004.32,173.61,20
2281,49759,7,16.93,17.28,9.9,2024-02-18 08:00:00,11.9,95.0,1.0,0.0,-1,-1,1004.32,359.08,9.9,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1003.0,0.0,8
2286,49774,7,74.08,75.13,138.4,2024-02-18 11:00:00,18.9,66.0,1.0,0.0,1,-1,1003.79,955.82,128.5,16.93,11.9,95.0,1.0,0.0,-1.0,-1.0,1004.32,359.08,11
2291,49789,7,67.74,68.72,340.9,2024-02-18 14:00:00,20.9,64.0,3.0,0.0,1,1,1000.23,880.12,202.5,74.08,18.9,66.0,1.0,0.0,1.0,-1.0,1003.79,955.82,14
2296,49804,7,5.83,6.08,440.0,2024-02-18 17:00:00,19.7,67.0,3.0,0.0,1,1,1000.09,174.76,99.1,67.74,20.9,64.0,3.0,0.0,1.0,1.0,1000.23,880.12,17
2301,49819,7,0.0,0.0,442.6,2024-02-18 20:00:00,16.7,78.0,3.0,0.0,1,1,1001.15,0.0,2.6,5.83,19.7,67.0,3.0,0.0,1.0,1.0,1000.09,174.76,20
2306,49879,7,23.23,23.59,9.1,2024-02-19 08:00:00,15.2,94.0,2.0,0.0,-1,-1,1003.13,360.44,9.1,0.0,14.3,95.0,2.0,0.0,-1.0,-1.0,1001.15,0.0,8
2311,49894,7,74.06,75.26,159.9,2024-02-19 11:00:00,23.3,63.0,1.0,0.0,1,-1,1003.0,956.65,150.8,23.23,15.2,94.0,2.0,0.0,-1.0,-1.0,1003.13,360.44,11
2316,49909,7,57.63,58.73,361.4,2024-02-19 14:00:00,22.8,67.0,3.0,0.0,1,0,1000.09,880.61,201.5,74.06,23.3,63.0,1.0,0.0,1.0,-1.0,1003.0,956.65,14
2321,49924,7,5.16,5.61,443.1,2024-02-19 17:00:00,18.1,84.0,3.0,0.0,1,1,999.7,175.86,81.7,57.63,22.8,67.0,3.0,0.0,1.0,0.0,1000.09,880.61,17
2326,49939,7,0.0,0.0,445.5,2024-02-19 20:00:00,16.2,92.0,3.0,0.0,1,1,1000.75,0.0,2.4,5.16,18.1,84.0,3.0,0.0,1.0,1.0,999.7,175.86,20
2331,49999,7,5.12,5.37,1.8,2024-02-20 08:00:00,13.7,99.0,1.0,0.2,1,-1,1004.98,361.86,1.8,0.0,14.7,99.0,1.0,0.2,1.0,0.0,1002.74,0.0,8
2336,50014,7,7.65,7.96,26.8,2024-02-20 11:00:00,14.0,99.0,1.0,0.2,0,-1,1005.12,957.48,25.0,5.12,13.7,99.0,1.0,0.2,1.0,-1.0,1004.98,361.86,11
2341,50029,7,23.75,24.14,91.4,2024-02-20 14:00:00,15.0,98.0,1.0,0.2,1,-1,1002.34,881.05,64.6,7.65,14.0,99.0,1.0,0.2,0.0,-1.0,1005.12,957.48,14
2346,50044,7,2.28,2.56,126.3,2024-02-20 17:00:00,13.5,96.0,2.0,0.0,1,0,1002.6,176.91,34.9,23.75,15.0,98.0,1.0,0.2,1.0,-1.0,1002.34,881.05,17
2351,50059,7,0.0,0.0,126.9,2024-02-20 20:00:00,12.5,98.0,1.0,0.0,1,-1,1004.32,0.0,0.6,2.28,13.5,96.0,2.0,0.0,1.0,0.0,1002.6,176.91,20
2356,50119,7,8.42,8.74,3.9,2024-02-21 08:00:00,13.8,98.0,0.0,0.2,1,-1,1003.13,363.34,3.9,0.0,13.1,98.0,0.0,0.2,-1.0,0.0,1001.94,0.0,8
2361,50134,7,24.66,25.04,57.2,2024-02-21 11:00:00,14.5,94.0,2.0,0.0,1,0,1002.6,958.32,53.3,8.42,13.8,98.0,0.0,0.2,1.0,-1.0,1003.13,363.34,11
2366,50149,7,13.17,13.47,121.1,2024-02-21 14:00:00,15.7,91.0,3.0,0.0,1,0,1000.09,881.45,63.9,24.66,14.5,94.0,2.0,0.0,1.0,0.0,1002.6,958.32,14
2371,50164,7,1.65,2.02,142.2,2024-02-21 17:00:00,15.3,97.0,3.0,0.0,1,0,1001.28,177.92,21.1,13.17,15.7,91.0,3.0,0.0,1.0,0.0,1000.09,881.45,17
2376,50179,7,0.0,0.0,142.6,2024-02-21 20:00:00,13.4,98.0,3.0,0.7,1,1,1004.72,0.0,0.4,1.65,15.3,97.0,3.0,0.0,1.0,0.0,1001.28,177.92,20
2381,50239,7,0.92,1.28,0.6,2024-02-22 08:00:00,8.6,98.0,2.0,5.0,1,0,1011.33,364.88,0.6,0.0,9.2,99.0,2.0,4.0,1.0,0.0,1008.16,0.0,8
2386,50254,7,4.74,5.08,25.7,2024-02-22 11:00:00,8.5,98.0,2.0,5.0,1,0,1011.46,959.15,25.1,0.92,8.6,98.0,2.0,5.0,1.0,0.0,1011.33,364.88,11
2391,50269,7,7.66,7.94,55.2,2024-02-22 14:00:00,8.0,96.0,2.0,4.0,1,1,1009.88,881.8,29.5,4.74,8.5,98.0,2.0,5.0,1.0,0.0,1011.46,959.15,14
