,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
656,39414,7,2.99,3.35,1.5,2023-12-15 08:00:00,17.0,99.0,1.0,0.0,-1,0,1003.53,347.4,1.5,0.0,16.8,98.0,1.0,0.0,-1.0,0.0,1002.34,0.0,8
661,39504,7,21.71,22.1,39.2,2023-12-15 11:00:00,18.3,97.0,1.0,0.0,0,-1,1002.74,879.53,37.7,2.99,17.0,99.0,1.0,0.0,-1.0,0.0,1003.53,347.4,11
666,39594,7,26.38,26.72,127.1,2023-12-15 14:00:00,20.5,84.0,3.0,0.0,1,0,1000.49,731.19,87.9,21.71,18.3,97.0,1.0,0.0,0.0,-1.0,1002.74,879.53,14
671,39684,7,0.0,0.0,144.8,2023-12-15 17:00:00,16.8,94.0,4.0,0.0,1,0,1003.53,2.09,17.7,26.38,20.5,84.0,3.0,0.0,1.0,0.0,1000.49,731.19,17
676,39774,7,0.0,0.0,144.8,2023-12-15 20:00:00,13.5,97.0,4.0,0.4,1,0,1006.97,0.0,0.0,0.0,16.8,94.0,4.0,0.0,1.0,0.0,1003.53,2.09,20
681,40134,7,5.16,5.55,1.7,2023-12-16 08:00:00,6.3,86.0,3.0,10.0,0,1,1015.03,345.17,1.7,0.0,7.0,81.0,2.0,7.0,-1.0,1.0,1013.05,0.0,8
686,40224,7,6.49,6.71,15.0,2023-12-16 11:00:00,6.4,78.0,3.0,9.0,-1,1,1017.01,879.04,13.3,5.16,6.3,86.0,3.0,10.0,0.0,1.0,1015.03,345.17,11
691,40314,7,4.83,5.26,40.5,2023-12-16 14:00:00,6.6,69.0,2.0,7.0,-1,1,1016.62,732.59,25.5,6.49,6.4,78.0,3.0,9.0,-1.0,1.0,1017.01,879.04,14
696,40404,7,0.0,0.07,50.1,2023-12-16 17:00:00,5.9,67.0,2.0,4.0,0,1,1018.2,2.41,9.6,4.83,6.6,69.0,2.0,7.0,-1.0,1.0,1016.62,732.59,17
701,40494,7,0.0,0.0,50.1,2023-12-16 20:00:00,5.3,61.0,2.0,0.6,-1,1,1020.19,0.0,0.0,0.0,5.9,67.0,2.0,4.0,0.0,1.0,1018.2,2.41,20
706,40854,7,11.12,11.43,4.0,2023-12-17 08:00:00,3.7,46.0,3.0,0.1,-1,1,1022.57,343.13,4.0,0.0,3.7,47.0,2.0,0.1,0.0,1.0,1020.98,0.0,8
711,40944,7,47.79,48.45,71.6,2023-12-17 11:00:00,5.1,42.0,3.0,0.0,0,1,1022.3,878.75,67.6,11.12,3.7,46.0,3.0,0.1,-1.0,1.0,1022.57,343.13,11
716,41034,7,25.21,25.59,151.0,2023-12-17 14:00:00,6.2,44.0,3.0,0.0,1,1,1019.53,734.21,79.4,47.79,5.1,42.0,3.0,0.0,0.0,1.0,1022.3,878.75,14
721,41124,7,0.52,0.95,185.1,2023-12-17 17:00:00,5.6,50.0,3.0,0.0,1,0,1019.66,2.8,34.1,25.21,6.2,44.0,3.0,0.0,1.0,1.0,1019.53,734.21,17
726,41214,7,0.0,0.0,185.1,2023-12-17 20:00:00,5.1,46.0,4.0,0.0,1,1,1020.72,0.0,0.0,0.52,5.6,50.0,3.0,0.0,1.0,0.0,1019.66,2.8,20
731,41574,7,0.85,1.28,0.3,2023-12-18 08:00:00,4.5,90.0,1.0,1.0,-1,1,1017.41,341.16,0.3,0.0,3.0,92.0,2.0,1.0,-1.0,1.0,1017.15,0.0,8
736,41664,7,6.43,6.71,12.2,2023-12-18 11:00:00,5.5,95.0,2.0,2.0,-1,0,1015.82,878.54,11.9,0.85,4.5,90.0,1.0,1.0,-1.0,1.0,1017.41,341.16,11
741,41754,7,6.61,6.91,33.6,2023-12-18 14:00:00,7.0,96.0,2.0,1.0,-1,-1,1012.65,735.91,21.4,6.43,5.5,95.0,2.0,2.0,-1.0,0.0,1015.82,878.54,14
746,41844,7,0.0,0.07,42.9,2023-12-18 17:00:00,7.6,98.0,2.0,1.0,-1,0,1012.26,3.25,9.3,6.61,7.0,96.0,2.0,1.0,-1.0,-1.0,1012.65,735.91,17
751,41934,7,0.0,0.0,42.9,2023-12-18 20:00:00,8.0,98.0,2.0,2.0,-1,0,1011.46,0.0,0.0,0.0,7.6,98.0,2.0,1.0,-1.0,0.0,1012.26,3.25,20
756,42294,7,3.39,3.63,1.2,2023-12-19 08:00:00,7.7,84.0,2.0,5.0,0,1,1012.65,339.26,1.2,0.0,8.4,89.0,1.0,5.0,0.0,1.0,1010.93,0.0,8
761,42379,7,17.02,17.33,33.2,2023-12-19 11:00:00,8.6,71.0,2.0,2.0,-1,1,1013.05,878.41,32.0,3.39,7.7,84.0,2.0,5.0,0.0,1.0,1012.65,339.26,11
766,42469,7,9.3,9.57,65.8,2023-12-19 14:00:00,7.4,81.0,5.0,0.4,-1,1,1011.59,737.7,32.6,17.02,8.6,71.0,2.0,2.0,-1.0,1.0,1013.05,878.41,14
771,42539,7,0.0,0.07,79.2,2023-12-19 17:00:00,6.5,90.0,1.0,3.0,-1,1,1013.45,3.78,13.4,9.3,7.4,81.0,5.0,0.4,-1.0,1.0,1011.59,737.7,17
776,42554,7,0.0,0.0,79.2,2023-12-19 20:00:00,6.4,89.0,2.0,3.0,-1,1,1014.9,0.0,0.0,0.0,6.5,90.0,1.0,3.0,-1.0,1.0,1013.45,3.78,20
781,42614,7,5.34,5.61,2.1,2023-12-20 08:00:00,6.7,71.0,1.0,0.5,1,1,1016.62,337.44,2.1,0.0,6.4,75.0,1.0,0.7,-1.0,1.0,1015.3,0.0,8
786,42629,7,21.63,21.96,40.1,2023-12-20 11:00:00,7.6,70.0,1.0,0.0,0,1,1017.41,878.36,38.0,5.34,6.7,71.0,1.0,0.5,1.0,1.0,1016.62,337.44,11
791,42644,7,24.36,24.72,108.0,2023-12-20 14:00:00,8.4,63.0,2.0,0.0,-1,1,1015.3,739.58,67.9,21.63,7.6,70.0,1.0,0.0,0.0,1.0,1017.41,878.36,14
796,42659,7,1.48,1.85,141.5,2023-12-20 17:00:00,7.4,61.0,1.0,0.0,-1,0,1016.22,4.39,33.5,24.36,8.4,63.0,2.0,0.0,-1.0,1.0,1015.3,739.58,17
801,42674,7,0.0,0.0,141.6,2023-12-20 20:00:00,5.4,66.0,2.0,0.0,-1,1,1017.81,0.0,0.1,1.48,7.4,61.0,1.0,0.0,-1.0,0.0,1016.22,4.39,20
806,42734,7,13.96,14.28,6.0,2023-12-21 08:00:00,3.0,42.0,3.0,0.0,0,1,1021.38,335.7,6.0,0.0,2.2,49.0,1.0,0.0,-1.0,0.0,1019.53,0.0,8
811,42749,7,67.74,68.67,145.2,2023-12-21 11:00:00,6.3,40.0,2.0,0.0,1,1,1022.04,878.39,139.2,13.96,3.0,42.0,3.0,0.0,0.0,1.0,1021.38,335.7,11
816,42764,7,54.63,55.34,347.0,2023-12-21 14:00:00,7.9,33.0,2.0,0.0,-1,0,1019.13,741.54,201.8,67.74,6.3,40.0,2.0,0.0,1.0,1.0,1022.04,878.39,14
821,42779,7,1.52,1.89,425.7,2023-12-21 17:00:00,5.2,35.0,2.0,0.0,-1,1,1020.98,5.1,78.7,54.63,7.9,33.0,2.0,0.0,-1.0,0.0,1019.13,741.54,17
826,42794,7,0.0,0.0,425.9,2023-12-21 20:00:00,2.7,41.0,3.0,0.0,0,1,1024.15,0.0,0.2,1.52,5.2,35.0,2.0,0.0,-1.0,1.0,1020.98,5.1,20
831,42854,7,15.94,16.27,6.8,2023-12-22 08:00:00,-0.3,38.0,2.0,0.0,-1,1,1027.33,334.04,6.8,0.0,-1.3,48.0,2.0,0.0,-1.0,1.0,1025.34,0.0,8
836,42869,7,71.94,72.98,161.6,2023-12-22 11:00:00,3.6,26.0,3.0,0.0,1,1,1026.67,878.5,154.8,15.94,-0.3,38.0,2.0,0.0,-1.0,1.0,1027.33,334.04,11
841,42884,7,58.15,58.93,370.2,2023-12-22 14:00:00,6.2,21.0,3.0,0.0,1,1,1024.15,743.58,208.6,71.94,3.6,26.0,3.0,0.0,1.0,1.0,1026.67,878.5,14
846,42899,7,1.39,1.88,454.1,2023-12-22 17:00:00,3.8,44.0,3.0,0.0,1,0,1024.55,5.91,83.9,58.15,6.2,21.0,3.0,0.0,1.0,1.0,1024.15,743.58,17
851,42914,7,0.0,0.0,454.3,2023-12-22 20:00:00,2.8,44.0,3.0,0.0,1,1,1025.74,0.0,0.2,1.39,3.8,44.0,3.0,0.0,1.0,0.0,1024.55,5.91,20
856,42974,7,14.65,14.97,6.1,2023-12-23 08:00:00,2.0,48.0,1.0,0.0,-1,-1,1023.76,332.46,6.1,0.0,0.0,54.0,3.0,0.0,-1.0,0.0,1024.02,0.0,8
861,42989,7,71.37,72.42,149.1,2023-12-23 11:00:00,8.0,46.0,3.0,0.0,1,1,1022.43,878.7,143.0,14.65,2.0,48.0,1.0,0.0,-1.0,-1.0,1023.76,332.46,11
866,43004,7,56.76,57.56,352.6,2023-12-23 14:00:00,11.4,47.0,3.0,0.0,0,1,1019.13,745.7,203.5,71.37,8.0,46.0,3.0,0.0,1.0,1.0,1022.43,878.7,14
871,43019,7,1.64,1.83,431.2,2023-12-23 17:00:00,10.0,57.0,1.0,0.0,1,1,1020.32,6.84,78.6,56.76,11.4,47.0,3.0,0.0,0.0,1.0,1019.13,745.7,17
876,43034,7,0.0,0.0,431.4,2023-12-23 20:00:00,8.8,62.0,3.0,0.0,1,1,1020.98,0.0,0.2,1.64,10.0,57.0,1.0,0.0,1.0,1.0,1020.32,6.84,20
881,43094,7,13.98,14.36,5.6,2023-12-24 08:00:00,5.7,44.0,3.0,0.0,1,1,1021.77,330.97,5.6,0.0,5.4,53.0,2.0,0.0,0.0,1.0,1019.79,0.0,8
886,43109,7,69.28,70.2,151.9,2023-12-24 11:00:00,10.4,25.0,4.0,0.0,1,1,1021.38,878.98,146.3,13.98,5.7,44.0,3.0,0.0,1.0,1.0,1021.77,330.97,11
891,43124,7,55.15,55.87,355.2,2023-12-24 14:00:00,13.6,19.0,3.0,0.0,1,1,1018.47,747.91,203.3,69.28,10.4,25.0,4.0,0.0,1.0,1.0,1021.38,878.98,14
896,43139,7,1.72,1.97,433.2,2023-12-24 17:00:00,7.8,53.0,3.0,0.0,1,0,1019.66,7.89,78.0,55.15,13.6,19.0,3.0,0.0,1.0,1.0,1018.47,747.91,17
901,43154,7,0.0,0.0,433.5,2023-12-24 20:00:00,5.9,63.0,1.0,0.0,-1,0,1020.19,0.0,0.3,1.72,7.8,53.0,3.0,0.0,1.0,0.0,1019.66,7.89,20
906,43214,7,15.22,15.54,6.5,2023-12-25 08:00:00,2.9,71.0,2.0,0.0,-1,0,1020.85,329.56,6.5,0.0,2.5,71.0,3.0,0.0,-1.0,0.0,1019.13,0.0,8
911,43229,7,67.09,67.96,148.8,2023-12-25 11:00:00,9.9,40.0,2.0,0.0,1,0,1020.32,879.34,142.3,15.22,2.9,71.0,2.0,0.0,-1.0,0.0,1020.85,329.56,11
916,43244,7,44.74,45.33,345.4,2023-12-25 14:00:00,10.7,42.0,3.0,0.0,1,1,1017.68,750.19,196.6,67.09,9.9,40.0,2.0,0.0,1.0,0.0,1020.32,879.34,14
921,43259,7,2.03,2.41,416.1,2023-12-25 17:00:00,8.0,53.0,2.0,0.0,1,0,1018.2,9.09,70.7,44.74,10.7,42.0,3.0,0.0,1.0,1.0,1017.68,750.19,17
926,43274,7,0.0,0.0,416.3,2023-12-25 20:00:00,5.7,71.0,1.0,0.0,1,1,1019.39,0.0,0.2,2.03,8.0,53.0,2.0,0.0,1.0,0.0,1018.2,9.09,20
931,43334,7,17.16,17.5,6.2,2023-12-26 08:00:00,3.9,78.0,1.0,0.0,-1,-1,1018.6,328.25,6.2,0.0,2.8,81.0,3.0,0.0,-1.0,0.0,1017.68,0.0,8
936,43349,7,28.92,29.36,111.3,2023-12-26 11:00:00,9.8,56.0,2.0,0.0,-1,-1,1017.81,879.78,105.1,17.16,3.9,78.0,1.0,0.0,-1.0,-1.0,1018.6,328.25,11
941,43364,7,52.59,53.25,283.3,2023-12-26 14:00:00,15.4,47.0,1.0,0.0,0,-1,1014.24,752.54,172.0,28.92,9.8,56.0,2.0,0.0,-1.0,-1.0,1017.81,879.78,14
946,43379,7,1.59,1.83,353.6,2023-12-26 17:00:00,12.4,62.0,2.0,0.0,1,0,1014.24,10.43,70.3,52.59,15.4,47.0,1.0,0.0,0.0,-1.0,1014.24,752.54,17
951,43394,7,0.0,0.0,353.9,2023-12-26 20:00:00,9.5,74.0,0.0,0.0,0,1,1015.56,0.0,0.3,1.59,12.4,62.0,2.0,0.0,1.0,0.0,1014.24,10.43,20
956,43454,7,12.07,12.34,4.8,2023-12-27 08:00:00,8.9,82.0,2.0,0.0,-1,0,1015.56,327.03,4.8,0.0,8.8,80.0,2.0,0.0,-1.0,0.0,1013.84,0.0,8
961,43469,7,62.68,63.49,123.4,2023-12-27 11:00:00,15.5,59.0,1.0,0.0,-1,-1,1015.3,880.3,118.6,12.07,8.9,82.0,2.0,0.0,-1.0,0.0,1015.56,327.03,11
966,43484,7,50.5,51.12,307.2,2023-12-27 14:00:00,18.2,58.0,3.0,0.0,1,0,1012.65,754.97,183.8,62.68,15.5,59.0,1.0,0.0,-1.0,-1.0,1015.3,880.3,14
971,43499,7,1.45,1.81,380.5,2023-12-27 17:00:00,14.8,72.0,2.0,0.0,1,0,1012.65,11.93,73.3,50.5,18.2,58.0,3.0,0.0,1.0,0.0,1012.65,754.97,17
976,43514,7,0.0,0.0,380.7,2023-12-27 20:00:00,12.2,85.0,0.0,0.0,0,0,1013.97,0.0,0.2,1.45,14.8,72.0,2.0,0.0,1.0,0.0,1012.65,11.93,20
981,43574,7,3.61,3.9,1.6,2023-12-28 08:00:00,9.7,94.0,3.0,0.0,-1,0,1014.24,325.9,1.6,0.0,10.1,92.0,3.0,0.0,-1.0,0.0,1012.52,0.0,8
986,43589,7,64.39,65.23,76.6,2023-12-28 11:00:00,15.2,74.0,2.0,0.0,-1,-1,1013.97,880.91,75.0,3.61,9.7,94.0,3.0,0.0,-1.0,0.0,1014.24,325.9,11
991,43604,7,52.39,53.04,266.7,2023-12-28 14:00:00,19.0,62.0,2.0,0.0,1,-1,1011.46,757.47,190.1,64.39,15.2,74.0,2.0,0.0,-1.0,-1.0,1013.97,880.91,14
996,43619,7,1.52,1.91,342.9,2023-12-28 17:00:00,14.7,81.0,2.0,0.0,1,0,1012.26,13.6,76.2,52.39,19.0,62.0,2.0,0.0,1.0,-1.0,1011.46,757.47,17
1001,43629,7,0.0,0.0,343.2,2023-12-28 20:00:00,13.2,86.0,2.0,0.0,1,0,1014.64,0.0,0.3,1.52,14.7,81.0,2.0,0.0,1.0,0.0,1012.26,13.6,20
1006,43659,7,13.05,13.32,6.0,2023-12-29 08:00:00,10.9,94.0,1.0,0.0,1,1,1014.24,324.86,6.0,0.0,12.3,86.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1011,-1,7,54.66,55.37,123.6,2023-12-29 11:00:00,15.0,70.0,1.0,0.0,1,-1,1013.84,881.6,117.6,13.05,10.9,94.0,1.0,0.0,1.0,1.0,1014.24,324.86,11
1016,43679,7,48.76,49.37,299.5,2023-12-29 14:00:00,16.7,64.0,2.0,0.0,1,-1,1010.67,760.04,175.9,54.66,15.0,70.0,1.0,0.0,1.0,-1.0,1013.84,881.6,14
1021,43694,7,1.14,1.5,367.6,2023-12-29 17:00:00,13.0,75.0,2.0,0.0,1,0,1010.27,15.45,68.1,48.76,16.7,64.0,2.0,0.0,1.0,-1.0,1010.67,760.04,17
1026,43709,7,0.0,0.0,367.7,2023-12-29 20:00:00,11.3,88.0,1.0,0.0,0,-1,1011.46,0.0,0.1,1.14,13.0,75.0,2.0,0.0,1.0,0.0,1010.27,15.45,20
1031,43769,7,13.53,13.81,6.2,2023-12-30 08:00:00,9.3,95.0,3.0,0.0,-1,0,1006.57,323.93,6.2,0.0,9.0,95.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1036,43784,7,61.21,61.99,133.4,2023-12-30 11:00:00,15.5,68.0,2.0,0.0,-1,-1,1005.91,882.37,127.2,13.53,9.3,95.0,3.0,0.0,-1.0,0.0,1006.57,323.93,11
1041,43799,7,25.79,26.14,300.9,2023-12-30 14:00:00,17.4,56.0,3.0,0.0,1,0,1002.74,762.68,167.5,61.21,15.5,68.0,2.0,0.0,-1.0,-1.0,1005.91,882.37,14
1046,43814,7,1.11,1.42,355.1,2023-12-30 17:00:00,14.8,66.0,2.0,0.0,1,-1,1003.53,17.48,54.2,25.79,17.4,56.0,3.0,0.0,1.0,0.0,1002.74,762.68,17
1051,43829,7,0.0,0.0,355.2,2023-12-30 20:00:00,12.7,79.0,1.0,0.0,-1,1,1004.72,0.0,0.1,1.11,14.8,66.0,2.0,0.0,1.0,-1.0,1003.53,17.48,20
1056,43889,7,11.62,11.87,5.2,2023-12-31 08:00:00,11.4,94.0,1.0,0.0,-1,0,1009.48,323.09,5.2,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1005.91,0.0,8
1061,43904,7,55.96,56.66,121.9,2023-12-31 11:00:00,16.6,68.0,1.0,0.0,1,-1,1010.27,883.22,116.7,11.62,11.4,94.0,1.0,0.0,-1.0,0.0,1009.48,323.09,11
1066,43919,7,42.41,42.96,285.6,2023-12-31 14:00:00,16.2,66.0,3.0,0.0,1,-1,1008.69,765.38,163.7,55.96,16.6,68.0,1.0,0.0,1.0,-1.0,1010.27,883.22,14
1071,43934,7,1.22,1.6,349.1,2023-12-31 17:00:00,13.0,52.0,3.0,0.0,1,0,1010.8,19.69,63.5,42.41,16.2,66.0,3.0,0.0,1.0,-1.0,1008.69,765.38,17
1076,43949,7,0.0,0.0,349.2,2023-12-31 20:00:00,10.9,67.0,3.0,0.0,1,0,1013.18,0.0,0.1,1.22,13.0,52.0,3.0,0.0,1.0,0.0,1010.8,19.69,20
1081,44009,7,8.94,9.32,4.8,2024-01-01 08:00:00,7.9,65.0,2.0,0.0,1,1,1015.82,322.36,4.8,0.0,8.1,71.0,2.0,0.0,1.0,-1.0,1013.97,0.0,8
1086,44024,7,57.24,58.19,97.6,2024-01-01 11:00:00,11.6,51.0,2.0,0.0,1,1,1015.43,884.15,92.8,8.94,7.9,65.0,2.0,0.0,1.0,1.0,1015.82,322.36,11
1091,44039,7,50.32,51.14,277.7,2024-01-01 14:00:00,13.6,51.0,2.0,0.0,1,0,1012.52,768.14,180.1,57.24,11.6,51.0,2.0,0.0,1.0,1.0,1015.43,884.15,14
1096,44054,7,1.63,1.79,346.9,2024-01-01 17:00:00,10.4,71.0,1.0,0.0,1,-1,1012.12,22.09,69.2,50.32,13.6,51.0,2.0,0.0,1.0,0.0,1012.52,768.14,17
1101,44069,7,0.0,0.0,347.1,2024-01-01 20:00:00,8.9,79.0,2.0,0.0,1,1,1013.05,0.0,0.2,1.63,10.4,71.0,1.0,0.0,1.0,-1.0,1012.12,22.09,20
1106,44129,7,14.84,15.24,6.4,2024-01-02 08:00:00,6.3,89.0,2.0,0.0,-1,0,1011.07,321.72,6.4,0.0,5.7,90.0,2.0,0.0,-1.0,0.0,1010.93,0.0,8
1111,44144,7,63.94,64.8,141.0,2024-01-02 11:00:00,13.4,56.0,0.0,0.0,1,0,1010.27,885.16,134.6,14.84,6.3,89.0,2.0,0.0,-1.0,0.0,1011.07,321.72,11
1116,44159,7,50.08,50.72,324.8,2024-01-02 14:00:00,16.1,51.0,2.0,0.0,1,-1,1006.31,770.97,183.8,63.94,13.4,56.0,0.0,0.0,1.0,0.0,1010.27,885.16,14
1121,44164,7,0.24,0.57,395.5,2024-01-02 17:00:00,12.5,70.0,3.0,0.0,1,0,1006.7,24.69,70.7,50.08,16.1,51.0,2.0,0.0,1.0,-1.0,1006.31,770.97,17
1126,44179,7,0.0,0.0,395.5,2024-01-02 20:00:00,12.2,74.0,1.0,0.0,-1,0,1007.76,0.0,0.0,0.24,12.5,70.0,3.0,0.0,1.0,0.0,1006.7,24.69,20
1131,44239,7,10.42,10.66,3.4,2024-01-03 08:00:00,11.3,66.0,2.0,0.8,-1,0,1010.54,321.19,3.4,0.0,11.0,79.0,2.0,0.8,0.0,1.0,1007.76,0.0,8
1136,44254,7,65.41,67.89,101.1,2024-01-03 11:00:00,12.8,53.0,4.0,0.7,-1,1,1011.59,886.25,97.7,10.42,11.3,66.0,2.0,0.8,-1.0,0.0,1010.54,321.19,11
1141,44269,7,52.32,53.04,278.3,2024-01-03 14:00:00,15.7,38.0,2.0,0.0,-1,1,1010.14,773.85,177.2,65.41,12.8,53.0,4.0,0.7,-1.0,1.0,1011.59,886.25,14
1146,44284,7,1.41,1.69,354.3,2024-01-03 17:00:00,13.5,34.0,3.0,0.0,-1,1,1011.59,27.47,76.0,52.32,15.7,38.0,2.0,0.0,-1.0,1.0,1010.14,773.85,17
1151,44299,7,0.0,0.0,354.5,2024-01-03 20:00:00,11.0,44.0,3.0,0.0,-1,1,1012.78,0.0,0.2,1.41,13.5,34.0,3.0,0.0,-1.0,1.0,1011.59,27.47,20
1156,44359,7,14.59,14.9,6.7,2024-01-04 08:00:00,5.6,76.0,1.0,0.0,-1,0,1013.71,320.76,6.7,0.0,5.3,77.0,2.0,0.0,-1.0,0.0,1012.12,0.0,8
1161,44374,7,65.1,65.94,140.9,2024-01-04 11:00:00,11.8,42.0,2.0,0.0,1,-1,1013.45,887.42,134.2,14.59,5.6,76.0,1.0,0.0,-1.0,0.0,1013.71,320.76,11
1166,44389,7,55.14,55.86,337.0,2024-01-04 14:00:00,13.3,31.0,2.0,0.0,1,-1,1010.27,776.79,196.1,65.1,11.8,42.0,2.0,0.0,1.0,-1.0,1013.45,887.42,14
1171,44404,7,1.93,2.18,415.1,2024-01-04 17:00:00,11.1,45.0,2.0,0.0,1,0,1010.14,30.44,78.1,55.14,13.3,31.0,2.0,0.0,1.0,-1.0,1010.27,776.79,17
1176,44419,7,0.0,0.0,415.4,2024-01-04 20:00:00,8.7,64.0,0.0,0.0,0,1,1011.46,0.0,0.3,1.93,11.1,45.0,2.0,0.0,1.0,0.0,1010.14,30.44,20
1181,44479,7,10.72,11.02,4.6,2024-01-05 08:00:00,9.0,65.0,2.0,0.0,-1,0,1009.88,320.44,4.6,0.0,7.3,70.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1186,44494,7,47.72,48.31,108.8,2024-01-05 11:00:00,14.2,54.0,3.0,0.0,-1,-1,1009.21,888.67,104.2,10.72,9.0,65.0,2.0,0.0,-1.0,0.0,1009.88,320.44,11
1191,44509,7,28.53,28.92,200.5,2024-01-05 14:00:00,18.2,50.0,1.0,0.0,-1,-1,1006.31,779.78,91.7,47.72,14.2,54.0,3.0,0.0,-1.0,-1.0,1009.21,888.67,14
1196,44524,7,1.64,1.97,246.2,2024-01-05 17:00:00,15.9,60.0,1.0,0.0,1,0,1006.7,33.6,45.7,28.53,18.2,50.0,1.0,0.0,-1.0,-1.0,1006.31,779.78,17
1201,44539,7,0.0,0.0,246.4,2024-01-05 20:00:00,13.1,67.0,0.0,0.0,-1,1,1009.08,0.0,0.2,1.64,15.9,60.0,1.0,0.0,1.0,0.0,1006.7,33.6,20
1206,44599,7,9.87,10.13,3.4,2024-01-06 08:00:00,10.5,69.0,2.0,0.0,-1,0,1010.14,320.22,3.4,0.0,10.2,71.0,2.0,0.0,-1.0,-1.0,1008.69,0.0,8
1211,44614,7,21.72,22.07,62.1,2024-01-06 11:00:00,14.9,58.0,1.0,0.0,-1,-1,1010.67,889.99,58.7,9.87,10.5,69.0,2.0,0.0,-1.0,0.0,1010.14,320.22,11
1216,44629,7,38.35,39.05,178.6,2024-01-06 14:00:00,18.3,44.0,2.0,0.0,1,0,1008.03,782.82,116.5,21.72,14.9,58.0,1.0,0.0,-1.0,-1.0,1010.67,889.99,14
1221,44644,7,1.57,1.86,243.3,2024-01-06 17:00:00,13.1,70.0,2.0,0.0,1,1,1009.21,36.93,64.7,38.35,18.3,44.0,2.0,0.0,1.0,0.0,1008.03,782.82,17
1226,44659,7,0.0,0.0,243.5,2024-01-06 20:00:00,11.3,77.0,2.0,0.0,1,0,1011.33,0.0,0.2,1.57,13.1,70.0,2.0,0.0,1.0,1.0,1009.21,36.93,20
1231,44719,7,10.32,10.57,4.4,2024-01-07 08:00:00,7.8,93.0,1.0,0.0,-1,-1,1015.43,320.11,4.4,0.0,7.6,94.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1236,44734,7,51.48,52.19,100.8,2024-01-07 11:00:00,13.2,63.0,1.0,0.0,1,0,1015.43,891.39,96.4,10.32,7.8,93.0,1.0,0.0,-1.0,-1.0,1015.43,320.11,11
1241,44749,7,39.89,40.46,250.2,2024-01-07 14:00:00,13.5,61.0,2.0,0.0,1,0,1013.18,785.9,149.4,51.48,13.2,63.0,1.0,0.0,1.0,0.0,1015.43,891.39,14
1246,44764,7,1.41,1.78,306.7,2024-01-07 17:00:00,10.7,71.0,3.0,0.0,1,0,1014.24,40.44,56.5,39.89,13.5,61.0,2.0,0.0,1.0,0.0,1013.18,785.9,17
1251,44779,7,0.0,0.0,306.8,2024-01-07 20:00:00,9.3,72.0,2.0,0.0,1,0,1015.43,0.0,0.1,1.41,10.7,71.0,3.0,0.0,1.0,0.0,1014.24,40.44,20
1256,44839,7,5.76,6.22,2.2,2024-01-08 08:00:00,7.8,72.0,2.0,0.0,1,1,1013.84,320.1,2.2,0.0,7.8,76.0,1.0,0.0,1.0,1.0,1013.84,0.0,8
1261,44854,7,10.29,10.69,27.4,2024-01-08 11:00:00,9.2,69.0,1.0,0.0,-1,0,1012.78,892.86,25.2,5.76,7.8,72.0,2.0,0.0,1.0,1.0,1013.84,320.1,11
1266,44869,7,6.04,6.29,48.2,2024-01-08 14:00:00,9.4,76.0,1.0,0.0,-1,0,1010.4,789.03,20.8,10.29,9.2,69.0,1.0,0.0,-1.0,0.0,1012.78,892.86,14
1271,44884,7,0.0,0.07,55.7,2024-01-08 17:00:00,9.4,79.0,1.0,0.1,-1,0,1010.01,44.1,7.5,6.04,9.4,76.0,1.0,0.0,-1.0,0.0,1010.4,789.03,17
1276,44899,7,0.0,0.0,55.7,2024-01-08 20:00:00,9.6,77.0,3.0,0.1,-1,0,1010.27,0.0,0.0,0.0,9.4,79.0,1.0,0.1,-1.0,0.0,1010.01,44.1,20
1281,44959,7,8.12,8.38,2.2,2024-01-09 08:00:00,10.4,79.0,2.0,0.0,-1,0,1007.5,320.2,2.2,0.0,10.0,80.0,2.0,0.0,-1.0,0.0,1007.5,0.0,8
1286,44974,7,58.71,59.45,116.7,2024-01-09 11:00:00,16.2,61.0,2.0,0.0,-1,-1,1006.44,894.41,114.5,8.12,10.4,79.0,2.0,0.0,-1.0,0.0,1007.5,320.2,11
1291,44989,7,52.13,52.81,274.4,2024-01-09 14:00:00,18.4,57.0,2.0,0.0,1,0,1003.66,792.2,157.7,58.71,16.2,61.0,2.0,0.0,-1.0,-1.0,1006.44,894.41,14
1296,45004,7,0.98,1.28,344.5,2024-01-09 17:00:00,13.5,76.0,2.0,0.0,1,0,1004.19,47.92,70.1,52.13,18.4,57.0,2.0,0.0,1.0,0.0,1003.66,792.2,17
1301,45019,7,0.0,0.0,344.6,2024-01-09 20:00:00,12.1,84.0,0.0,0.0,0,0,1006.31,0.0,0.1,0.98,13.5,76.0,2.0,0.0,1.0,0.0,1004.19,47.92,20
1306,45079,7,7.11,7.55,3.8,2024-01-10 08:00:00,13.1,58.0,1.0,0.0,-1,1,1009.61,320.41,3.8,0.0,11.2,89.0,1.0,0.0,0.0,1.0,1007.63,0.0,8
