,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
665,39593,6,26.59,26.94,126.5,2023-12-15 14:00:00,20.5,84.0,3.0,0.0,1,0,1000.49,731.19,87.3,21.32,18.3,97.0,1.0,0.0,0.0,-1.0,1002.74,879.53,14
670,39683,6,0.0,0.0,143.8,2023-12-15 17:00:00,16.8,94.0,4.0,0.0,1,0,1003.53,2.09,17.3,26.59,20.5,84.0,3.0,0.0,1.0,0.0,1000.49,731.19,17
675,39773,6,0.0,0.0,143.8,2023-12-15 20:00:00,13.5,97.0,4.0,0.4,1,0,1006.97,0.0,0.0,0.0,16.8,94.0,4.0,0.0,1.0,0.0,1003.53,2.09,20
680,40133,6,5.19,5.74,1.8,2023-12-16 08:00:00,6.3,86.0,3.0,10.0,0,1,1015.03,345.17,1.8,0.0,7.0,81.0,2.0,7.0,-1.0,1.0,1013.05,0.0,8
685,40223,6,6.43,6.73,15.1,2023-12-16 11:00:00,6.4,78.0,3.0,9.0,-1,1,1017.01,879.04,13.3,5.19,6.3,86.0,3.0,10.0,0.0,1.0,1015.03,345.17,11
690,40313,6,4.99,5.35,40.6,2023-12-16 14:00:00,6.6,69.0,2.0,7.0,-1,1,1016.62,732.59,25.5,6.43,6.4,78.0,3.0,9.0,-1.0,1.0,1017.01,879.04,14
695,40403,6,0.0,0.07,50.1,2023-12-16 17:00:00,5.9,67.0,2.0,4.0,0,1,1018.2,2.41,9.5,4.99,6.6,69.0,2.0,7.0,-1.0,1.0,1016.62,732.59,17
700,40493,6,0.0,0.0,50.1,2023-12-16 20:00:00,5.3,61.0,2.0,0.6,-1,1,1020.19,0.0,0.0,0.0,5.9,67.0,2.0,4.0,0.0,1.0,1018.2,2.41,20
705,40853,6,10.79,11.14,4.0,2023-12-17 08:00:00,3.7,46.0,3.0,0.1,-1,1,1022.57,343.13,4.0,0.0,3.7,47.0,2.0,0.1,0.0,1.0,1020.98,0.0,8
710,40943,6,96.53,97.84,67.8,2023-12-17 11:00:00,5.1,42.0,3.0,0.0,0,1,1022.3,878.75,63.8,10.79,3.7,46.0,3.0,0.1,-1.0,1.0,1022.57,343.13,11
715,41033,6,24.94,25.35,150.0,2023-12-17 14:00:00,6.2,44.0,3.0,0.0,1,1,1019.53,734.21,82.2,96.53,5.1,42.0,3.0,0.0,0.0,1.0,1022.3,878.75,14
720,41123,6,0.52,1.12,183.8,2023-12-17 17:00:00,5.6,50.0,3.0,0.0,1,0,1019.66,2.8,33.8,24.94,6.2,44.0,3.0,0.0,1.0,1.0,1019.53,734.21,17
725,41213,6,0.0,0.0,183.9,2023-12-17 20:00:00,5.1,46.0,4.0,0.0,1,1,1020.72,0.0,0.1,0.52,5.6,50.0,3.0,0.0,1.0,0.0,1019.66,2.8,20
730,41573,6,0.8,1.22,0.2,2023-12-18 08:00:00,4.5,90.0,1.0,1.0,-1,1,1017.41,341.16,0.2,0.0,3.0,92.0,2.0,1.0,-1.0,1.0,1017.15,0.0,8
735,41663,6,5.01,5.35,12.2,2023-12-18 11:00:00,5.5,95.0,2.0,2.0,-1,0,1015.82,878.54,12.0,0.8,4.5,90.0,1.0,1.0,-1.0,1.0,1017.41,341.16,11
740,41753,6,6.84,7.25,33.3,2023-12-18 14:00:00,7.0,96.0,2.0,1.0,-1,-1,1012.65,735.91,21.1,5.01,5.5,95.0,2.0,2.0,-1.0,0.0,1015.82,878.54,14
745,41843,6,0.0,0.07,42.6,2023-12-18 17:00:00,7.6,98.0,2.0,1.0,-1,0,1012.26,3.25,9.3,6.84,7.0,96.0,2.0,1.0,-1.0,-1.0,1012.65,735.91,17
750,41933,6,0.0,0.0,42.6,2023-12-18 20:00:00,8.0,98.0,2.0,2.0,-1,0,1011.46,0.0,0.0,0.0,7.6,98.0,2.0,1.0,-1.0,0.0,1012.26,3.25,20
755,42293,6,3.37,3.7,1.2,2023-12-19 08:00:00,7.7,84.0,2.0,5.0,0,1,1012.65,339.26,1.2,0.0,8.4,89.0,1.0,5.0,0.0,1.0,1010.93,0.0,8
760,42378,6,16.77,17.1,32.9,2023-12-19 11:00:00,8.6,71.0,2.0,2.0,-1,1,1013.05,878.41,31.7,3.37,7.7,84.0,2.0,5.0,0.0,1.0,1012.65,339.26,11
765,42468,6,8.86,9.27,65.0,2023-12-19 14:00:00,7.4,81.0,5.0,0.4,-1,1,1011.59,737.7,32.1,16.77,8.6,71.0,2.0,2.0,-1.0,1.0,1013.05,878.41,14
770,42538,6,0.0,0.15,78.8,2023-12-19 17:00:00,6.5,90.0,1.0,3.0,-1,1,1013.45,3.78,13.8,8.86,7.4,81.0,5.0,0.4,-1.0,1.0,1011.59,737.7,17
775,42553,6,0.0,0.0,78.8,2023-12-19 20:00:00,6.4,89.0,2.0,3.0,-1,1,1014.9,0.0,0.0,0.0,6.5,90.0,1.0,3.0,-1.0,1.0,1013.45,3.78,20
780,42613,6,5.28,5.77,2.2,2023-12-20 08:00:00,6.7,71.0,1.0,0.5,1,1,1016.62,337.44,2.2,0.0,6.4,75.0,1.0,0.7,-1.0,1.0,1015.3,0.0,8
785,42628,6,20.65,21.05,39.1,2023-12-20 11:00:00,7.6,70.0,1.0,0.0,0,1,1017.41,878.36,36.9,5.28,6.7,71.0,1.0,0.5,1.0,1.0,1016.62,337.44,11
790,42643,6,24.39,24.83,107.7,2023-12-20 14:00:00,8.4,63.0,2.0,0.0,-1,1,1015.3,739.58,68.6,20.65,7.6,70.0,1.0,0.0,0.0,1.0,1017.41,878.36,14
795,42658,6,1.25,1.66,140.5,2023-12-20 17:00:00,7.4,61.0,1.0,0.0,-1,0,1016.22,4.39,32.8,24.39,8.4,63.0,2.0,0.0,-1.0,1.0,1015.3,739.58,17
800,42673,6,0.0,0.0,140.6,2023-12-20 20:00:00,5.4,66.0,2.0,0.0,-1,1,1017.81,0.0,0.1,1.25,7.4,61.0,1.0,0.0,-1.0,0.0,1016.22,4.39,20
805,42733,6,12.36,12.66,5.5,2023-12-21 08:00:00,3.0,42.0,3.0,0.0,0,1,1021.38,335.7,5.5,0.0,2.2,49.0,1.0,0.0,-1.0,0.0,1019.53,0.0,8
810,42748,6,67.48,68.41,142.4,2023-12-21 11:00:00,6.3,40.0,2.0,0.0,1,1,1022.04,878.39,136.9,12.36,3.0,42.0,3.0,0.0,0.0,1.0,1021.38,335.7,11
815,42763,6,54.21,54.92,339.7,2023-12-21 14:00:00,7.9,33.0,2.0,0.0,-1,0,1019.13,741.54,197.3,67.48,6.3,40.0,2.0,0.0,1.0,1.0,1022.04,878.39,14
820,42778,6,1.61,1.97,419.4,2023-12-21 17:00:00,5.2,35.0,2.0,0.0,-1,1,1020.98,5.1,79.7,54.21,7.9,33.0,2.0,0.0,-1.0,0.0,1019.13,741.54,17
825,42793,6,0.0,0.0,419.6,2023-12-21 20:00:00,2.7,41.0,3.0,0.0,0,1,1024.15,0.0,0.2,1.61,5.2,35.0,2.0,0.0,-1.0,1.0,1020.98,5.1,20
830,42853,6,12.73,13.11,5.3,2023-12-22 08:00:00,-0.3,38.0,2.0,0.0,-1,1,1027.33,334.04,5.3,0.0,-1.3,48.0,2.0,0.0,-1.0,1.0,1025.34,0.0,8
835,42868,6,71.71,72.69,155.2,2023-12-22 11:00:00,3.6,26.0,3.0,0.0,1,1,1026.67,878.5,149.9,12.73,-0.3,38.0,2.0,0.0,-1.0,1.0,1027.33,334.04,11
840,42883,6,57.68,58.45,361.8,2023-12-22 14:00:00,6.2,21.0,3.0,0.0,1,1,1024.15,743.58,206.6,71.71,3.6,26.0,3.0,0.0,1.0,1.0,1026.67,878.5,14
845,42898,6,1.38,1.76,446.3,2023-12-22 17:00:00,3.8,44.0,3.0,0.0,1,0,1024.55,5.91,84.5,57.68,6.2,21.0,3.0,0.0,1.0,1.0,1024.15,743.58,17
850,42913,6,0.0,0.0,446.4,2023-12-22 20:00:00,2.8,44.0,3.0,0.0,1,1,1025.74,0.0,0.1,1.38,3.8,44.0,3.0,0.0,1.0,0.0,1024.55,5.91,20
855,42973,6,11.62,12.01,5.0,2023-12-23 08:00:00,2.0,48.0,1.0,0.0,-1,-1,1023.76,332.46,5.0,0.0,0.0,54.0,3.0,0.0,-1.0,0.0,1024.02,0.0,8
860,42988,6,70.68,71.71,139.1,2023-12-23 11:00:00,8.0,46.0,3.0,0.0,1,1,1022.43,878.7,134.1,11.62,2.0,48.0,1.0,0.0,-1.0,-1.0,1023.76,332.46,11
865,43003,6,56.22,57.02,345.4,2023-12-23 14:00:00,11.4,47.0,3.0,0.0,0,1,1019.13,745.7,206.3,70.68,8.0,46.0,3.0,0.0,1.0,1.0,1022.43,878.7,14
870,43018,6,1.3,1.67,423.0,2023-12-23 17:00:00,10.0,57.0,1.0,0.0,1,1,1020.32,6.84,77.6,56.22,11.4,47.0,3.0,0.0,0.0,1.0,1019.13,745.7,17
875,43033,6,0.0,0.0,423.1,2023-12-23 20:00:00,8.8,62.0,3.0,0.0,1,1,1020.98,0.0,0.1,1.3,10.0,57.0,1.0,0.0,1.0,1.0,1020.32,6.84,20
880,43093,6,11.47,11.73,4.8,2023-12-24 08:00:00,5.7,44.0,3.0,0.0,1,1,1021.77,330.97,4.8,0.0,5.4,53.0,2.0,0.0,0.0,1.0,1019.79,0.0,8
885,43108,6,68.9,69.92,145.5,2023-12-24 11:00:00,10.4,25.0,4.0,0.0,1,1,1021.38,878.98,140.7,11.47,5.7,44.0,3.0,0.0,1.0,1.0,1021.77,330.97,11
890,43123,6,54.69,55.4,347.2,2023-12-24 14:00:00,13.6,19.0,3.0,0.0,1,1,1018.47,747.91,201.7,68.9,10.4,25.0,4.0,0.0,1.0,1.0,1021.38,878.98,14
895,43138,6,1.59,2.1,425.9,2023-12-24 17:00:00,7.8,53.0,3.0,0.0,1,0,1019.66,7.89,78.7,54.69,13.6,19.0,3.0,0.0,1.0,1.0,1018.47,747.91,17
900,43153,6,0.0,0.0,426.1,2023-12-24 20:00:00,5.9,63.0,1.0,0.0,-1,0,1020.19,0.0,0.2,1.59,7.8,53.0,3.0,0.0,1.0,0.0,1019.66,7.89,20
905,43213,6,11.78,12.09,4.7,2023-12-25 08:00:00,2.9,71.0,2.0,0.0,-1,0,1020.85,329.56,4.7,0.0,2.5,71.0,3.0,0.0,-1.0,0.0,1019.13,0.0,8
910,43228,6,66.68,67.54,140.2,2023-12-25 11:00:00,9.9,40.0,2.0,0.0,1,0,1020.32,879.34,135.5,11.78,2.9,71.0,2.0,0.0,-1.0,0.0,1020.85,329.56,11
915,43243,6,50.55,51.2,335.7,2023-12-25 14:00:00,10.7,42.0,3.0,0.0,1,1,1017.68,750.19,195.5,66.68,9.9,40.0,2.0,0.0,1.0,0.0,1020.32,879.34,14
920,43258,6,2.43,2.82,407.5,2023-12-25 17:00:00,8.0,53.0,2.0,0.0,1,0,1018.2,9.09,71.8,50.55,10.7,42.0,3.0,0.0,1.0,1.0,1017.68,750.19,17
925,43273,6,0.0,0.0,407.7,2023-12-25 20:00:00,5.7,71.0,1.0,0.0,1,1,1019.39,0.0,0.2,2.43,8.0,53.0,2.0,0.0,1.0,0.0,1018.2,9.09,20
930,43333,6,14.57,14.87,5.0,2023-12-26 08:00:00,3.9,78.0,1.0,0.0,-1,-1,1018.6,328.25,5.0,0.0,2.8,81.0,3.0,0.0,-1.0,0.0,1017.68,0.0,8
935,43348,6,28.77,29.16,105.8,2023-12-26 11:00:00,9.8,56.0,2.0,0.0,-1,-1,1017.81,879.78,100.8,14.57,3.9,78.0,1.0,0.0,-1.0,-1.0,1018.6,328.25,11
940,43363,6,52.0,52.75,276.8,2023-12-26 14:00:00,15.4,47.0,1.0,0.0,0,-1,1014.24,752.54,171.0,28.77,9.8,56.0,2.0,0.0,-1.0,-1.0,1017.81,879.78,14
945,43378,6,1.27,1.58,346.8,2023-12-26 17:00:00,12.4,62.0,2.0,0.0,1,0,1014.24,10.43,70.0,52.0,15.4,47.0,1.0,0.0,0.0,-1.0,1014.24,752.54,17
950,43393,6,0.0,0.0,347.0,2023-12-26 20:00:00,9.5,74.0,0.0,0.0,0,1,1015.56,0.0,0.2,1.27,12.4,62.0,2.0,0.0,1.0,0.0,1014.24,10.43,20
955,43453,6,9.8,10.29,3.9,2023-12-27 08:00:00,8.9,82.0,2.0,0.0,-1,0,1015.56,327.03,3.9,0.0,8.8,80.0,2.0,0.0,-1.0,0.0,1013.84,0.0,8
960,43468,6,62.45,63.25,119.2,2023-12-27 11:00:00,15.5,59.0,1.0,0.0,-1,-1,1015.3,880.3,115.3,9.8,8.9,82.0,2.0,0.0,-1.0,0.0,1015.56,327.03,11
965,43483,6,50.24,50.86,300.9,2023-12-27 14:00:00,18.2,58.0,3.0,0.0,1,0,1012.65,754.97,181.7,62.45,15.5,59.0,1.0,0.0,-1.0,-1.0,1015.3,880.3,14
970,43498,6,1.6,2.07,375.1,2023-12-27 17:00:00,14.8,72.0,2.0,0.0,1,0,1012.65,11.93,74.2,50.24,18.2,58.0,3.0,0.0,1.0,0.0,1012.65,754.97,17
975,43513,6,0.0,0.0,375.3,2023-12-27 20:00:00,12.2,85.0,0.0,0.0,0,0,1013.97,0.0,0.2,1.6,14.8,72.0,2.0,0.0,1.0,0.0,1012.65,11.93,20
980,43573,6,3.66,3.86,1.6,2023-12-28 08:00:00,9.7,94.0,3.0,0.0,-1,0,1014.24,325.9,1.6,0.0,10.1,92.0,3.0,0.0,-1.0,0.0,1012.52,0.0,8
985,43588,6,63.52,64.33,76.9,2023-12-28 11:00:00,15.2,74.0,2.0,0.0,-1,-1,1013.97,880.91,75.3,3.66,9.7,94.0,3.0,0.0,-1.0,0.0,1014.24,325.9,11
990,43603,6,51.57,52.2,266.6,2023-12-28 14:00:00,19.0,62.0,2.0,0.0,1,-1,1011.46,757.47,189.7,63.52,15.2,74.0,2.0,0.0,-1.0,-1.0,1013.97,880.91,14
995,43618,6,1.62,2.07,342.0,2023-12-28 17:00:00,14.7,81.0,2.0,0.0,1,0,1012.26,13.6,75.4,51.57,19.0,62.0,2.0,0.0,1.0,-1.0,1011.46,757.47,17
1000,43628,6,0.0,0.0,342.2,2023-12-28 20:00:00,13.2,86.0,2.0,0.0,1,0,1014.64,0.0,0.2,1.62,14.7,81.0,2.0,0.0,1.0,0.0,1012.26,13.6,20
1005,43658,6,12.08,12.5,5.6,2023-12-29 08:00:00,10.9,94.0,1.0,0.0,1,1,1014.24,324.86,5.6,0.0,12.3,86.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1010,-1,6,56.1,56.84,121.2,2023-12-29 11:00:00,15.0,70.0,1.0,0.0,1,-1,1013.84,881.6,115.6,12.08,10.9,94.0,1.0,0.0,1.0,1.0,1014.24,324.86,11
1015,43678,6,48.41,49.02,296.6,2023-12-29 14:00:00,16.7,64.0,2.0,0.0,1,-1,1010.67,760.04,175.4,56.1,15.0,70.0,1.0,0.0,1.0,-1.0,1013.84,881.6,14
1020,43693,6,1.09,1.32,364.2,2023-12-29 17:00:00,13.0,75.0,2.0,0.0,1,0,1010.27,15.45,67.6,48.41,16.7,64.0,2.0,0.0,1.0,-1.0,1010.67,760.04,17
1025,43708,6,0.0,0.0,364.3,2023-12-29 20:00:00,11.3,88.0,1.0,0.0,0,-1,1011.46,0.0,0.1,1.09,13.0,75.0,2.0,0.0,1.0,0.0,1010.27,15.45,20
1030,43768,6,12.37,12.63,5.8,2023-12-30 08:00:00,9.3,95.0,3.0,0.0,-1,0,1006.57,323.93,5.8,0.0,9.0,95.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1035,43783,6,60.36,61.12,130.8,2023-12-30 11:00:00,15.5,68.0,2.0,0.0,-1,-1,1005.91,882.37,125.0,12.37,9.3,95.0,3.0,0.0,-1.0,0.0,1006.57,323.93,11
1040,43798,6,22.02,22.38,294.6,2023-12-30 14:00:00,17.4,56.0,3.0,0.0,1,0,1002.74,762.68,163.8,60.36,15.5,68.0,2.0,0.0,-1.0,-1.0,1005.91,882.37,14
1045,43813,6,0.88,1.33,349.7,2023-12-30 17:00:00,14.8,66.0,2.0,0.0,1,-1,1003.53,17.48,55.1,22.02,17.4,56.0,3.0,0.0,1.0,0.0,1002.74,762.68,17
1050,43828,6,0.0,0.0,349.8,2023-12-30 20:00:00,12.7,79.0,1.0,0.0,-1,1,1004.72,0.0,0.1,0.88,14.8,66.0,2.0,0.0,1.0,-1.0,1003.53,17.48,20
1055,43888,6,11.48,11.82,5.4,2023-12-31 08:00:00,11.4,94.0,1.0,0.0,-1,0,1009.48,323.09,5.4,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1005.91,0.0,8
1060,43903,6,56.46,57.16,118.9,2023-12-31 11:00:00,16.6,68.0,1.0,0.0,1,-1,1010.27,883.22,113.5,11.48,11.4,94.0,1.0,0.0,-1.0,0.0,1009.48,323.09,11
1065,43918,6,42.4,43.07,281.8,2023-12-31 14:00:00,16.2,66.0,3.0,0.0,1,-1,1008.69,765.38,162.9,56.46,16.6,68.0,1.0,0.0,1.0,-1.0,1010.27,883.22,14
1070,43933,6,1.26,1.93,344.6,2023-12-31 17:00:00,13.0,52.0,3.0,0.0,1,0,1010.8,19.69,62.8,42.4,16.2,66.0,3.0,0.0,1.0,-1.0,1008.69,765.38,17
1075,43948,6,0.0,0.0,344.7,2023-12-31 20:00:00,10.9,67.0,3.0,0.0,1,0,1013.18,0.0,0.1,1.26,13.0,52.0,3.0,0.0,1.0,0.0,1010.8,19.69,20
1080,44008,6,8.7,9.21,4.6,2024-01-01 08:00:00,7.9,65.0,2.0,0.0,1,1,1015.82,322.36,4.6,0.0,8.1,71.0,2.0,0.0,1.0,-1.0,1013.97,0.0,8
1085,44023,6,55.85,56.56,98.3,2024-01-01 11:00:00,11.6,51.0,2.0,0.0,1,1,1015.43,884.15,93.7,8.7,7.9,65.0,2.0,0.0,1.0,1.0,1015.82,322.36,11
1090,44038,6,49.59,50.22,276.6,2024-01-01 14:00:00,13.6,51.0,2.0,0.0,1,0,1012.52,768.14,178.3,55.85,11.6,51.0,2.0,0.0,1.0,1.0,1015.43,884.15,14
1095,44053,6,1.48,1.94,345.2,2024-01-01 17:00:00,10.4,71.0,1.0,0.0,1,-1,1012.12,22.09,68.6,49.59,13.6,51.0,2.0,0.0,1.0,0.0,1012.52,768.14,17
1100,44068,6,0.0,0.0,345.4,2024-01-01 20:00:00,8.9,79.0,2.0,0.0,1,1,1013.05,0.0,0.2,1.48,10.4,71.0,1.0,0.0,1.0,-1.0,1012.12,22.09,20
1105,44128,6,12.66,13.0,5.5,2024-01-02 08:00:00,6.3,89.0,2.0,0.0,-1,0,1011.07,321.72,5.5,0.0,5.7,90.0,2.0,0.0,-1.0,0.0,1010.93,0.0,8
1110,44143,6,62.54,63.33,131.8,2024-01-02 11:00:00,13.4,56.0,0.0,0.0,1,0,1010.27,885.16,126.3,12.66,6.3,89.0,2.0,0.0,-1.0,0.0,1011.07,321.72,11
1115,44158,6,49.76,50.38,318.8,2024-01-02 14:00:00,16.1,51.0,2.0,0.0,1,-1,1006.31,770.97,187.0,62.54,13.4,56.0,0.0,0.0,1.0,0.0,1010.27,885.16,14
1120,44163,6,0.25,0.63,389.5,2024-01-02 17:00:00,12.5,70.0,3.0,0.0,1,0,1006.7,24.69,70.7,49.76,16.1,51.0,2.0,0.0,1.0,-1.0,1006.31,770.97,17
1125,44178,6,0.0,0.0,389.5,2024-01-02 20:00:00,12.2,74.0,1.0,0.0,-1,0,1007.76,0.0,0.0,0.25,12.5,70.0,3.0,0.0,1.0,0.0,1006.7,24.69,20
1130,44238,6,9.6,9.87,3.1,2024-01-03 08:00:00,11.3,66.0,2.0,0.8,-1,0,1010.54,321.19,3.1,0.0,11.0,79.0,2.0,0.8,0.0,1.0,1007.76,0.0,8
1135,44253,6,46.73,47.32,96.8,2024-01-03 11:00:00,12.8,53.0,4.0,0.7,-1,1,1011.59,886.25,93.7,9.6,11.3,66.0,2.0,0.8,-1.0,0.0,1010.54,321.19,11
1140,44268,6,51.69,52.36,273.4,2024-01-03 14:00:00,15.7,38.0,2.0,0.0,-1,1,1010.14,773.85,176.6,46.73,12.8,53.0,4.0,0.7,-1.0,1.0,1011.59,886.25,14
1145,44283,6,1.67,2.12,349.9,2024-01-03 17:00:00,13.5,34.0,3.0,0.0,-1,1,1011.59,27.47,76.5,51.69,15.7,38.0,2.0,0.0,-1.0,1.0,1010.14,773.85,17
1150,44298,6,0.0,0.0,350.1,2024-01-03 20:00:00,11.0,44.0,3.0,0.0,-1,1,1012.78,0.0,0.2,1.67,13.5,34.0,3.0,0.0,-1.0,1.0,1011.59,27.47,20
1155,44358,6,11.78,12.14,5.1,2024-01-04 08:00:00,5.6,76.0,1.0,0.0,-1,0,1013.71,320.76,5.1,0.0,5.3,77.0,2.0,0.0,-1.0,0.0,1012.12,0.0,8
1160,44373,6,62.84,63.73,136.6,2024-01-04 11:00:00,11.8,42.0,2.0,0.0,1,-1,1013.45,887.42,131.5,11.78,5.6,76.0,1.0,0.0,-1.0,0.0,1013.71,320.76,11
1165,44388,6,54.89,55.61,327.4,2024-01-04 14:00:00,13.3,31.0,2.0,0.0,1,-1,1010.27,776.79,190.8,62.84,11.8,42.0,2.0,0.0,1.0,-1.0,1013.45,887.42,14
1170,44403,6,1.76,2.11,407.5,2024-01-04 17:00:00,11.1,45.0,2.0,0.0,1,0,1010.14,30.44,80.1,54.89,13.3,31.0,2.0,0.0,1.0,-1.0,1010.27,776.79,17
1175,44418,6,0.0,0.0,407.8,2024-01-04 20:00:00,8.7,64.0,0.0,0.0,0,1,1011.46,0.0,0.3,1.76,11.1,45.0,2.0,0.0,1.0,0.0,1010.14,30.44,20
1180,44478,6,10.27,10.53,4.4,2024-01-05 08:00:00,9.0,65.0,2.0,0.0,-1,0,1009.88,320.44,4.4,0.0,7.3,70.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1185,44493,6,45.2,45.98,105.6,2024-01-05 11:00:00,14.2,54.0,3.0,0.0,-1,-1,1009.21,888.67,101.2,10.27,9.0,65.0,2.0,0.0,-1.0,0.0,1009.88,320.44,11
1190,44508,6,28.81,29.21,196.7,2024-01-05 14:00:00,18.2,50.0,1.0,0.0,-1,-1,1006.31,779.78,91.1,45.2,14.2,54.0,3.0,0.0,-1.0,-1.0,1009.21,888.67,14
1195,44523,6,1.62,2.07,242.9,2024-01-05 17:00:00,15.9,60.0,1.0,0.0,1,0,1006.7,33.6,46.2,28.81,18.2,50.0,1.0,0.0,-1.0,-1.0,1006.31,779.78,17
1200,44538,6,0.0,0.0,243.1,2024-01-05 20:00:00,13.1,67.0,0.0,0.0,-1,1,1009.08,0.0,0.2,1.62,15.9,60.0,1.0,0.0,1.0,0.0,1006.7,33.6,20
1205,44598,6,10.04,10.37,3.6,2024-01-06 08:00:00,10.5,69.0,2.0,0.0,-1,0,1010.14,320.22,3.6,0.0,10.2,71.0,2.0,0.0,-1.0,-1.0,1008.69,0.0,8
1210,44613,6,22.07,22.44,59.9,2024-01-06 11:00:00,14.9,58.0,1.0,0.0,-1,-1,1010.67,889.99,56.3,10.04,10.5,69.0,2.0,0.0,-1.0,0.0,1010.14,320.22,11
1215,44628,6,35.72,36.17,175.3,2024-01-06 14:00:00,18.3,44.0,2.0,0.0,1,0,1008.03,782.82,115.4,22.07,14.9,58.0,1.0,0.0,-1.0,-1.0,1010.67,889.99,14
1220,44643,6,1.54,2.09,239.8,2024-01-06 17:00:00,13.1,70.0,2.0,0.0,1,1,1009.21,36.93,64.5,35.72,18.3,44.0,2.0,0.0,1.0,0.0,1008.03,782.82,17
1225,44658,6,0.0,0.0,239.9,2024-01-06 20:00:00,11.3,77.0,2.0,0.0,1,0,1011.33,0.0,0.1,1.54,13.1,70.0,2.0,0.0,1.0,1.0,1009.21,36.93,20
1230,44718,6,10.0,10.32,4.5,2024-01-07 08:00:00,7.8,93.0,1.0,0.0,-1,-1,1015.43,320.11,4.5,0.0,7.6,94.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1235,44733,6,52.16,52.83,99.8,2024-01-07 11:00:00,13.2,63.0,1.0,0.0,1,0,1015.43,891.39,95.3,10.0,7.8,93.0,1.0,0.0,-1.0,-1.0,1015.43,320.11,11
1240,44748,6,39.49,40.04,245.5,2024-01-07 14:00:00,13.5,61.0,2.0,0.0,1,0,1013.18,785.9,145.7,52.16,13.2,63.0,1.0,0.0,1.0,0.0,1015.43,891.39,14
1245,44763,6,1.33,1.7,303.5,2024-01-07 17:00:00,10.7,71.0,3.0,0.0,1,0,1014.24,40.44,58.0,39.49,13.5,61.0,2.0,0.0,1.0,0.0,1013.18,785.9,17
1250,44778,6,0.0,0.0,303.6,2024-01-07 20:00:00,9.3,72.0,2.0,0.0,1,0,1015.43,0.0,0.1,1.33,10.7,71.0,3.0,0.0,1.0,0.0,1014.24,40.44,20
1255,44838,6,6.05,6.54,2.3,2024-01-08 08:00:00,7.8,72.0,2.0,0.0,1,1,1013.84,320.1,2.3,0.0,7.8,76.0,1.0,0.0,1.0,1.0,1013.84,0.0,8
1260,44853,6,9.54,9.92,26.9,2024-01-08 11:00:00,9.2,69.0,1.0,0.0,-1,0,1012.78,892.86,24.6,6.05,7.8,72.0,2.0,0.0,1.0,1.0,1013.84,320.1,11
1265,44868,6,6.77,7.09,47.5,2024-01-08 14:00:00,9.4,76.0,1.0,0.0,-1,0,1010.4,789.03,20.6,9.54,9.2,69.0,1.0,0.0,-1.0,0.0,1012.78,892.86,14
1270,44883,6,0.0,0.21,55.2,2024-01-08 17:00:00,9.4,79.0,1.0,0.1,-1,0,1010.01,44.1,7.7,6.77,9.4,76.0,1.0,0.0,-1.0,0.0,1010.4,789.03,17
1275,44898,6,0.0,0.0,55.2,2024-01-08 20:00:00,9.6,77.0,3.0,0.1,-1,0,1010.27,0.0,0.0,0.0,9.4,79.0,1.0,0.1,-1.0,0.0,1010.01,44.1,20
1280,44958,6,7.62,7.89,2.3,2024-01-09 08:00:00,10.4,79.0,2.0,0.0,-1,0,1007.5,320.2,2.3,0.0,10.0,80.0,2.0,0.0,-1.0,0.0,1007.5,0.0,8
1285,44973,6,57.6,58.31,112.0,2024-01-09 11:00:00,16.2,61.0,2.0,0.0,-1,-1,1006.44,894.41,109.7,7.62,10.4,79.0,2.0,0.0,-1.0,0.0,1007.5,320.2,11
1290,44988,6,50.05,50.7,271.8,2024-01-09 14:00:00,18.4,57.0,2.0,0.0,1,0,1003.66,792.2,159.8,57.6,16.2,61.0,2.0,0.0,-1.0,-1.0,1006.44,894.41,14
1295,45003,6,0.88,1.37,340.9,2024-01-09 17:00:00,13.5,76.0,2.0,0.0,1,0,1004.19,47.92,69.1,50.05,18.4,57.0,2.0,0.0,1.0,0.0,1003.66,792.2,17
1300,45018,6,0.0,0.0,341.0,2024-01-09 20:00:00,12.1,84.0,0.0,0.0,0,0,1006.31,0.0,0.1,0.88,13.5,76.0,2.0,0.0,1.0,0.0,1004.19,47.92,20
1305,45078,6,6.98,7.38,3.8,2024-01-10 08:00:00,13.1,58.0,1.0,0.0,-1,1,1009.61,320.41,3.8,0.0,11.2,89.0,1.0,0.0,0.0,1.0,1007.63,0.0,8
1310,45093,6,57.66,58.52,109.8,2024-01-10 11:00:00,15.5,38.0,3.0,0.0,-1,1,1010.01,896.02,106.0,6.98,13.1,58.0,1.0,0.0,-1.0,1.0,1009.61,320.41,11
1315,45108,6,47.76,48.46,286.8,2024-01-10 14:00:00,17.1,21.0,4.0,0.0,-1,1,1008.55,795.41,177.0,57.66,15.5,38.0,3.0,0.0,-1.0,1.0,1010.01,896.02,14
