,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
2693,49521,9,5.64,5.95,3.5,6.9,86.0,3.0,2.0,1,0,1013.71,356.57,3.5,0.0,8.6,80.0,2.0,0.0,0.0,1.0,1012.52,0.0,8
2698,49536,9,37.83,38.34,60.2,7.5,85.0,2.0,1.0,1,0,1013.84,954.18,56.7,5.64,6.9,86.0,3.0,2.0,1.0,0.0,1013.71,356.57,11
2703,49551,9,25.45,25.81,171.7,8.6,77.0,1.0,1.0,0,-1,1011.33,879.05,111.5,37.83,7.5,85.0,2.0,1.0,1.0,0.0,1013.84,954.18,14
2708,49566,9,7.05,7.37,240.6,8.6,70.0,1.0,1.0,1,-1,1010.8,172.41,68.9,25.45,8.6,77.0,1.0,1.0,0.0,-1.0,1011.33,879.05,17
2713,49581,9,0.0,0.0,242.7,8.1,73.0,2.0,0.4,1,0,1010.93,0.0,2.1,7.05,8.6,70.0,1.0,1.0,1.0,-1.0,1010.8,172.41,20
2723,49641,9,11.6,11.85,6.5,9.0,78.0,0.0,0.0,0,1,1008.55,357.79,6.5,0.0,8.1,81.0,0.0,0.0,0.0,0.0,1007.23,0.0,8
2728,49656,9,21.57,21.92,69.2,11.4,70.0,1.0,0.0,-1,-1,1008.16,955.0,62.7,11.6,9.0,78.0,0.0,0.0,0.0,1.0,1008.55,357.79,11
2733,49671,9,45.18,45.79,214.3,15.9,62.0,2.0,0.0,1,-1,1004.46,879.61,145.1,21.57,11.4,70.0,1.0,0.0,-1.0,-1.0,1008.16,955.0,14
2738,49686,9,3.44,3.7,267.6,13.4,72.0,3.0,0.0,1,1,1004.32,173.61,53.3,45.18,15.9,62.0,2.0,0.0,1.0,-1.0,1004.46,879.61,17
2743,49701,9,0.0,0.0,268.7,13.1,84.0,1.0,0.0,1,0,1005.12,0.0,1.1,3.44,13.4,72.0,3.0,0.0,1.0,1.0,1004.32,173.61,20
2753,49761,9,17.67,17.98,11.5,11.9,95.0,1.0,0.0,-1,-1,1004.32,359.08,11.5,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1003.0,0.0,8
2758,49776,9,81.59,83.44,159.9,18.9,66.0,1.0,0.0,1,-1,1003.79,955.82,148.4,17.67,11.9,95.0,1.0,0.0,-1.0,-1.0,1004.32,359.08,11
2763,49791,9,78.34,79.93,397.2,20.9,64.0,3.0,0.0,1,1,1000.23,880.12,237.3,81.59,18.9,66.0,1.0,0.0,1.0,-1.0,1003.79,955.82,14
2768,49806,9,6.98,7.5,505.0,19.7,67.0,3.0,0.0,1,1,1000.09,174.76,107.8,78.34,20.9,64.0,3.0,0.0,1.0,1.0,1000.23,880.12,17
2773,49821,9,0.0,0.0,508.0,16.7,78.0,3.0,0.0,1,1,1001.15,0.0,3.0,6.98,19.7,67.0,3.0,0.0,1.0,1.0,1000.09,174.76,20
2783,49881,9,31.15,31.6,11.6,15.2,94.0,2.0,0.0,-1,-1,1003.13,360.44,11.6,0.0,14.3,95.0,2.0,0.0,-1.0,-1.0,1001.15,0.0,8
2788,49896,9,89.24,90.54,205.8,23.3,63.0,1.0,0.0,1,-1,1003.0,956.65,194.2,31.15,15.2,94.0,2.0,0.0,-1.0,-1.0,1003.13,360.44,11
2793,49911,9,51.7,52.34,437.8,22.8,67.0,3.0,0.0,1,0,1000.09,880.61,232.0,89.24,23.3,63.0,1.0,0.0,1.0,-1.0,1003.0,956.65,14
2798,49926,9,4.64,5.26,530.7,18.1,84.0,3.0,0.0,1,1,999.7,175.86,92.9,51.7,22.8,67.0,3.0,0.0,1.0,0.0,1000.09,880.61,17
2803,49941,9,0.0,0.0,533.4,16.2,92.0,3.0,0.0,1,1,1000.75,0.0,2.7,4.64,18.1,84.0,3.0,0.0,1.0,1.0,999.7,175.86,20
2813,50001,9,3.99,4.6,2.0,13.7,99.0,1.0,0.2,1,-1,1004.98,361.86,2.0,0.0,14.7,99.0,1.0,0.2,1.0,0.0,1002.74,0.0,8
2818,50016,9,8.09,8.37,28.4,14.0,99.0,1.0,0.2,0,-1,1005.12,957.48,26.4,3.99,13.7,99.0,1.0,0.2,1.0,-1.0,1004.98,361.86,11
2823,50031,9,27.16,27.55,97.4,15.0,98.0,1.0,0.2,1,-1,1002.34,881.05,69.0,8.09,14.0,99.0,1.0,0.2,0.0,-1.0,1005.12,957.48,14
2828,50046,9,2.51,2.73,135.6,13.5,96.0,2.0,0.0,1,0,1002.6,176.91,38.2,27.16,15.0,98.0,1.0,0.2,1.0,-1.0,1002.34,881.05,17
2833,50061,9,0.0,0.0,136.2,12.5,98.0,1.0,0.0,1,-1,1004.32,0.0,0.6,2.51,13.5,96.0,2.0,0.0,1.0,0.0,1002.6,176.91,20
2843,50121,9,8.76,9.09,4.3,13.8,98.0,0.0,0.2,1,-1,1003.13,363.34,4.3,0.0,13.1,98.0,0.0,0.2,-1.0,0.0,1001.94,0.0,8
2848,50136,9,24.85,25.35,61.6,14.5,94.0,2.0,0.0,1,0,1002.6,958.32,57.3,8.76,13.8,98.0,0.0,0.2,1.0,-1.0,1003.13,363.34,11
2853,50151,9,12.89,13.24,132.4,15.7,91.0,3.0,0.0,1,0,1000.09,881.45,70.8,24.85,14.5,94.0,2.0,0.0,1.0,0.0,1002.6,958.32,14
2858,50166,9,1.04,1.33,155.5,15.3,97.0,3.0,0.0,1,0,1001.28,177.92,23.1,12.89,15.7,91.0,3.0,0.0,1.0,0.0,1000.09,881.45,17
2863,50181,9,0.0,0.0,156.1,13.4,98.0,3.0,0.7,1,1,1004.72,0.0,0.6,1.04,15.3,97.0,3.0,0.0,1.0,0.0,1001.28,177.92,20
2873,50241,9,1.03,1.32,0.7,8.6,98.0,2.0,5.0,1,0,1011.33,364.88,0.7,0.0,9.2,99.0,2.0,4.0,1.0,0.0,1008.16,0.0,8
2878,50256,9,5.23,5.56,26.9,8.5,98.0,2.0,5.0,1,0,1011.46,959.15,26.2,1.03,8.6,98.0,2.0,5.0,1.0,0.0,1011.33,364.88,11
2883,50271,9,9.55,9.84,58.0,8.0,96.0,2.0,4.0,1,1,1009.88,881.8,31.1,5.23,8.5,98.0,2.0,5.0,1.0,0.0,1011.46,959.15,14
