,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p),hour,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,POA_b,Po(p)_b,device_id,cc_diff
1377,10.2,88.0,1.0,0.0,1,1,0.0,1008.69,20,12.2,75.0,2.0,0.0,1.0,0.0,60.17,1007.23,8,0.3
1087,11.6,51.0,2.0,0.0,1,1,884.15,1015.43,11,7.9,65.0,2.0,0.0,1.0,1.0,322.36,1015.82,8,93.6
1121,12.5,70.0,3.0,0.0,1,0,24.69,1006.7,17,16.1,51.0,2.0,0.0,1.0,-1.0,770.97,1006.31,7,70.7
984,9.7,94.0,3.0,0.0,-1,0,325.9,1014.24,8,10.1,92.0,3.0,0.0,-1.0,0.0,0.0,1012.52,10,1.5
69,27.9,74.0,1.0,0.0,-1,0,0.0,997.71,20,31.1,70.0,1.0,0.0,-1.0,1.0,130.3,996.79,10,8.6
864,8.0,46.0,3.0,0.0,1,1,878.7,1022.43,11,2.0,48.0,1.0,0.0,-1.0,-1.0,332.46,1023.76,10,103.9
1588,13.7,51.0,4.0,0.0,1,1,911.8,1013.45,11,10.1,63.0,2.0,0.0,1.0,1.0,322.75,1013.05,9,172.3
2207,13.6,88.0,2.0,0.0,-1,-1,355.42,1006.04,8,12.8,92.0,1.0,0.0,-1.0,0.0,0.0,1005.12,8,11.9
1803,7.9,94.0,2.0,0.3,-1,-1,0.0,1014.5,20,8.0,89.0,1.0,0.3,-1.0,0.0,123.3,1013.58,9,0.3
542,23.1,62.0,4.0,0.2,1,1,0.0,1002.87,20,23.3,72.0,2.0,0.2,0.0,1.0,73.69,1001.28,8,0.9
1632,-2.1,64.0,0.0,3.0,0,0,323.33,1022.96,8,-1.4,79.0,0.0,4.0,0.0,0.0,0.0,1021.77,8,0.0
2190,21.2,50.0,3.0,0.0,1,0,877.27,1005.25,14,20.0,54.0,1.0,0.0,-1.0,-1.0,952.02,1008.55,6,229.1
2276,13.1,84.0,1.0,0.0,1,0,0.0,1005.12,20,13.4,72.0,3.0,0.0,1.0,1.0,173.61,1004.32,7,0.9
1523,15.4,80.0,2.0,0.0,1,-1,84.58,1005.51,17,19.6,66.0,4.0,0.0,1.0,0.0,819.1,1004.59,9,89.4
532,23.3,74.0,4.0,0.0,1,1,781.91,1000.62,14,25.7,50.0,2.0,0.0,1.0,1.0,954.79,1002.08,8,48.9
1846,15.8,86.0,3.0,0.0,1,1,129.9,1005.51,17,19.5,72.0,3.0,0.0,1.0,0.0,848.63,1005.78,7,86.9
1185,14.2,54.0,3.0,0.0,-1,-1,888.67,1009.21,11,9.0,65.0,2.0,0.0,-1.0,0.0,320.44,1009.88,6,101.2
888,10.4,25.0,4.0,0.0,1,1,878.98,1021.38,11,5.7,44.0,3.0,0.0,1.0,1.0,330.97,1021.77,9,195.2
413,30.2,69.0,2.0,0.0,1,-1,88.79,995.99,17,33.3,59.0,2.0,0.0,1.0,-1.0,787.73,996.39,9,117.5
47,27.8,84.0,0.0,0.0,-1,1,443.11,999.04,8,26.3,91.0,1.0,0.0,-1.0,0.0,0.0,997.85,8,18.0
2301,16.7,78.0,3.0,0.0,1,1,0.0,1001.15,20,19.7,67.0,3.0,0.0,1.0,1.0,174.76,1000.09,7,2.6
766,7.4,81.0,5.0,0.4,-1,1,737.7,1011.59,14,8.6,71.0,2.0,2.0,-1.0,1.0,878.41,1013.05,7,32.6
1069,16.2,66.0,3.0,0.0,1,-1,765.38,1008.69,14,16.6,68.0,1.0,0.0,1.0,-1.0,883.22,1010.27,10,145.7
837,3.6,26.0,3.0,0.0,1,1,878.5,1026.67,11,-0.3,38.0,2.0,0.0,-1.0,1.0,334.04,1027.33,8,157.7
70,26.9,80.0,1.0,0.0,-1,-1,444.08,999.17,8,24.8,90.0,2.0,0.0,-1.0,0.0,0.0,997.58,6,31.1
101,32.0,63.0,2.0,0.0,-1,-1,945.92,999.96,11,28.0,86.0,1.0,0.0,-1.0,-1.0,445.03,1000.36,7,149.6
904,5.9,63.0,1.0,0.0,-1,0,0.0,1020.19,20,7.8,53.0,3.0,0.0,1.0,0.0,7.89,1019.66,10,0.3
365,28.1,80.0,4.0,0.0,1,0,0.0,1001.81,20,30.0,66.0,3.0,0.0,1.0,0.0,94.87,1000.23,6,1.4
592,14.1,77.0,3.0,2.0,1,-1,727.92,1008.82,14,13.2,86.0,1.0,2.0,1.0,-1.0,881.82,1010.27,8,112.8
2212,21.7,55.0,1.0,0.0,1,-1,953.38,1005.38,11,13.6,88.0,2.0,0.0,-1.0,-1.0,355.42,1006.04,8,137.9
1260,9.2,69.0,1.0,0.0,-1,0,892.86,1012.78,11,7.8,72.0,2.0,0.0,1.0,1.0,320.1,1013.84,6,24.6
712,5.1,42.0,3.0,0.0,0,1,878.75,1022.3,11,3.7,46.0,3.0,0.1,-1.0,1.0,343.13,1022.57,8,67.3
154,31.5,61.0,1.0,0.0,-1,-1,947.66,998.24,11,28.2,80.0,1.0,0.0,-1.0,0.0,446.88,999.3,10,158.8
683,6.3,86.0,3.0,10.0,0,1,345.17,1015.03,8,7.0,81.0,2.0,7.0,-1.0,1.0,0.0,1013.05,9,1.9
2281,11.9,95.0,1.0,0.0,-1,-1,359.08,1004.32,8,11.2,93.0,1.0,0.0,-1.0,-1.0,0.0,1003.0,7,9.9
1616,1.9,91.0,2.0,3.0,-1,1,828.15,1018.07,14,3.1,82.0,4.0,1.0,-1.0,1.0,913.03,1019.92,7,21.5
1533,13.1,88.0,1.0,0.0,1,0,322.61,1008.82,8,13.0,85.0,1.0,0.0,-1.0,-1.0,0.0,1007.76,9,0.5
1435,12.5,77.0,2.0,0.0,1,-1,905.13,1015.56,11,10.3,90.0,0.0,0.0,1.0,1.0,323.05,1015.03,6,76.8
261,29.5,74.0,2.0,0.0,1,0,106.95,998.64,17,32.1,61.0,2.0,0.0,1.0,-1.0,793.86,998.37,7,111.4
2271,13.4,72.0,3.0,0.0,1,1,173.61,1004.32,17,15.9,62.0,2.0,0.0,1.0,-1.0,879.61,1004.46,7,47.3
790,8.4,63.0,2.0,0.0,-1,1,739.58,1015.3,14,7.6,70.0,1.0,0.0,0.0,1.0,878.36,1017.41,6,68.6
432,23.6,86.0,2.0,14.0,-1,1,786.61,1000.75,14,24.2,87.0,1.0,14.0,1.0,1.0,953.91,1001.94,8,103.5
1345,9.5,73.0,3.0,0.0,1,0,55.97,1008.69,17,13.0,57.0,2.0,0.0,1.0,-1.0,798.65,1008.55,6,67.8
216,27.0,80.0,4.0,0.0,1,1,0.0,1001.28,20,27.9,79.0,5.0,0.0,1.0,0.0,112.91,999.56,7,2.2
1322,11.4,63.0,3.0,0.0,1,0,51.88,1009.88,17,17.1,21.0,4.0,0.0,-1.0,1.0,795.41,1008.55,8,57.0
2393,8.0,96.0,2.0,4.0,1,1,881.8,1009.88,14,8.5,98.0,2.0,5.0,1.0,0.0,959.15,1011.46,9,31.1
1398,14.4,50.0,2.0,0.0,1,0,64.48,1010.54,17,18.8,34.0,3.0,0.0,1.0,0.0,805.22,1009.08,9,98.4
2032,5.3,81.0,1.0,0.5,1,1,341.82,1011.46,8,5.0,84.0,3.0,0.5,0.0,1.0,0.0,1010.67,8,1.5
724,5.6,50.0,3.0,0.0,1,0,2.8,1019.66,17,6.2,44.0,3.0,0.0,1.0,1.0,734.21,1019.53,10,33.5
1339,11.4,56.0,1.0,0.0,-1,-1,897.71,1011.33,11,5.9,83.0,1.0,0.0,-1.0,0.0,320.72,1012.12,10,89.0
1047,14.8,66.0,2.0,0.0,1,-1,17.48,1003.53,17,17.4,56.0,3.0,0.0,1.0,0.0,762.68,1002.74,8,47.0
237,24.7,95.0,3.0,2.0,1,1,109.94,1000.36,17,27.7,79.0,4.0,0.2,1.0,1.0,794.76,999.96,8,20.0
67,27.9,74.0,1.0,0.0,-1,0,0.0,997.71,20,31.1,70.0,1.0,0.0,-1.0,1.0,130.3,996.79,8,6.9
626,15.5,72.0,0.0,0.0,0,0,0.0,1010.27,20,15.7,66.0,0.0,0.0,0.0,0.0,1.6,1009.48,7,0.1
546,20.8,70.0,2.0,0.0,-1,1,457.8,1004.59,8,20.6,68.0,3.0,0.0,0.0,1.0,0.0,1002.87,7,3.9
1410,16.7,47.0,2.0,0.0,-1,-1,903.17,1011.46,11,9.4,64.0,3.0,0.0,-1.0,0.0,322.31,1012.52,6,125.7
1805,8.9,99.0,2.0,19.0,-1,-1,328.62,1011.46,8,8.5,99.0,2.0,12.0,-1.0,0.0,0.0,1010.27,6,2.0
805,3.0,42.0,3.0,0.0,0,1,335.7,1021.38,8,2.2,49.0,1.0,0.0,-1.0,0.0,0.0,1019.53,6,5.5
988,15.2,74.0,2.0,0.0,-1,-1,880.91,1013.97,11,9.7,94.0,3.0,0.0,-1.0,0.0,325.9,1014.24,9,95.1
414,30.2,69.0,2.0,0.0,1,-1,88.79,995.99,17,33.3,59.0,2.0,0.0,1.0,-1.0,787.73,996.39,10,106.3
1855,14.8,100.0,1.0,0.0,-1,-1,330.98,1005.78,8,14.6,99.0,1.0,0.0,-1.0,-1.0,0.0,1005.12,6,3.1
1440,11.7,76.0,3.0,0.0,1,0,811.89,1013.97,14,12.5,77.0,2.0,0.0,1.0,-1.0,905.13,1015.56,6,79.0
529,25.7,50.0,2.0,0.0,1,1,954.79,1002.08,11,24.3,51.0,3.0,0.0,1.0,1.0,457.38,1002.08,10,49.7
697,5.9,67.0,2.0,4.0,0,1,2.41,1018.2,17,6.6,69.0,2.0,7.0,-1.0,1.0,732.59,1016.62,8,9.4
2347,13.5,96.0,2.0,0.0,1,0,176.91,1002.6,17,15.0,98.0,1.0,0.2,1.0,-1.0,881.05,1002.34,8,34.7
842,6.2,21.0,3.0,0.0,1,1,743.58,1024.15,14,3.6,26.0,3.0,0.0,1.0,1.0,878.5,1026.67,8,211.3
1089,11.6,51.0,2.0,0.0,1,1,884.15,1015.43,11,7.9,65.0,2.0,0.0,1.0,1.0,322.36,1015.82,10,84.4
1745,8.7,51.0,2.0,0.3,1,0,116.52,1015.03,17,11.0,48.0,1.0,0.3,1.0,-1.0,839.58,1014.64,6,50.7
1070,13.0,52.0,3.0,0.0,1,0,19.69,1010.8,17,16.2,66.0,3.0,0.0,1.0,-1.0,765.38,1008.69,6,62.8
16,28.0,79.0,2.0,0.0,1,0,0.0,998.11,20,28.6,75.0,5.0,0.0,1.0,0.0,136.03,996.39,7,2.2
1480,8.6,75.0,2.0,0.0,-1,0,322.92,1013.31,8,7.5,80.0,2.0,0.0,-1.0,0.0,0.0,1012.52,6,2.7
1073,13.0,52.0,3.0,0.0,1,0,19.69,1010.8,17,16.2,66.0,3.0,0.0,1.0,-1.0,765.38,1008.69,9,71.7
1431,10.3,90.0,0.0,0.0,1,1,323.05,1015.03,8,11.3,86.0,2.0,0.0,1.0,0.0,0.0,1012.26,7,4.0
96,28.0,86.0,1.0,0.0,-1,-1,445.03,1000.36,8,26.3,87.0,1.0,0.0,-1.0,0.0,0.0,998.77,7,31.3
1462,13.2,50.0,1.0,0.0,1,-1,906.56,1017.41,11,7.8,76.0,1.0,0.0,-1.0,1.0,323.25,1017.68,8,117.9
1325,9.3,71.0,1.0,0.0,0,-1,0.0,1011.33,20,11.4,63.0,3.0,0.0,1.0,0.0,51.88,1009.88,6,0.5
1872,14.3,93.0,3.0,0.0,1,0,133.12,1006.17,17,19.1,79.0,5.0,0.0,1.0,0.0,850.86,1003.79,8,17.5
1985,5.7,82.0,3.0,0.0,1,0,936.89,1014.9,11,5.3,84.0,2.0,0.0,1.0,0.0,338.34,1015.16,6,21.6
1778,8.2,55.0,2.0,0.0,1,1,0.0,1019.0,20,9.2,53.0,3.0,0.0,1.0,0.0,119.93,1017.01,9,1.6
291,28.3,81.0,4.0,0.0,1,0,0.0,1000.36,20,29.6,76.0,3.0,0.0,1.0,0.0,103.94,998.9,7,2.5
873,10.0,57.0,1.0,0.0,1,1,6.84,1020.32,17,11.4,47.0,3.0,0.0,0.0,1.0,745.7,1019.13,9,90.8
2077,6.5,72.0,1.0,0.0,1,1,0.0,1014.77,20,8.5,60.0,3.0,0.0,1.0,0.0,156.77,1012.65,8,2.0
1344,13.0,57.0,2.0,0.0,1,-1,798.65,1008.55,14,11.4,56.0,1.0,0.0,-1.0,-1.0,897.71,1011.33,10,150.8
1361,12.9,55.0,2.0,0.0,-1,-1,899.46,1008.55,11,6.1,89.0,2.0,0.0,-1.0,0.0,321.14,1009.08,7,123.9
347,27.8,77.0,1.0,0.0,-1,1,453.35,1002.21,8,25.3,88.0,1.0,0.0,-1.0,1.0,0.0,1000.49,8,22.3
1740,11.0,48.0,1.0,0.3,1,-1,839.58,1014.64,14,8.8,54.0,1.0,0.3,1.0,1.0,919.96,1017.81,6,120.7
95,28.0,86.0,1.0,0.0,-1,-1,445.03,1000.36,8,26.3,87.0,1.0,0.0,-1.0,0.0,0.0,998.77,6,30.8
970,14.8,72.0,2.0,0.0,1,0,11.93,1012.65,17,18.2,58.0,3.0,0.0,1.0,0.0,754.97,1012.65,6,74.2
1735,8.8,54.0,1.0,0.3,1,1,919.96,1017.81,11,6.0,65.0,2.0,0.2,1.0,0.0,325.76,1018.2,6,57.9
671,16.8,94.0,4.0,0.0,1,0,2.09,1003.53,17,20.5,84.0,3.0,0.0,1.0,0.0,731.19,1000.49,7,17.7
1963,14.8,60.0,1.0,0.0,0,-1,935.07,1010.67,11,9.2,87.0,2.0,0.0,1.0,1.0,336.72,1010.67,9,220.4
2296,19.7,67.0,3.0,0.0,1,1,174.76,1000.09,17,20.9,64.0,3.0,0.0,1.0,1.0,880.12,1000.23,7,99.1
1330,5.9,83.0,1.0,0.0,-1,0,320.72,1012.12,8,5.8,73.0,1.0,0.0,1.0,1.0,0.0,1010.93,6,5.0
825,2.7,41.0,3.0,0.0,0,1,0.0,1024.15,20,5.2,35.0,2.0,0.0,-1.0,1.0,5.1,1020.98,6,0.2
2305,15.2,94.0,2.0,0.0,-1,-1,360.44,1003.13,8,14.3,95.0,2.0,0.0,-1.0,-1.0,0.0,1001.15,6,8.6
567,19.6,84.0,3.0,0.5,1,1,0.0,1004.06,20,21.1,72.0,3.0,0.0,0.0,1.0,70.7,1002.74,8,0.5
308,30.6,69.0,1.5,0.0,0,0,791.94,1000.09,14,31.9,61.0,0.0,0.0,0.0,0.0,951.76,1000.75,9,264.7
711,5.1,42.0,3.0,0.0,0,1,878.75,1022.3,11,3.7,46.0,3.0,0.1,-1.0,1.0,343.13,1022.57,7,67.6
791,8.4,63.0,2.0,0.0,-1,1,739.58,1015.3,14,7.6,70.0,1.0,0.0,0.0,1.0,878.36,1017.41,7,67.9
588,13.2,86.0,1.0,2.0,1,-1,881.82,1010.27,11,11.7,96.0,2.0,2.0,1.0,0.0,354.85,1009.21,9,26.9
630,16.3,80.0,2.0,0.0,-1,0,349.83,1009.08,8,15.3,81.0,1.0,0.0,-1.0,-1.0,0.0,1008.42,6,6.2
2156,10.3,74.0,2.0,0.0,-1,0,351.64,1013.84,8,9.1,77.0,2.0,0.0,-1.0,-1.0,0.0,1013.31,7,10.6
1222,13.1,70.0,2.0,0.0,1,1,36.93,1009.21,17,18.3,44.0,2.0,0.0,1.0,0.0,782.82,1008.03,8,51.0
1651,0.5,53.0,3.0,0.0,-1,1,0.0,1021.77,20,3.3,45.0,3.0,0.0,-1.0,0.0,102.53,1020.19,7,0.0
1847,15.8,86.0,3.0,0.0,1,1,129.9,1005.51,17,19.5,72.0,3.0,0.0,1.0,0.0,848.63,1005.78,8,77.1
807,3.0,42.0,3.0,0.0,0,1,335.7,1021.38,8,2.2,49.0,1.0,0.0,-1.0,0.0,0.0,1019.53,8,7.5
2287,18.9,66.0,1.0,0.0,1,-1,955.82,1003.79,11,11.9,95.0,1.0,0.0,-1.0,-1.0,359.08,1004.32,8,129.7
1166,13.3,31.0,2.0,0.0,1,-1,776.79,1010.27,14,11.8,42.0,2.0,0.0,1.0,-1.0,887.42,1013.45,7,196.1
1601,10.3,59.0,3.0,0.0,1,1,0.0,1015.3,20,11.4,60.0,2.0,0.0,1.0,1.0,95.38,1013.45,7,0.1
401,32.0,58.0,1.0,0.0,1,-1,953.58,998.77,11,26.7,81.0,2.0,0.0,-1.0,-1.0,454.68,999.56,7,156.4
1644,3.8,42.0,3.0,0.1,-1,0,830.43,1019.53,14,0.7,51.0,4.0,1.0,-1.0,0.0,914.31,1022.57,10,3.5
2096,12.1,51.0,2.0,0.0,1,-1,159.43,1014.11,17,15.5,36.0,2.0,0.0,1.0,-1.0,869.79,1013.58,7,122.9
957,8.9,82.0,2.0,0.0,-1,0,327.03,1015.56,8,8.8,80.0,2.0,0.0,-1.0,0.0,0.0,1013.84,8,6.1
1693,8.7,45.0,2.0,0.0,1,-1,835.01,1017.68,14,8.4,34.0,2.0,0.0,1.0,1.0,917.04,1020.19,9,172.5
798,7.4,61.0,1.0,0.0,-1,0,4.39,1016.22,17,8.4,63.0,2.0,0.0,-1.0,1.0,739.58,1015.3,9,36.3
1945,9.5,96.0,1.0,2.0,-1,0,142.45,1005.51,17,9.3,93.0,1.0,0.5,-1.0,0.0,857.42,1006.17,6,14.2
775,6.4,89.0,2.0,3.0,-1,1,0.0,1014.9,20,6.5,90.0,1.0,3.0,-1.0,1.0,3.78,1013.45,6,0.0
1231,7.8,93.0,1.0,0.0,-1,-1,320.11,1015.43,8,7.6,94.0,1.0,0.0,-1.0,-1.0,0.0,1013.18,7,4.4
1997,4.7,92.0,2.0,0.0,1,0,148.37,1012.26,17,5.6,82.0,2.0,0.0,1.0,0.0,861.67,1012.26,8,14.0
363,30.0,66.0,3.0,0.0,1,0,94.87,1000.23,17,32.8,58.0,5.0,0.0,1.0,0.0,789.89,999.56,9,119.1
1478,10.1,70.0,1.0,0.0,1,1,0.0,1015.82,20,12.4,59.0,3.0,0.0,1.0,0.0,77.4,1015.03,9,0.7
174,29.4,78.0,1.0,0.0,1,1,447.78,999.56,8,26.4,93.0,1.0,0.0,-1.0,0.0,0.0,997.98,10,24.6
641,24.3,63.0,3.0,0.0,1,0,730.01,1005.25,14,20.6,69.0,2.0,0.0,-1.0,0.0,880.22,1008.69,7,123.7
816,7.9,33.0,2.0,0.0,-1,0,741.54,1019.13,14,6.3,40.0,2.0,0.0,1.0,1.0,878.39,1022.04,7,201.8
562,21.1,72.0,3.0,0.0,0,1,70.7,1002.74,17,21.1,72.0,3.0,0.0,-1.0,1.0,780.69,1002.47,8,25.1
1731,6.0,65.0,2.0,0.2,1,0,325.76,1018.2,8,6.5,61.0,1.0,0.0,0.0,1.0,0.0,1016.75,7,1.8
1913,12.6,84.0,1.0,0.0,-1,-1,931.49,1010.27,11,10.0,97.0,0.0,0.0,-1.0,1.0,333.69,1010.67,9,66.2
1396,14.4,50.0,2.0,0.0,1,0,64.48,1010.54,17,18.8,34.0,3.0,0.0,1.0,0.0,805.22,1009.08,7,81.4
1766,11.7,36.0,3.0,0.0,1,0,841.86,1016.75,14,11.7,32.0,2.0,0.0,0.0,1.0,921.49,1019.26,7,178.9
2338,14.0,99.0,1.0,0.2,0,-1,957.48,1005.12,11,13.7,99.0,1.0,0.2,1.0,-1.0,361.86,1004.98,9,26.4
1025,11.3,88.0,1.0,0.0,0,-1,0.0,1011.46,20,13.0,75.0,2.0,0.0,1.0,0.0,15.45,1010.27,6,0.1
901,5.9,63.0,1.0,0.0,-1,0,0.0,1020.19,20,7.8,53.0,3.0,0.0,1.0,0.0,7.89,1019.66,7,0.3
1704,6.4,53.0,0.0,0.0,1,0,0.0,1019.0,20,7.1,48.0,2.0,0.0,1.0,0.0,109.59,1017.81,10,0.5
1763,11.7,32.0,2.0,0.0,0,1,921.49,1019.26,11,7.0,63.0,2.0,0.0,0.0,1.0,326.62,1018.73,9,164.8
1749,8.7,51.0,2.0,0.3,1,0,116.52,1015.03,17,11.0,48.0,1.0,0.3,1.0,-1.0,839.58,1014.64,10,51.6
339,29.5,73.0,3.0,0.0,1,0,97.9,998.77,17,30.6,66.0,3.0,0.0,1.0,-1.0,790.93,998.64,10,106.7
164,29.7,78.0,3.0,0.0,1,0,118.81,996.39,17,32.0,64.0,3.0,0.0,1.0,-1.0,797.26,996.13,10,114.2
188,30.3,74.0,4.0,0.0,1,0,115.87,998.24,17,32.6,63.0,4.0,0.0,1.0,-1.0,796.47,997.58,9,116.4
1254,9.3,72.0,2.0,0.0,1,0,0.0,1015.43,20,10.7,71.0,3.0,0.0,1.0,0.0,40.44,1014.24,10,0.2
528,25.7,50.0,2.0,0.0,1,1,954.79,1002.08,11,24.3,51.0,3.0,0.0,1.0,1.0,457.38,1002.08,9,50.0
1736,8.8,54.0,1.0,0.3,1,1,919.96,1017.81,11,6.0,65.0,2.0,0.2,1.0,0.0,325.76,1018.2,7,58.5
977,12.2,85.0,0.0,0.0,0,0,0.0,1013.97,20,14.8,72.0,2.0,0.0,1.0,0.0,11.93,1012.65,8,0.2
1187,14.2,54.0,3.0,0.0,-1,-1,888.67,1009.21,11,9.0,65.0,2.0,0.0,-1.0,0.0,320.44,1009.88,8,103.7
1980,5.3,84.0,2.0,0.0,1,0,338.34,1015.16,8,6.5,79.0,3.0,0.0,1.0,0.0,0.0,1013.97,6,0.4
1774,9.2,53.0,3.0,0.0,1,0,119.93,1017.01,17,11.7,36.0,3.0,0.0,1.0,0.0,841.86,1016.75,10,86.2
1718,9.4,46.0,2.0,0.0,1,0,837.3,1015.96,14,7.6,52.0,1.0,0.0,-1.0,-1.0,918.48,1019.79,9,104.3
482,31.1,51.0,1.0,0.0,1,0,784.3,997.45,14,28.8,57.0,2.0,0.0,1.0,1.0,954.45,1000.36,8,246.5
1225,11.3,77.0,2.0,0.0,1,0,0.0,1011.33,20,13.1,70.0,2.0,0.0,1.0,1.0,36.93,1009.21,6,0.1
936,9.8,56.0,2.0,0.0,-1,-1,879.78,1017.81,11,3.9,78.0,1.0,0.0,-1.0,-1.0,328.25,1018.6,7,105.1
146,28.2,80.0,1.0,0.0,-1,0,446.88,999.3,8,26.2,91.0,2.0,0.0,-1.0,0.0,0.0,998.77,7,30.7
374,27.9,72.0,3.0,0.0,0,1,454.03,1002.47,8,25.6,82.0,2.0,0.0,-1.0,1.0,0.0,1001.55,10,19.6
2074,8.5,60.0,3.0,0.0,1,0,156.77,1012.65,17,11.4,52.0,3.0,0.0,1.0,-1.0,867.81,1011.99,10,106.6
442,24.4,73.0,3.0,0.9082105263157895,1,1,0.0,1001.55,20,24.3,79.0,2.0,12.0,-1.0,1.0,85.75,1000.36,8,3.0
2052,6.9,71.0,1.0,0.4,1,1,0.0,1011.33,20,7.3,68.0,1.0,0.4,-1.0,1.0,154.04,1009.88,8,1.0
581,11.7,96.0,2.0,2.0,1,0,354.85,1009.21,8,13.0,89.0,3.0,0.0,1.0,0.0,0.0,1006.7,7,0.5
924,8.0,53.0,2.0,0.0,1,0,9.09,1018.2,17,10.7,42.0,3.0,0.0,1.0,1.0,750.19,1017.68,10,68.4
728,5.1,46.0,4.0,0.0,1,1,0.0,1020.72,20,5.6,50.0,3.0,0.0,1.0,0.0,2.8,1019.66,9,0.0
272,28.0,83.0,1.0,0.0,-1,0,451.12,1000.62,8,26.0,92.0,1.0,0.0,-1.0,1.0,0.0,999.17,8,28.3
2267,15.9,62.0,2.0,0.0,1,-1,879.61,1004.46,14,11.4,70.0,1.0,0.0,-1.0,-1.0,955.0,1008.16,8,126.7
1919,13.6,82.0,2.0,0.0,1,0,855.26,1007.63,14,12.6,84.0,1.0,0.0,-1.0,-1.0,931.49,1010.27,10,93.1
299,28.5,73.0,0.0,0.0,-1,0,451.89,1001.55,8,26.8,83.0,1.0,0.0,-1.0,1.0,0.0,999.96,10,23.1
1188,14.2,54.0,3.0,0.0,-1,-1,888.67,1009.21,11,9.0,65.0,2.0,0.0,-1.0,0.0,320.44,1009.88,9,137.5
1512,20.5,59.0,1.0,0.0,1,0,908.47,1007.1,11,12.7,88.0,3.0,0.0,-1.0,0.0,322.71,1007.5,8,122.1
1823,13.7,87.0,3.0,9.0,1,0,126.62,1008.29,17,16.5,77.0,1.0,15.0,1.0,-1.0,846.39,1008.16,9,93.2
298,28.5,73.0,0.0,0.0,-1,0,451.89,1001.55,8,26.8,83.0,1.0,0.0,-1.0,1.0,0.0,999.96,9,41.5
1414,16.7,47.0,2.0,0.0,-1,-1,903.17,1011.46,11,9.4,64.0,3.0,0.0,-1.0,0.0,322.31,1012.52,10,99.1
318,28.2,82.0,4.0,0.0,1,1,0.0,1000.89,20,29.2,77.0,3.0,0.0,1.0,0.0,100.93,999.43,9,2.4
509,30.0,56.0,4.0,0.0,1,1,783.11,996.66,14,29.5,57.0,4.0,0.0,1.0,1.0,954.64,998.37,10,229.9
380,32.4,58.0,3.0,0.0,1,-1,788.82,1000.36,14,31.6,60.0,1.0,0.0,1.0,1.0,953.19,1001.94,6,196.5
1966,10.8,74.0,3.0,0.0,1,-1,859.56,1009.88,14,14.8,60.0,1.0,0.0,0.0,-1.0,935.07,1010.67,7,170.1
169,28.5,83.0,2.0,0.0,1,1,0.0,997.98,20,29.7,78.0,3.0,0.0,1.0,0.0,118.81,996.39,10,4.2
943,15.4,47.0,1.0,0.0,0,-1,752.54,1014.24,14,9.8,56.0,2.0,0.0,-1.0,-1.0,879.78,1017.81,9,209.6
22,27.9,83.0,2.0,0.0,-1,0,442.12,998.64,8,26.7,86.0,1.0,0.0,1.0,0.0,0.0,997.18,8,20.0
2376,13.4,98.0,3.0,0.7,1,1,0.0,1004.72,20,15.3,97.0,3.0,0.0,1.0,0.0,177.92,1001.28,7,0.4
2378,13.4,98.0,3.0,0.7,1,1,0.0,1004.72,20,15.3,97.0,3.0,0.0,1.0,0.0,177.92,1001.28,9,0.6
1447,10.4,75.0,3.0,0.0,1,0,73.35,1015.56,17,11.7,76.0,3.0,0.0,1.0,0.0,811.89,1013.97,8,23.5
395,26.7,81.0,2.0,0.0,-1,-1,454.68,999.56,8,24.9,90.0,2.0,0.0,-1.0,0.0,0.0,998.77,6,25.5
45,27.8,84.0,0.0,0.0,-1,1,443.11,999.04,8,26.3,91.0,1.0,0.0,-1.0,0.0,0.0,997.85,6,17.6
767,7.4,81.0,5.0,0.4,-1,1,737.7,1011.59,14,8.6,71.0,2.0,2.0,-1.0,1.0,878.41,1013.05,8,32.2
209,28.8,79.0,1.0,0.5,-1,-1,795.63,999.04,14,25.6,96.0,1.0,1.0,-1.0,0.0,949.21,1001.15,10,109.8
285,29.6,76.0,3.0,0.0,1,0,103.94,998.9,17,31.4,69.0,4.0,0.0,1.0,-1.0,792.91,998.24,6,109.0
1727,7.2,56.0,2.0,0.0,1,0,0.0,1018.07,20,7.7,51.0,2.0,0.0,1.0,0.0,113.07,1016.62,8,0.5
265,27.7,86.0,2.0,0.0,1,0,0.0,999.96,20,29.5,74.0,2.0,0.0,1.0,0.0,106.95,998.64,6,2.1
1796,8.0,89.0,1.0,0.3,-1,0,123.3,1013.58,17,8.1,82.0,1.0,0.2,-1.0,0.0,844.13,1014.24,7,15.7
142,28.5,80.0,1.0,0.0,1,-1,0.0,999.96,20,30.0,74.0,3.0,0.0,1.0,-1.0,121.72,998.77,8,3.8
2005,5.2,96.0,2.0,17.0,-1,1,340.05,1012.52,8,5.0,96.0,1.0,14.0,1.0,1.0,0.0,1010.8,6,2.0
2229,11.2,95.0,3.0,3.0,1,0,0.0,1011.2,20,12.5,91.0,4.0,1.0,1.0,0.0,171.17,1007.89,10,0.1
1904,9.5,93.0,2.0,3.0,1,0,0.0,1011.99,20,9.7,97.0,1.0,4.0,1.0,0.0,136.28,1010.8,10,0.6
1290,18.4,57.0,2.0,0.0,1,0,792.2,1003.66,14,16.2,61.0,2.0,0.0,-1.0,-1.0,894.41,1006.44,6,159.8
