,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1962,48215,8,78.7,79.75,181.7,2024-02-05 11:00:00,14.8,60.0,1.0,0.0,0,-1,1010.67,935.07,170.5,24.74,9.2,87.0,2.0,0.0,1.0,1.0,1010.67,336.72,11
1967,48230,8,21.75,22.08,351.9,2024-02-05 14:00:00,10.8,74.0,3.0,0.0,1,-1,1009.88,859.56,170.2,78.7,14.8,60.0,1.0,0.0,0.0,-1.0,1010.67,935.07,14
1972,48245,8,1.95,2.17,400.6,2024-02-05 17:00:00,9.3,80.0,2.0,0.0,1,0,1012.26,145.44,48.7,21.75,10.8,74.0,3.0,0.0,1.0,-1.0,1009.88,859.56,17
1977,48260,8,0.0,0.0,401.2,2024-02-05 20:00:00,8.8,78.0,2.0,0.0,1,0,1014.11,0.0,0.6,1.95,9.3,80.0,2.0,0.0,1.0,0.0,1012.26,145.44,20
1982,48320,8,1.83,2.1,0.4,2024-02-06 08:00:00,5.3,84.0,2.0,0.0,1,0,1015.16,338.34,0.4,0.0,6.5,79.0,3.0,0.0,1.0,0.0,1013.97,0.0,8
1987,48335,8,6.1,6.39,22.0,2024-02-06 11:00:00,5.7,82.0,3.0,0.0,1,0,1014.9,936.89,21.6,1.83,5.3,84.0,2.0,0.0,1.0,0.0,1015.16,338.34,11
1992,48350,8,8.95,9.27,48.0,2024-02-06 14:00:00,5.6,82.0,2.0,0.0,1,0,1012.26,861.67,26.0,6.1,5.7,82.0,3.0,0.0,1.0,0.0,1014.9,936.89,14
1997,48365,8,0.91,1.36,62.0,2024-02-06 17:00:00,4.7,92.0,2.0,0.0,1,0,1012.26,148.37,14.0,8.95,5.6,82.0,2.0,0.0,1.0,0.0,1012.26,861.67,17
2002,48380,8,0.0,0.0,62.2,2024-02-06 20:00:00,5.0,92.0,1.0,0.1,0,1,1013.45,0.0,0.2,0.91,4.7,92.0,2.0,0.0,1.0,0.0,1012.26,148.37,20
2007,48440,8,3.94,4.22,1.7,2024-02-07 08:00:00,5.2,96.0,2.0,17.0,-1,1,1012.52,340.05,1.7,0.0,5.0,96.0,1.0,14.0,1.0,1.0,1010.8,0.0,8
2012,48455,8,9.46,9.72,29.6,2024-02-07 11:00:00,5.8,94.0,2.0,20.0,-1,1,1012.12,938.74,27.9,3.94,5.2,96.0,2.0,17.0,-1.0,1.0,1012.52,340.05,11
2017,48470,8,6.38,6.8,59.6,2024-02-07 14:00:00,6.2,93.0,1.0,19.0,-1,1,1009.48,863.75,30.0,9.46,5.8,94.0,2.0,20.0,-1.0,1.0,1012.12,938.74,14
2022,48485,8,0.3,0.67,78.3,2024-02-07 17:00:00,6.0,90.0,2.0,14.0,0,1,1010.14,151.24,18.7,6.38,6.2,93.0,1.0,19.0,-1.0,1.0,1009.48,863.75,17
2027,48500,8,0.0,0.0,78.5,2024-02-07 20:00:00,5.7,86.0,2.0,11.0,0,1,1011.46,0.0,0.2,0.3,6.0,90.0,2.0,14.0,0.0,1.0,1010.14,151.24,20
2032,48560,8,2.6,2.88,1.5,2024-02-08 08:00:00,5.3,81.0,1.0,0.5,1,1,1011.46,341.82,1.5,0.0,5.0,84.0,3.0,0.5,0.0,1.0,1010.67,0.0,8
2037,48575,8,32.05,32.49,34.1,2024-02-08 11:00:00,5.5,81.0,3.0,0.8,0,1,1012.39,940.6,32.6,2.6,5.3,81.0,1.0,0.5,1.0,1.0,1011.46,341.82,11
2042,48590,8,37.3,37.82,117.1,2024-02-08 14:00:00,7.6,71.0,2.0,0.4,1,1,1009.88,865.8,83.0,32.05,5.5,81.0,3.0,0.8,0.0,1.0,1012.39,940.6,14
2047,48605,8,2.38,2.76,161.2,2024-02-08 17:00:00,7.3,68.0,1.0,0.4,-1,1,1009.88,154.04,44.1,37.3,7.6,71.0,2.0,0.4,1.0,1.0,1009.88,865.8,17
2052,48620,8,0.0,0.0,162.2,2024-02-08 20:00:00,6.9,71.0,1.0,0.4,1,1,1011.33,0.0,1.0,2.38,7.3,68.0,1.0,0.4,-1.0,1.0,1009.88,154.04,20
2057,48680,8,9.5,9.75,3.5,2024-02-09 08:00:00,6.1,66.0,1.0,0.0,1,1,1014.5,343.66,3.5,0.0,5.6,67.0,1.0,0.0,-1.0,1.0,1012.78,0.0,8
2062,48695,8,74.58,75.57,133.4,2024-02-09 11:00:00,10.8,47.0,2.0,0.0,1,1,1014.9,942.48,129.9,9.5,6.1,66.0,1.0,0.0,1.0,1.0,1014.5,343.66,11
2067,48710,8,66.25,67.25,358.9,2024-02-09 14:00:00,11.4,52.0,3.0,0.0,1,-1,1011.99,867.81,225.5,74.58,10.8,47.0,2.0,0.0,1.0,1.0,1014.9,942.48,14
2072,48725,8,5.84,6.24,456.3,2024-02-09 17:00:00,8.5,60.0,3.0,0.0,1,0,1012.65,156.77,97.4,66.25,11.4,52.0,3.0,0.0,1.0,-1.0,1011.99,867.81,17
2077,48740,8,0.0,0.0,458.3,2024-02-09 20:00:00,6.5,72.0,1.0,0.0,1,1,1014.77,0.0,2.0,5.84,8.5,60.0,3.0,0.0,1.0,0.0,1012.65,156.77,20
2082,48800,8,22.14,22.49,11.1,2024-02-10 08:00:00,4.1,93.0,2.0,0.0,-1,0,1016.75,345.56,11.1,0.0,3.5,93.0,2.0,0.0,-1.0,0.0,1014.64,0.0,8
2087,48815,8,77.49,78.59,175.2,2024-02-10 11:00:00,12.4,55.0,1.0,0.0,-1,-1,1016.35,944.37,164.1,22.14,4.1,93.0,2.0,0.0,-1.0,0.0,1016.75,345.56,11
2092,48830,8,71.21,72.15,418.4,2024-02-10 14:00:00,15.5,36.0,2.0,0.0,1,-1,1013.58,869.79,243.2,77.49,12.4,55.0,1.0,0.0,-1.0,-1.0,1016.35,944.37,14
2097,48845,8,7.77,8.13,519.8,2024-02-10 17:00:00,12.1,51.0,2.0,0.0,1,-1,1014.11,159.43,101.4,71.21,15.5,36.0,2.0,0.0,1.0,-1.0,1013.58,869.79,17
2102,48860,8,0.0,0.0,523.2,2024-02-10 20:00:00,8.0,81.0,1.0,0.0,1,1,1015.43,0.0,3.4,7.77,12.1,51.0,2.0,0.0,1.0,-1.0,1014.11,159.43,20
2107,48920,8,24.01,24.44,12.3,2024-02-11 08:00:00,6.4,71.0,2.0,0.0,-1,-1,1017.68,347.53,12.3,0.0,5.1,76.0,3.0,0.0,-1.0,0.0,1015.69,0.0,8
2112,48935,8,79.16,80.3,184.5,2024-02-11 11:00:00,15.3,43.0,2.0,0.0,-1,-1,1017.81,946.28,172.2,24.01,6.4,71.0,2.0,0.0,-1.0,-1.0,1017.68,347.53,11
2117,48950,8,70.78,71.72,423.3,2024-02-11 14:00:00,18.1,28.0,4.0,0.0,1,0,1015.03,871.72,238.8,79.16,15.3,43.0,2.0,0.0,-1.0,-1.0,1017.81,946.28,14
2122,48965,8,4.81,5.08,523.8,2024-02-11 17:00:00,14.0,41.0,3.0,0.0,1,0,1016.22,162.03,100.5,70.78,18.1,28.0,4.0,0.0,1.0,0.0,1015.03,871.72,17
2127,48980,8,0.0,0.0,525.7,2024-02-11 20:00:00,9.7,65.0,1.0,0.0,1,1,1017.81,0.0,1.9,4.81,14.0,41.0,3.0,0.0,1.0,0.0,1016.22,162.03,20
2132,49040,8,23.78,24.16,12.2,2024-02-12 08:00:00,6.4,77.0,3.0,0.0,-1,0,1018.6,349.56,12.2,0.0,6.0,77.0,3.0,0.0,-1.0,0.0,1016.88,0.0,8
2137,49055,8,77.31,78.47,179.5,2024-02-12 11:00:00,14.7,54.0,1.0,0.0,-1,-1,1018.34,948.19,167.3,23.78,6.4,77.0,3.0,0.0,-1.0,0.0,1018.6,349.56,11
2142,49070,8,71.99,72.91,416.2,2024-02-12 14:00:00,17.8,36.0,3.0,0.0,1,-1,1015.56,873.61,236.7,77.31,14.7,54.0,1.0,0.0,-1.0,-1.0,1018.34,948.19,14
2147,49085,8,4.65,5.17,519.0,2024-02-12 17:00:00,15.1,48.0,2.0,0.0,1,0,1015.03,164.55,102.8,71.99,17.8,36.0,3.0,0.0,1.0,-1.0,1015.56,873.61,17
2152,49100,8,0.0,0.0,521.0,2024-02-12 20:00:00,10.8,72.0,1.0,0.0,1,1,1016.09,0.0,2.0,4.65,15.1,48.0,2.0,0.0,1.0,0.0,1015.03,164.55,20
2157,49160,8,11.33,11.58,11.9,2024-02-13 08:00:00,10.3,74.0,2.0,0.0,-1,0,1013.84,351.64,11.9,0.0,9.1,77.0,2.0,0.0,-1.0,-1.0,1013.31,0.0,8
2162,49175,8,61.38,62.27,167.9,2024-02-13 11:00:00,18.3,55.0,2.0,0.0,-1,-1,1012.39,950.1,156.0,11.33,10.3,74.0,2.0,0.0,-1.0,0.0,1013.84,351.64,11
2167,49190,8,67.5,68.46,369.0,2024-02-13 14:00:00,22.4,51.0,2.0,0.0,1,0,1009.08,875.46,201.1,61.38,18.3,55.0,2.0,0.0,-1.0,-1.0,1012.39,950.1,14
2172,49205,8,4.27,4.74,465.3,2024-02-13 17:00:00,17.6,66.0,3.0,0.0,1,1,1008.69,167.0,96.3,67.5,22.4,51.0,2.0,0.0,1.0,0.0,1009.08,875.46,17
2177,49220,8,0.0,0.0,467.0,2024-02-13 20:00:00,13.4,85.0,1.0,0.0,1,1,1009.88,0.0,1.7,4.27,17.6,66.0,3.0,0.0,1.0,1.0,1008.69,167.0,20
2182,49280,8,21.89,22.24,10.7,2024-02-14 08:00:00,12.9,85.0,2.0,0.0,-1,0,1009.48,353.79,10.7,0.0,12.3,89.0,2.0,0.0,-1.0,0.0,1007.89,0.0,8
2187,49295,8,74.7,75.76,172.9,2024-02-14 11:00:00,20.0,54.0,1.0,0.0,-1,-1,1008.55,952.02,162.2,21.89,12.9,85.0,2.0,0.0,-1.0,0.0,1009.48,353.79,11
2192,49310,8,67.02,67.88,399.7,2024-02-14 14:00:00,21.2,50.0,3.0,0.0,1,0,1005.25,877.27,226.8,74.7,20.0,54.0,1.0,0.0,-1.0,-1.0,1008.55,952.02,14
2197,49325,8,4.47,4.82,497.9,2024-02-14 17:00:00,17.0,67.0,4.0,0.0,1,0,1005.12,169.37,98.2,67.02,21.2,50.0,3.0,0.0,1.0,0.0,1005.25,877.27,17
2202,49340,8,0.0,0.0,499.8,2024-02-14 20:00:00,13.7,84.0,2.0,0.0,1,1,1006.17,0.0,1.9,4.47,17.0,67.0,4.0,0.0,1.0,0.0,1005.12,169.37,20
2207,49400,8,23.77,24.13,11.9,2024-02-15 08:00:00,13.6,88.0,2.0,0.0,-1,-1,1006.04,355.42,11.9,0.0,12.8,92.0,1.0,0.0,-1.0,0.0,1005.12,0.0,8
2212,49415,8,76.72,78.49,149.8,2024-02-15 11:00:00,21.7,55.0,1.0,0.0,1,-1,1005.38,953.38,137.9,23.77,13.6,88.0,2.0,0.0,-1.0,-1.0,1006.04,355.42,11
2217,49430,8,28.07,28.45,355.5,2024-02-15 14:00:00,19.6,63.0,2.0,0.0,1,-1,1003.93,878.46,205.7,76.72,21.7,55.0,1.0,0.0,1.0,-1.0,1005.38,953.38,14
2222,49445,8,0.63,0.66,381.3,2024-02-15 17:00:00,12.5,91.0,4.0,1.0,1,0,1007.89,171.17,25.8,28.07,19.6,63.0,2.0,0.0,1.0,-1.0,1003.93,878.46,17
2227,49460,8,0.0,0.0,381.5,2024-02-15 20:00:00,11.2,95.0,3.0,3.0,1,0,1011.2,0.0,0.2,0.63,12.5,91.0,4.0,1.0,1.0,0.0,1007.89,171.17,20
2232,49520,8,4.7,5.1,3.1,2024-02-16 08:00:00,6.9,86.0,3.0,2.0,1,0,1013.71,356.57,3.1,0.0,8.6,80.0,2.0,0.0,0.0,1.0,1012.52,0.0,8
2237,49535,8,36.45,37.0,55.0,2024-02-16 11:00:00,7.5,85.0,2.0,1.0,1,0,1013.84,954.18,51.9,4.7,6.9,86.0,3.0,2.0,1.0,0.0,1013.71,356.57,11
2242,49550,8,22.88,23.34,154.8,2024-02-16 14:00:00,8.6,77.0,1.0,1.0,0,-1,1011.33,879.05,99.8,36.45,7.5,85.0,2.0,1.0,1.0,0.0,1013.84,954.18,14
2247,49565,8,6.35,6.76,216.1,2024-02-16 17:00:00,8.6,70.0,1.0,1.0,1,-1,1010.8,172.41,61.3,22.88,8.6,77.0,1.0,1.0,0.0,-1.0,1011.33,879.05,17
2252,49580,8,0.0,0.0,218.0,2024-02-16 20:00:00,8.1,73.0,2.0,0.4,1,0,1010.93,0.0,1.9,6.35,8.6,70.0,1.0,1.0,1.0,-1.0,1010.8,172.41,20
2257,49640,8,9.76,10.09,5.7,2024-02-17 08:00:00,9.0,78.0,0.0,0.0,0,1,1008.55,357.79,5.7,0.0,8.1,81.0,0.0,0.0,0.0,0.0,1007.23,0.0,8
2262,49655,8,22.43,22.77,63.0,2024-02-17 11:00:00,11.4,70.0,1.0,0.0,-1,-1,1008.16,955.0,57.3,9.76,9.0,78.0,0.0,0.0,0.0,1.0,1008.55,357.79,11
2267,49670,8,41.36,41.91,189.7,2024-02-17 14:00:00,15.9,62.0,2.0,0.0,1,-1,1004.46,879.61,126.7,22.43,11.4,70.0,1.0,0.0,-1.0,-1.0,1008.16,955.0,14
2272,49685,8,2.96,3.32,237.5,2024-02-17 17:00:00,13.4,72.0,3.0,0.0,1,1,1004.32,173.61,47.8,41.36,15.9,62.0,2.0,0.0,1.0,-1.0,1004.46,879.61,17
2277,49700,8,0.0,0.0,238.4,2024-02-17 20:00:00,13.1,84.0,1.0,0.0,1,0,1005.12,0.0,0.9,2.96,13.4,72.0,3.0,0.0,1.0,1.0,1004.32,173.61,20
2282,49760,8,16.08,16.41,10.1,2024-02-18 08:00:00,11.9,95.0,1.0,0.0,-1,-1,1004.32,359.08,10.1,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1003.0,0.0,8
2287,49775,8,71.22,72.72,139.8,2024-02-18 11:00:00,18.9,66.0,1.0,0.0,1,-1,1003.79,955.82,129.7,16.08,11.9,95.0,1.0,0.0,-1.0,-1.0,1004.32,359.08,11
2292,49790,8,80.75,81.91,341.2,2024-02-18 14:00:00,20.9,64.0,3.0,0.0,1,1,1000.23,880.12,201.4,71.22,18.9,66.0,1.0,0.0,1.0,-1.0,1003.79,955.82,14
2297,49805,8,6.12,6.34,433.7,2024-02-18 17:00:00,19.7,67.0,3.0,0.0,1,1,1000.09,174.76,92.5,80.75,20.9,64.0,3.0,0.0,1.0,1.0,1000.23,880.12,17
2302,49820,8,0.0,0.0,436.3,2024-02-18 20:00:00,16.7,78.0,3.0,0.0,1,1,1001.15,0.0,2.6,6.12,19.7,67.0,3.0,0.0,1.0,1.0,1000.09,174.76,20
2307,49880,8,26.2,26.59,10.4,2024-02-19 08:00:00,15.2,94.0,2.0,0.0,-1,-1,1003.13,360.44,10.4,0.0,14.3,95.0,2.0,0.0,-1.0,-1.0,1001.15,0.0,8
2312,49895,8,71.71,72.68,162.2,2024-02-19 11:00:00,23.3,63.0,1.0,0.0,1,-1,1003.0,956.65,151.8,26.2,15.2,94.0,2.0,0.0,-1.0,-1.0,1003.13,360.44,11
2317,49910,8,54.97,55.78,362.5,2024-02-19 14:00:00,22.8,67.0,3.0,0.0,1,0,1000.09,880.61,200.3,71.71,23.3,63.0,1.0,0.0,1.0,-1.0,1003.0,956.65,14
2322,49925,8,5.22,5.61,442.2,2024-02-19 17:00:00,18.1,84.0,3.0,0.0,1,1,999.7,175.86,79.7,54.97,22.8,67.0,3.0,0.0,1.0,0.0,1000.09,880.61,17
2327,49940,8,0.0,0.0,444.4,2024-02-19 20:00:00,16.2,92.0,3.0,0.0,1,1,1000.75,0.0,2.2,5.22,18.1,84.0,3.0,0.0,1.0,1.0,999.7,175.86,20
2332,50000,8,4.4,4.69,1.9,2024-02-20 08:00:00,13.7,99.0,1.0,0.2,1,-1,1004.98,361.86,1.9,0.0,14.7,99.0,1.0,0.2,1.0,0.0,1002.74,0.0,8
2337,50015,8,7.73,7.97,26.5,2024-02-20 11:00:00,14.0,99.0,1.0,0.2,0,-1,1005.12,957.48,24.6,4.4,13.7,99.0,1.0,0.2,1.0,-1.0,1004.98,361.86,11
2342,50030,8,23.6,23.95,90.8,2024-02-20 14:00:00,15.0,98.0,1.0,0.2,1,-1,1002.34,881.05,64.3,7.73,14.0,99.0,1.0,0.2,0.0,-1.0,1005.12,957.48,14
2347,50045,8,2.15,2.42,125.5,2024-02-20 17:00:00,13.5,96.0,2.0,0.0,1,0,1002.6,176.91,34.7,23.6,15.0,98.0,1.0,0.2,1.0,-1.0,1002.34,881.05,17
2352,50060,8,0.0,0.0,126.0,2024-02-20 20:00:00,12.5,98.0,1.0,0.0,1,-1,1004.32,0.0,0.5,2.15,13.5,96.0,2.0,0.0,1.0,0.0,1002.6,176.91,20
2357,50120,8,8.45,8.76,3.8,2024-02-21 08:00:00,13.8,98.0,0.0,0.2,1,-1,1003.13,363.34,3.8,0.0,13.1,98.0,0.0,0.2,-1.0,0.0,1001.94,0.0,8
2362,50135,8,22.75,23.1,57.1,2024-02-21 11:00:00,14.5,94.0,2.0,0.0,1,0,1002.6,958.32,53.3,8.45,13.8,98.0,0.0,0.2,1.0,-1.0,1003.13,363.34,11
2367,50150,8,13.28,13.66,120.5,2024-02-21 14:00:00,15.7,91.0,3.0,0.0,1,0,1000.09,881.45,63.4,22.75,14.5,94.0,2.0,0.0,1.0,0.0,1002.6,958.32,14
2372,50165,8,1.63,2.01,141.4,2024-02-21 17:00:00,15.3,97.0,3.0,0.0,1,0,1001.28,177.92,20.9,13.28,15.7,91.0,3.0,0.0,1.0,0.0,1000.09,881.45,17
2377,50180,8,0.0,0.0,141.8,2024-02-21 20:00:00,13.4,98.0,3.0,0.7,1,1,1004.72,0.0,0.4,1.63,15.3,97.0,3.0,0.0,1.0,0.0,1001.28,177.92,20
2382,50240,8,0.89,1.38,0.5,2024-02-22 08:00:00,8.6,98.0,2.0,5.0,1,0,1011.33,364.88,0.5,0.0,9.2,99.0,2.0,4.0,1.0,0.0,1008.16,0.0,8
2387,50255,8,4.91,5.09,25.1,2024-02-22 11:00:00,8.5,98.0,2.0,5.0,1,0,1011.46,959.15,24.6,0.89,8.6,98.0,2.0,5.0,1.0,0.0,1011.33,364.88,11
2392,50270,8,8.21,8.45,54.5,2024-02-22 14:00:00,8.0,96.0,2.0,4.0,1,1,1009.88,881.8,29.4,4.91,8.5,98.0,2.0,5.0,1.0,0.0,1011.46,959.15,14
