,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
657,39415,8,3.21,3.46,1.4,2023-12-15 08:00:00,17.0,99.0,1.0,0.0,-1,0,1003.53,347.4,1.4,0.0,16.8,98.0,1.0,0.0,-1.0,0.0,1002.34,0.0,8
662,39505,8,22.78,23.11,39.3,2023-12-15 11:00:00,18.3,97.0,1.0,0.0,0,-1,1002.74,879.53,37.9,3.21,17.0,99.0,1.0,0.0,-1.0,0.0,1003.53,347.4,11
667,39595,8,25.97,26.32,126.5,2023-12-15 14:00:00,20.5,84.0,3.0,0.0,1,0,1000.49,731.19,87.2,22.78,18.3,97.0,1.0,0.0,0.0,-1.0,1002.74,879.53,14
672,39685,8,0.0,0.13,143.8,2023-12-15 17:00:00,16.8,94.0,4.0,0.0,1,0,1003.53,2.09,17.3,25.97,20.5,84.0,3.0,0.0,1.0,0.0,1000.49,731.19,17
677,39775,8,0.0,0.0,143.8,2023-12-15 20:00:00,13.5,97.0,4.0,0.4,1,0,1006.97,0.0,0.0,0.0,16.8,94.0,4.0,0.0,1.0,0.0,1003.53,2.09,20
682,40135,8,5.22,5.61,1.7,2023-12-16 08:00:00,6.3,86.0,3.0,10.0,0,1,1015.03,345.17,1.7,0.0,7.0,81.0,2.0,7.0,-1.0,1.0,1013.05,0.0,8
687,40225,8,6.5,6.71,15.1,2023-12-16 11:00:00,6.4,78.0,3.0,9.0,-1,1,1017.01,879.04,13.4,5.22,6.3,86.0,3.0,10.0,0.0,1.0,1015.03,345.17,11
692,40315,8,5.37,5.61,40.5,2023-12-16 14:00:00,6.6,69.0,2.0,7.0,-1,1,1016.62,732.59,25.4,6.5,6.4,78.0,3.0,9.0,-1.0,1.0,1017.01,879.04,14
697,40405,8,0.0,0.07,49.9,2023-12-16 17:00:00,5.9,67.0,2.0,4.0,0,1,1018.2,2.41,9.4,5.37,6.6,69.0,2.0,7.0,-1.0,1.0,1016.62,732.59,17
702,40495,8,0.0,0.0,49.9,2023-12-16 20:00:00,5.3,61.0,2.0,0.6,-1,1,1020.19,0.0,0.0,0.0,5.9,67.0,2.0,4.0,0.0,1.0,1018.2,2.41,20
707,40855,8,11.46,11.75,3.9,2023-12-17 08:00:00,3.7,46.0,3.0,0.1,-1,1,1022.57,343.13,3.9,0.0,3.7,47.0,2.0,0.1,0.0,1.0,1020.98,0.0,8
712,40945,8,52.17,53.33,71.2,2023-12-17 11:00:00,5.1,42.0,3.0,0.0,0,1,1022.3,878.75,67.3,11.46,3.7,46.0,3.0,0.1,-1.0,1.0,1022.57,343.13,11
717,41035,8,25.09,25.47,150.5,2023-12-17 14:00:00,6.2,44.0,3.0,0.0,1,1,1019.53,734.21,79.3,52.17,5.1,42.0,3.0,0.0,0.0,1.0,1022.3,878.75,14
722,41125,8,0.48,0.83,184.5,2023-12-17 17:00:00,5.6,50.0,3.0,0.0,1,0,1019.66,2.8,34.0,25.09,6.2,44.0,3.0,0.0,1.0,1.0,1019.53,734.21,17
727,41215,8,0.0,0.0,184.5,2023-12-17 20:00:00,5.1,46.0,4.0,0.0,1,1,1020.72,0.0,0.0,0.48,5.6,50.0,3.0,0.0,1.0,0.0,1019.66,2.8,20
732,41575,8,0.75,1.38,0.3,2023-12-18 08:00:00,4.5,90.0,1.0,1.0,-1,1,1017.41,341.16,0.3,0.0,3.0,92.0,2.0,1.0,-1.0,1.0,1017.15,0.0,8
737,41665,8,4.78,5.07,12.4,2023-12-18 11:00:00,5.5,95.0,2.0,2.0,-1,0,1015.82,878.54,12.1,0.75,4.5,90.0,1.0,1.0,-1.0,1.0,1017.41,341.16,11
742,41755,8,6.69,6.98,33.4,2023-12-18 14:00:00,7.0,96.0,2.0,1.0,-1,-1,1012.65,735.91,21.0,4.78,5.5,95.0,2.0,2.0,-1.0,0.0,1015.82,878.54,14
747,41845,8,0.0,0.0,42.7,2023-12-18 17:00:00,7.6,98.0,2.0,1.0,-1,0,1012.26,3.25,9.3,6.69,7.0,96.0,2.0,1.0,-1.0,-1.0,1012.65,735.91,17
752,41935,8,0.0,0.0,42.7,2023-12-18 20:00:00,8.0,98.0,2.0,2.0,-1,0,1011.46,0.0,0.0,0.0,7.6,98.0,2.0,1.0,-1.0,0.0,1012.26,3.25,20
757,42295,8,3.37,3.57,1.2,2023-12-19 08:00:00,7.7,84.0,2.0,5.0,0,1,1012.65,339.26,1.2,0.0,8.4,89.0,1.0,5.0,0.0,1.0,1010.93,0.0,8
762,42380,8,17.1,17.44,33.1,2023-12-19 11:00:00,8.6,71.0,2.0,2.0,-1,1,1013.05,878.41,31.9,3.37,7.7,84.0,2.0,5.0,0.0,1.0,1012.65,339.26,11
767,42470,8,9.16,9.41,65.3,2023-12-19 14:00:00,7.4,81.0,5.0,0.4,-1,1,1011.59,737.7,32.2,17.1,8.6,71.0,2.0,2.0,-1.0,1.0,1013.05,878.41,14
772,42540,8,0.0,0.27,78.9,2023-12-19 17:00:00,6.5,90.0,1.0,3.0,-1,1,1013.45,3.78,13.6,9.16,7.4,81.0,5.0,0.4,-1.0,1.0,1011.59,737.7,17
777,42555,8,0.0,0.0,78.9,2023-12-19 20:00:00,6.4,89.0,2.0,3.0,-1,1,1014.9,0.0,0.0,0.0,6.5,90.0,1.0,3.0,-1.0,1.0,1013.45,3.78,20
782,42615,8,5.29,5.64,2.2,2023-12-20 08:00:00,6.7,71.0,1.0,0.5,1,1,1016.62,337.44,2.2,0.0,6.4,75.0,1.0,0.7,-1.0,1.0,1015.3,0.0,8
787,42630,8,20.87,21.2,39.4,2023-12-20 11:00:00,7.6,70.0,1.0,0.0,0,1,1017.41,878.36,37.2,5.29,6.7,71.0,1.0,0.5,1.0,1.0,1016.62,337.44,11
792,42645,8,24.56,24.93,108.5,2023-12-20 14:00:00,8.4,63.0,2.0,0.0,-1,1,1015.3,739.58,69.1,20.87,7.6,70.0,1.0,0.0,0.0,1.0,1017.41,878.36,14
797,42660,8,1.08,1.33,141.3,2023-12-20 17:00:00,7.4,61.0,1.0,0.0,-1,0,1016.22,4.39,32.8,24.56,8.4,63.0,2.0,0.0,-1.0,1.0,1015.3,739.58,17
802,42675,8,0.0,0.0,141.4,2023-12-20 20:00:00,5.4,66.0,2.0,0.0,-1,1,1017.81,0.0,0.1,1.08,7.4,61.0,1.0,0.0,-1.0,0.0,1016.22,4.39,20
807,42735,8,17.01,17.34,7.5,2023-12-21 08:00:00,3.0,42.0,3.0,0.0,0,1,1021.38,335.7,7.5,0.0,2.2,49.0,1.0,0.0,-1.0,0.0,1019.53,0.0,8
812,42750,8,68.54,69.51,150.8,2023-12-21 11:00:00,6.3,40.0,2.0,0.0,1,1,1022.04,878.39,143.3,17.01,3.0,42.0,3.0,0.0,0.0,1.0,1021.38,335.7,11
817,42765,8,50.34,51.04,348.7,2023-12-21 14:00:00,7.9,33.0,2.0,0.0,-1,0,1019.13,741.54,197.9,68.54,6.3,40.0,2.0,0.0,1.0,1.0,1022.04,878.39,14
822,42780,8,1.25,1.75,405.4,2023-12-21 17:00:00,5.2,35.0,2.0,0.0,-1,1,1020.98,5.1,56.7,50.34,7.9,33.0,2.0,0.0,-1.0,0.0,1019.13,741.54,17
827,42795,8,0.0,0.0,405.5,2023-12-21 20:00:00,2.7,41.0,3.0,0.0,0,1,1024.15,0.0,0.1,1.25,5.2,35.0,2.0,0.0,-1.0,1.0,1020.98,5.1,20
832,42855,8,20.09,20.47,9.0,2023-12-22 08:00:00,-0.3,38.0,2.0,0.0,-1,1,1027.33,334.04,9.0,0.0,-1.3,48.0,2.0,0.0,-1.0,1.0,1025.34,0.0,8
837,42870,8,72.46,73.45,166.7,2023-12-22 11:00:00,3.6,26.0,3.0,0.0,1,1,1026.67,878.5,157.7,20.09,-0.3,38.0,2.0,0.0,-1.0,1.0,1027.33,334.04,11
842,42885,8,53.35,54.03,378.0,2023-12-22 14:00:00,6.2,21.0,3.0,0.0,1,1,1024.15,743.58,211.3,72.46,3.6,26.0,3.0,0.0,1.0,1.0,1026.67,878.5,14
847,42900,8,1.42,1.74,433.3,2023-12-22 17:00:00,3.8,44.0,3.0,0.0,1,0,1024.55,5.91,55.3,53.35,6.2,21.0,3.0,0.0,1.0,1.0,1024.15,743.58,17
852,42915,8,0.0,0.0,433.4,2023-12-22 20:00:00,2.8,44.0,3.0,0.0,1,1,1025.74,0.0,0.1,1.42,3.8,44.0,3.0,0.0,1.0,0.0,1024.55,5.91,20
857,42975,8,18.59,18.93,7.3,2023-12-23 08:00:00,2.0,48.0,1.0,0.0,-1,-1,1023.76,332.46,7.3,0.0,0.0,54.0,3.0,0.0,-1.0,0.0,1024.02,0.0,8
862,42990,8,71.56,72.54,153.8,2023-12-23 11:00:00,8.0,46.0,3.0,0.0,1,1,1022.43,878.7,146.5,18.59,2.0,48.0,1.0,0.0,-1.0,-1.0,1023.76,332.46,11
867,43005,8,51.39,52.12,360.7,2023-12-23 14:00:00,11.4,47.0,3.0,0.0,0,1,1019.13,745.7,206.9,71.56,8.0,46.0,3.0,0.0,1.0,1.0,1022.43,878.7,14
872,43020,8,1.43,1.85,418.6,2023-12-23 17:00:00,10.0,57.0,1.0,0.0,1,1,1020.32,6.84,57.9,51.39,11.4,47.0,3.0,0.0,0.0,1.0,1019.13,745.7,17
877,43035,8,0.0,0.0,418.8,2023-12-23 20:00:00,8.8,62.0,3.0,0.0,1,1,1020.98,0.0,0.2,1.43,10.0,57.0,1.0,0.0,1.0,1.0,1020.32,6.84,20
882,43095,8,18.11,18.46,7.2,2023-12-24 08:00:00,5.7,44.0,3.0,0.0,1,1,1021.77,330.97,7.2,0.0,5.4,53.0,2.0,0.0,0.0,1.0,1019.79,0.0,8
887,43110,8,69.8,70.79,157.3,2023-12-24 11:00:00,10.4,25.0,4.0,0.0,1,1,1021.38,878.98,150.1,18.11,5.7,44.0,3.0,0.0,1.0,1.0,1021.77,330.97,11
892,43125,8,50.04,50.72,361.2,2023-12-24 14:00:00,13.6,19.0,3.0,0.0,1,1,1018.47,747.91,203.9,69.8,10.4,25.0,4.0,0.0,1.0,1.0,1021.38,878.98,14
897,43140,8,1.31,1.8,415.2,2023-12-24 17:00:00,7.8,53.0,3.0,0.0,1,0,1019.66,7.89,54.0,50.04,13.6,19.0,3.0,0.0,1.0,1.0,1018.47,747.91,17
902,43155,8,0.0,0.0,415.4,2023-12-24 20:00:00,5.9,63.0,1.0,0.0,-1,0,1020.19,0.0,0.2,1.31,7.8,53.0,3.0,0.0,1.0,0.0,1019.66,7.89,20
907,43215,8,18.41,18.75,8.1,2023-12-25 08:00:00,2.9,71.0,2.0,0.0,-1,0,1020.85,329.56,8.1,0.0,2.5,71.0,3.0,0.0,-1.0,0.0,1019.13,0.0,8
912,43230,8,66.89,67.77,151.2,2023-12-25 11:00:00,9.9,40.0,2.0,0.0,1,0,1020.32,879.34,143.1,18.41,2.9,71.0,2.0,0.0,-1.0,0.0,1020.85,329.56,11
917,43245,8,48.68,49.27,348.1,2023-12-25 14:00:00,10.7,42.0,3.0,0.0,1,1,1017.68,750.19,196.9,66.89,9.9,40.0,2.0,0.0,1.0,0.0,1020.32,879.34,14
922,43260,8,1.95,2.19,405.2,2023-12-25 17:00:00,8.0,53.0,2.0,0.0,1,0,1018.2,9.09,57.1,48.68,10.7,42.0,3.0,0.0,1.0,1.0,1017.68,750.19,17
927,43275,8,0.0,0.0,405.4,2023-12-25 20:00:00,5.7,71.0,1.0,0.0,1,1,1019.39,0.0,0.2,1.95,8.0,53.0,2.0,0.0,1.0,0.0,1018.2,9.09,20
932,43335,8,18.78,19.12,7.3,2023-12-26 08:00:00,3.9,78.0,1.0,0.0,-1,-1,1018.6,328.25,7.3,0.0,2.8,81.0,3.0,0.0,-1.0,0.0,1017.68,0.0,8
937,43350,8,28.87,29.27,114.4,2023-12-26 11:00:00,9.8,56.0,2.0,0.0,-1,-1,1017.81,879.78,107.1,18.78,3.9,78.0,1.0,0.0,-1.0,-1.0,1018.6,328.25,11
942,43365,8,50.05,50.77,285.8,2023-12-26 14:00:00,15.4,47.0,1.0,0.0,0,-1,1014.24,752.54,171.4,28.87,9.8,56.0,2.0,0.0,-1.0,-1.0,1017.81,879.78,14
947,43380,8,1.21,1.67,342.7,2023-12-26 17:00:00,12.4,62.0,2.0,0.0,1,0,1014.24,10.43,56.9,50.05,15.4,47.0,1.0,0.0,0.0,-1.0,1014.24,752.54,17
952,43395,8,0.0,0.0,342.9,2023-12-26 20:00:00,9.5,74.0,0.0,0.0,0,1,1015.56,0.0,0.2,1.21,12.4,62.0,2.0,0.0,1.0,0.0,1014.24,10.43,20
957,43455,8,14.83,15.13,6.1,2023-12-27 08:00:00,8.9,82.0,2.0,0.0,-1,0,1015.56,327.03,6.1,0.0,8.8,80.0,2.0,0.0,-1.0,0.0,1013.84,0.0,8
962,43470,8,62.62,63.5,127.7,2023-12-27 11:00:00,15.5,59.0,1.0,0.0,-1,-1,1015.3,880.3,121.6,14.83,8.9,82.0,2.0,0.0,-1.0,0.0,1015.56,327.03,11
967,43485,8,47.9,48.5,308.2,2023-12-27 14:00:00,18.2,58.0,3.0,0.0,1,0,1012.65,754.97,180.5,62.62,15.5,59.0,1.0,0.0,-1.0,-1.0,1015.3,880.3,14
972,43500,8,1.35,1.59,361.2,2023-12-27 17:00:00,14.8,72.0,2.0,0.0,1,0,1012.65,11.93,53.0,47.9,18.2,58.0,3.0,0.0,1.0,0.0,1012.65,754.97,17
977,43515,8,0.0,0.0,361.4,2023-12-27 20:00:00,12.2,85.0,0.0,0.0,0,0,1013.97,0.0,0.2,1.35,14.8,72.0,2.0,0.0,1.0,0.0,1012.65,11.93,20
982,43575,8,3.66,3.97,1.8,2023-12-28 08:00:00,9.7,94.0,3.0,0.0,-1,0,1014.24,325.9,1.8,0.0,10.1,92.0,3.0,0.0,-1.0,0.0,1012.52,0.0,8
987,43590,8,63.39,64.23,77.4,2023-12-28 11:00:00,15.2,74.0,2.0,0.0,-1,-1,1013.97,880.91,75.6,3.66,9.7,94.0,3.0,0.0,-1.0,0.0,1014.24,325.9,11
992,43605,8,49.26,49.98,266.8,2023-12-28 14:00:00,19.0,62.0,2.0,0.0,1,-1,1011.46,757.47,189.4,63.39,15.2,74.0,2.0,0.0,-1.0,-1.0,1013.97,880.91,14
997,43620,8,1.61,1.98,319.4,2023-12-28 17:00:00,14.7,81.0,2.0,0.0,1,0,1012.26,13.6,52.6,49.26,19.0,62.0,2.0,0.0,1.0,-1.0,1011.46,757.47,17
1002,43630,8,0.0,0.0,319.7,2023-12-28 20:00:00,13.2,86.0,2.0,0.0,1,0,1014.64,0.0,0.3,1.61,14.7,81.0,2.0,0.0,1.0,0.0,1012.26,13.6,20
1007,43660,8,13.18,13.46,6.0,2023-12-29 08:00:00,10.9,94.0,1.0,0.0,1,1,1014.24,324.86,6.0,0.0,12.3,86.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1012,-1,8,57.62,58.43,126.1,2023-12-29 11:00:00,15.0,70.0,1.0,0.0,1,-1,1013.84,881.6,120.1,13.18,10.9,94.0,1.0,0.0,1.0,1.0,1014.24,324.86,11
1017,43680,8,44.19,44.86,300.1,2023-12-29 14:00:00,16.7,64.0,2.0,0.0,1,-1,1010.67,760.04,174.0,57.62,15.0,70.0,1.0,0.0,1.0,-1.0,1013.84,881.6,14
1022,43695,8,1.2,1.6,350.4,2023-12-29 17:00:00,13.0,75.0,2.0,0.0,1,0,1010.27,15.45,50.3,44.19,16.7,64.0,2.0,0.0,1.0,-1.0,1010.67,760.04,17
1027,43710,8,0.0,0.0,350.5,2023-12-29 20:00:00,11.3,88.0,1.0,0.0,0,-1,1011.46,0.0,0.1,1.2,13.0,75.0,2.0,0.0,1.0,0.0,1010.27,15.45,20
1032,43770,8,15.93,16.23,7.5,2023-12-30 08:00:00,9.3,95.0,3.0,0.0,-1,0,1006.57,323.93,7.5,0.0,9.0,95.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1037,43785,8,60.72,61.58,137.6,2023-12-30 11:00:00,15.5,68.0,2.0,0.0,-1,-1,1005.91,882.37,130.1,15.93,9.3,95.0,3.0,0.0,-1.0,0.0,1006.57,323.93,11
1042,43800,8,21.86,22.21,301.9,2023-12-30 14:00:00,17.4,56.0,3.0,0.0,1,0,1002.74,762.68,164.3,60.72,15.5,68.0,2.0,0.0,-1.0,-1.0,1005.91,882.37,14
1047,43815,8,0.84,1.27,348.9,2023-12-30 17:00:00,14.8,66.0,2.0,0.0,1,-1,1003.53,17.48,47.0,21.86,17.4,56.0,3.0,0.0,1.0,0.0,1002.74,762.68,17
1052,43830,8,0.0,0.0,349.0,2023-12-30 20:00:00,12.7,79.0,1.0,0.0,-1,1,1004.72,0.0,0.1,0.84,14.8,66.0,2.0,0.0,1.0,-1.0,1003.53,17.48,20
1057,43890,8,12.86,13.14,5.8,2023-12-31 08:00:00,11.4,94.0,1.0,0.0,-1,0,1009.48,323.09,5.8,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1005.91,0.0,8
1062,43905,8,55.84,56.53,121.3,2023-12-31 11:00:00,16.6,68.0,1.0,0.0,1,-1,1010.27,883.22,115.5,12.86,11.4,94.0,1.0,0.0,-1.0,0.0,1009.48,323.09,11
1067,43920,8,39.86,40.39,284.0,2023-12-31 14:00:00,16.2,66.0,3.0,0.0,1,-1,1008.69,765.38,162.7,55.84,16.6,68.0,1.0,0.0,1.0,-1.0,1010.27,883.22,14
1072,43935,8,1.33,1.76,337.8,2023-12-31 17:00:00,13.0,52.0,3.0,0.0,1,0,1010.8,19.69,53.8,39.86,16.2,66.0,3.0,0.0,1.0,-1.0,1008.69,765.38,17
1077,43950,8,0.0,0.0,337.9,2023-12-31 20:00:00,10.9,67.0,3.0,0.0,1,0,1013.18,0.0,0.1,1.33,13.0,52.0,3.0,0.0,1.0,0.0,1010.8,19.69,20
1082,44010,8,8.64,8.99,4.6,2024-01-01 08:00:00,7.9,65.0,2.0,0.0,1,1,1015.82,322.36,4.6,0.0,8.1,71.0,2.0,0.0,1.0,-1.0,1013.97,0.0,8
1087,44025,8,59.69,60.48,98.2,2024-01-01 11:00:00,11.6,51.0,2.0,0.0,1,1,1015.43,884.15,93.6,8.64,7.9,65.0,2.0,0.0,1.0,1.0,1015.82,322.36,11
1092,44040,8,45.81,46.38,276.8,2024-01-01 14:00:00,13.6,51.0,2.0,0.0,1,0,1012.52,768.14,178.6,59.69,11.6,51.0,2.0,0.0,1.0,1.0,1015.43,884.15,14
1097,44055,8,1.37,1.86,328.7,2024-01-01 17:00:00,10.4,71.0,1.0,0.0,1,-1,1012.12,22.09,51.9,45.81,13.6,51.0,2.0,0.0,1.0,0.0,1012.52,768.14,17
1102,44070,8,0.0,0.0,328.9,2024-01-01 20:00:00,8.9,79.0,2.0,0.0,1,1,1013.05,0.0,0.2,1.37,10.4,71.0,1.0,0.0,1.0,-1.0,1012.12,22.09,20
1107,44130,8,17.16,17.49,7.3,2024-01-02 08:00:00,6.3,89.0,2.0,0.0,-1,0,1011.07,321.72,7.3,0.0,5.7,90.0,2.0,0.0,-1.0,0.0,1010.93,0.0,8
1112,44145,8,63.17,63.96,143.3,2024-01-02 11:00:00,13.4,56.0,0.0,0.0,1,0,1010.27,885.16,136.0,17.16,6.3,89.0,2.0,0.0,-1.0,0.0,1011.07,321.72,11
1117,44160,8,46.91,47.57,326.1,2024-01-02 14:00:00,16.1,51.0,2.0,0.0,1,-1,1006.31,770.97,182.8,63.17,13.4,56.0,0.0,0.0,1.0,0.0,1010.27,885.16,14
1122,44165,8,0.21,0.64,378.3,2024-01-02 17:00:00,12.5,70.0,3.0,0.0,1,0,1006.7,24.69,52.2,46.91,16.1,51.0,2.0,0.0,1.0,-1.0,1006.31,770.97,17
1127,44180,8,0.0,0.0,378.4,2024-01-02 20:00:00,12.2,74.0,1.0,0.0,-1,0,1007.76,0.0,0.1,0.21,12.5,70.0,3.0,0.0,1.0,0.0,1006.7,24.69,20
1132,44240,8,12.4,12.67,2.8,2024-01-03 08:00:00,11.3,66.0,2.0,0.8,-1,0,1010.54,321.19,2.8,0.0,11.0,79.0,2.0,0.8,0.0,1.0,1007.76,0.0,8
1137,44255,8,59.58,61.71,99.0,2024-01-03 11:00:00,12.8,53.0,4.0,0.7,-1,1,1011.59,886.25,96.2,12.4,11.3,66.0,2.0,0.8,-1.0,0.0,1010.54,321.19,11
1142,44270,8,47.99,48.58,277.9,2024-01-03 14:00:00,15.7,38.0,2.0,0.0,-1,1,1010.14,773.85,178.9,59.58,12.8,53.0,4.0,0.7,-1.0,1.0,1011.59,886.25,14
1147,44285,8,1.23,1.72,332.0,2024-01-03 17:00:00,13.5,34.0,3.0,0.0,-1,1,1011.59,27.47,54.1,47.99,15.7,38.0,2.0,0.0,-1.0,1.0,1010.14,773.85,17
1152,44300,8,0.0,0.0,332.1,2024-01-03 20:00:00,11.0,44.0,3.0,0.0,-1,1,1012.78,0.0,0.1,1.23,13.5,34.0,3.0,0.0,-1.0,1.0,1011.59,27.47,20
1157,44360,8,16.49,16.89,7.6,2024-01-04 08:00:00,5.6,76.0,1.0,0.0,-1,0,1013.71,320.76,7.6,0.0,5.3,77.0,2.0,0.0,-1.0,0.0,1012.12,0.0,8
1162,44375,8,64.74,65.58,144.1,2024-01-04 11:00:00,11.8,42.0,2.0,0.0,1,-1,1013.45,887.42,136.5,16.49,5.6,76.0,1.0,0.0,-1.0,0.0,1013.71,320.76,11
1167,44390,8,51.62,52.27,338.6,2024-01-04 14:00:00,13.3,31.0,2.0,0.0,1,-1,1010.27,776.79,194.5,64.74,11.8,42.0,2.0,0.0,1.0,-1.0,1013.45,887.42,14
1172,44405,8,1.68,2.0,393.7,2024-01-04 17:00:00,11.1,45.0,2.0,0.0,1,0,1010.14,30.44,55.1,51.62,13.3,31.0,2.0,0.0,1.0,-1.0,1010.27,776.79,17
1177,44420,8,0.0,0.0,394.0,2024-01-04 20:00:00,8.7,64.0,0.0,0.0,0,1,1011.46,0.0,0.3,1.68,11.1,45.0,2.0,0.0,1.0,0.0,1010.14,30.44,20
1182,44480,8,9.9,10.15,4.4,2024-01-05 08:00:00,9.0,65.0,2.0,0.0,-1,0,1009.88,320.44,4.4,0.0,7.3,70.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1187,44495,8,47.01,47.6,108.1,2024-01-05 11:00:00,14.2,54.0,3.0,0.0,-1,-1,1009.21,888.67,103.7,9.9,9.0,65.0,2.0,0.0,-1.0,0.0,1009.88,320.44,11
1192,44510,8,30.43,30.87,199.0,2024-01-05 14:00:00,18.2,50.0,1.0,0.0,-1,-1,1006.31,779.78,90.9,47.01,14.2,54.0,3.0,0.0,-1.0,-1.0,1009.21,888.67,14
1197,44525,8,1.43,1.86,238.2,2024-01-05 17:00:00,15.9,60.0,1.0,0.0,1,0,1006.7,33.6,39.2,30.43,18.2,50.0,1.0,0.0,-1.0,-1.0,1006.31,779.78,17
1202,44540,8,0.0,0.0,238.4,2024-01-05 20:00:00,13.1,67.0,0.0,0.0,-1,1,1009.08,0.0,0.2,1.43,15.9,60.0,1.0,0.0,1.0,0.0,1006.7,33.6,20
1207,44600,8,10.81,11.05,3.7,2024-01-06 08:00:00,10.5,69.0,2.0,0.0,-1,0,1010.14,320.22,3.7,0.0,10.2,71.0,2.0,0.0,-1.0,-1.0,1008.69,0.0,8
1212,44615,8,20.5,20.8,63.2,2024-01-06 11:00:00,14.9,58.0,1.0,0.0,-1,-1,1010.67,889.99,59.5,10.81,10.5,69.0,2.0,0.0,-1.0,0.0,1010.14,320.22,11
1217,44630,8,31.92,32.36,177.2,2024-01-06 14:00:00,18.3,44.0,2.0,0.0,1,0,1008.03,782.82,114.0,20.5,14.9,58.0,1.0,0.0,-1.0,-1.0,1010.67,889.99,14
1222,44645,8,1.47,1.91,228.2,2024-01-06 17:00:00,13.1,70.0,2.0,0.0,1,1,1009.21,36.93,51.0,31.92,18.3,44.0,2.0,0.0,1.0,0.0,1008.03,782.82,17
1227,44660,8,0.0,0.0,228.4,2024-01-06 20:00:00,11.3,77.0,2.0,0.0,1,0,1011.33,0.0,0.2,1.47,13.1,70.0,2.0,0.0,1.0,1.0,1009.21,36.93,20
1232,44720,8,10.38,10.63,4.4,2024-01-07 08:00:00,7.8,93.0,1.0,0.0,-1,-1,1015.43,320.11,4.4,0.0,7.6,94.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1237,44735,8,51.75,52.46,100.3,2024-01-07 11:00:00,13.2,63.0,1.0,0.0,1,0,1015.43,891.39,95.9,10.38,7.8,93.0,1.0,0.0,-1.0,-1.0,1015.43,320.11,11
1242,44750,8,36.9,37.52,246.9,2024-01-07 14:00:00,13.5,61.0,2.0,0.0,1,0,1013.18,785.9,146.6,51.75,13.2,63.0,1.0,0.0,1.0,0.0,1015.43,891.39,14
1247,44765,8,1.32,1.61,297.5,2024-01-07 17:00:00,10.7,71.0,3.0,0.0,1,0,1014.24,40.44,50.6,36.9,13.5,61.0,2.0,0.0,1.0,0.0,1013.18,785.9,17
1252,44780,8,0.0,0.0,297.7,2024-01-07 20:00:00,9.3,72.0,2.0,0.0,1,0,1015.43,0.0,0.2,1.32,10.7,71.0,3.0,0.0,1.0,0.0,1014.24,40.44,20
1257,44840,8,6.15,6.41,2.3,2024-01-08 08:00:00,7.8,72.0,2.0,0.0,1,1,1013.84,320.1,2.3,0.0,7.8,76.0,1.0,0.0,1.0,1.0,1013.84,0.0,8
1262,44855,8,9.66,10.0,26.9,2024-01-08 11:00:00,9.2,69.0,1.0,0.0,-1,0,1012.78,892.86,24.6,6.15,7.8,72.0,2.0,0.0,1.0,1.0,1013.84,320.1,11
1267,44870,8,6.21,6.49,47.4,2024-01-08 14:00:00,9.4,76.0,1.0,0.0,-1,0,1010.4,789.03,20.5,9.66,9.2,69.0,1.0,0.0,-1.0,0.0,1012.78,892.86,14
1272,44885,8,0.0,0.14,55.0,2024-01-08 17:00:00,9.4,79.0,1.0,0.1,-1,0,1010.01,44.1,7.6,6.21,9.4,76.0,1.0,0.0,-1.0,0.0,1010.4,789.03,17
1277,44900,8,0.0,0.0,55.0,2024-01-08 20:00:00,9.6,77.0,3.0,0.1,-1,0,1010.27,0.0,0.0,0.0,9.4,79.0,1.0,0.1,-1.0,0.0,1010.01,44.1,20
1282,44960,8,8.59,8.84,2.2,2024-01-09 08:00:00,10.4,79.0,2.0,0.0,-1,0,1007.5,320.2,2.2,0.0,10.0,80.0,2.0,0.0,-1.0,0.0,1007.5,0.0,8
1287,44975,8,58.2,58.94,112.3,2024-01-09 11:00:00,16.2,61.0,2.0,0.0,-1,-1,1006.44,894.41,110.1,8.59,10.4,79.0,2.0,0.0,-1.0,0.0,1007.5,320.2,11
1292,44990,8,50.58,51.24,271.1,2024-01-09 14:00:00,18.4,57.0,2.0,0.0,1,0,1003.66,792.2,158.8,58.2,16.2,61.0,2.0,0.0,-1.0,-1.0,1006.44,894.41,14
1297,45005,8,0.88,1.32,324.3,2024-01-09 17:00:00,13.5,76.0,2.0,0.0,1,0,1004.19,47.92,53.2,50.58,18.4,57.0,2.0,0.0,1.0,0.0,1003.66,792.2,17
1302,45020,8,0.0,0.0,324.5,2024-01-09 20:00:00,12.1,84.0,0.0,0.0,0,0,1006.31,0.0,0.2,0.88,13.5,76.0,2.0,0.0,1.0,0.0,1004.19,47.92,20
1307,45080,8,7.01,7.38,3.8,2024-01-10 08:00:00,13.1,58.0,1.0,0.0,-1,1,1009.61,320.41,3.8,0.0,11.2,89.0,1.0,0.0,0.0,1.0,1007.63,0.0,8
