,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p)
1640,43678,6,48.41,49.02,296.6,16.7,64.0,2.0,0,1,-1,760.0411290084245,1010.67
1641,43679,7,48.76,49.37,299.5,16.7,64.0,2.0,0,1,-1,760.0411290084245,1010.67
1642,43680,8,44.19,44.86,300.1,16.7,64.0,2.0,0,1,-1,760.0411290084245,1010.67
1643,43681,9,56.75,57.58,364.4,16.7,64.0,2.0,0,1,-1,760.0411290084245,1010.67
1644,43682,10,44.7,45.27,256.3,16.7,64.0,2.0,0,1,-1,760.0411290084245,1010.67
1645,43693,6,1.09,1.32,364.2,13.0,75.0,2.0,0,1,0,15.448186574368279,1010.27
1646,43694,7,1.14,1.5,367.6,13.0,75.0,2.0,0,1,0,15.448186574368279,1010.27
1647,43695,8,1.2,1.6,350.4,13.0,75.0,2.0,0,1,0,15.448186574368279,1010.27
1648,43696,9,1.53,1.94,441.0,13.0,75.0,2.0,0,1,0,15.448186574368279,1010.27
1649,43697,10,1.17,1.41,322.0,13.0,75.0,2.0,0,1,0,15.448186574368279,1010.27
1670,43768,6,12.37,12.63,5.8,9.3,95.0,3.0,0,-1,0,323.928583601629,1006.57
1671,43769,7,13.53,13.81,6.2,9.3,95.0,3.0,0,-1,0,323.928583601629,1006.57
1672,43770,8,15.93,16.23,7.5,9.3,95.0,3.0,0,-1,0,323.928583601629,1006.57
1673,43771,9,16.83,17.16,7.3,9.3,95.0,3.0,0,-1,0,323.928583601629,1006.57
1674,43772,10,9.43,9.69,4.7,9.3,95.0,3.0,0,-1,0,323.928583601629,1006.57
1675,43783,6,60.36,61.12,130.8,15.5,68.0,2.0,0,-1,-1,882.368211274926,1005.91
1676,43784,7,61.21,61.99,133.4,15.5,68.0,2.0,0,-1,-1,882.368211274926,1005.91
1677,43785,8,60.72,61.58,137.6,15.5,68.0,2.0,0,-1,-1,882.368211274926,1005.91
1678,43786,9,74.95,75.93,169.9,15.5,68.0,2.0,0,-1,-1,882.368211274926,1005.91
1679,43787,10,50.63,51.37,103.0,15.5,68.0,2.0,0,-1,-1,882.368211274926,1005.91
1680,43798,6,22.02,22.38,294.6,17.4,56.0,3.0,0,1,0,762.6781022472561,1002.74
1681,43799,7,25.79,26.14,300.9,17.4,56.0,3.0,0,1,0,762.6781022472561,1002.74
1682,43800,8,21.86,22.21,301.9,17.4,56.0,3.0,0,1,0,762.6781022472561,1002.74
1683,43801,9,28.13,28.5,370.5,17.4,56.0,3.0,0,1,0,762.6781022472561,1002.74
1684,43802,10,22.53,22.89,248.2,17.4,56.0,3.0,0,1,0,762.6781022472561,1002.74
1685,43813,6,0.88,1.33,349.7,14.8,66.0,2.0,0,1,-1,17.475106587587213,1003.53
1686,43814,7,1.11,1.42,355.1,14.8,66.0,2.0,0,1,-1,17.475106587587213,1003.53
1687,43815,8,0.84,1.27,348.9,14.8,66.0,2.0,0,1,-1,17.475106587587213,1003.53
1688,43816,9,1.4,1.83,431.8,14.8,66.0,2.0,0,1,-1,17.475106587587213,1003.53
1689,43817,10,1.12,1.42,301.2,14.8,66.0,2.0,0,1,-1,17.475106587587213,1003.53
1710,43888,6,11.48,11.82,5.4,11.4,94.0,1.0,0,-1,0,323.091918889752,1009.48
1711,43889,7,11.62,11.87,5.2,11.4,94.0,1.0,0,-1,0,323.091918889752,1009.48
1712,43890,8,12.86,13.14,5.8,11.4,94.0,1.0,0,-1,0,323.091918889752,1009.48
1713,43891,9,15.53,15.84,7.1,11.4,94.0,1.0,0,-1,0,323.091918889752,1009.48
1714,43892,10,9.39,9.62,4.7,11.4,94.0,1.0,0,-1,0,323.091918889752,1009.48
1715,43903,6,56.46,57.16,118.9,16.6,68.0,1.0,0,1,-1,883.2190367986299,1010.27
1716,43904,7,55.96,56.66,121.9,16.6,68.0,1.0,0,1,-1,883.2190367986299,1010.27
1717,43905,8,55.84,56.53,121.3,16.6,68.0,1.0,0,1,-1,883.2190367986299,1010.27
1718,43906,9,68.9,69.78,155.2,16.6,68.0,1.0,0,1,-1,883.2190367986299,1010.27
1719,43907,10,47.76,48.35,96.7,16.6,68.0,1.0,0,1,-1,883.2190367986299,1010.27
1720,43918,6,42.4,43.07,281.8,16.2,66.0,3.0,0,1,-1,765.3800377442212,1008.69
1721,43919,7,42.41,42.96,285.6,16.2,66.0,3.0,0,1,-1,765.3800377442212,1008.69
1722,43920,8,39.86,40.39,284.0,16.2,66.0,3.0,0,1,-1,765.3800377442212,1008.69
1723,43921,9,49.2,49.82,346.0,16.2,66.0,3.0,0,1,-1,765.3800377442212,1008.69
1724,43922,10,39.62,40.14,242.4,16.2,66.0,3.0,0,1,-1,765.3800377442212,1008.69
1725,43933,6,1.26,1.93,344.6,13.0,52.0,3.0,0,1,0,19.688598836987754,1010.8
1726,43934,7,1.22,1.6,349.1,13.0,52.0,3.0,0,1,0,19.688598836987754,1010.8
1727,43935,8,1.33,1.76,337.8,13.0,52.0,3.0,0,1,0,19.688598836987754,1010.8
1728,43936,9,1.35,1.72,417.7,13.0,52.0,3.0,0,1,0,19.688598836987754,1010.8
1729,43937,10,1.55,2.05,303.6,13.0,52.0,3.0,0,1,0,19.688598836987754,1010.8
1750,44008,6,8.7,9.21,4.6,7.9,65.0,2.0,0,1,1,322.3555314498806,1015.82
1751,44009,7,8.94,9.32,4.8,7.9,65.0,2.0,0,1,1,322.3555314498806,1015.82
1752,44010,8,8.64,8.99,4.6,7.9,65.0,2.0,0,1,1,322.3555314498806,1015.82
1753,44011,9,9.41,9.65,5.1,7.9,65.0,2.0,0,1,1,322.3555314498806,1015.82
1754,44012,10,8.7,9.01,4.5,7.9,65.0,2.0,0,1,1,322.3555314498806,1015.82
1755,44023,6,55.85,56.56,98.3,11.6,51.0,2.0,0,1,1,884.1503723099995,1015.43
1756,44024,7,57.24,58.19,97.6,11.6,51.0,2.0,0,1,1,884.1503723099995,1015.43
1757,44025,8,59.69,60.48,98.2,11.6,51.0,2.0,0,1,1,884.1503723099995,1015.43
1758,44026,9,57.12,58.16,117.9,11.6,51.0,2.0,0,1,1,884.1503723099995,1015.43
1759,44027,10,48.83,49.46,88.9,11.6,51.0,2.0,0,1,1,884.1503723099995,1015.43
1760,44038,6,49.59,50.22,276.6,13.6,51.0,2.0,0,1,0,768.1445718858434,1012.52
1761,44039,7,50.32,51.14,277.7,13.6,51.0,2.0,0,1,0,768.1445718858434,1012.52
1762,44040,8,45.81,46.38,276.8,13.6,51.0,2.0,0,1,0,768.1445718858434,1012.52
1763,44041,9,57.83,58.58,333.4,13.6,51.0,2.0,0,1,0,768.1445718858434,1012.52
1764,44042,10,46.49,47.09,244.7,13.6,51.0,2.0,0,1,0,768.1445718858434,1012.52
1765,44053,6,1.48,1.94,345.2,10.4,71.0,1.0,0,1,-1,22.091713157095846,1012.12
1766,44054,7,1.63,1.79,346.9,10.4,71.0,1.0,0,1,-1,22.091713157095846,1012.12
1767,44055,8,1.37,1.86,328.7,10.4,71.0,1.0,0,1,-1,22.091713157095846,1012.12
1768,44056,9,1.56,2.07,410.8,10.4,71.0,1.0,0,1,-1,22.091713157095846,1012.12
1769,44057,10,1.77,2.17,311.9,10.4,71.0,1.0,0,1,-1,22.091713157095846,1012.12
1790,44128,6,12.66,13.0,5.5,6.3,89.0,2.0,0,-1,0,321.7207105019146,1011.07
1791,44129,7,14.84,15.24,6.4,6.3,89.0,2.0,0,-1,0,321.7207105019146,1011.07
1792,44130,8,17.16,17.49,7.3,6.3,89.0,2.0,0,-1,0,321.7207105019146,1011.07
1793,44131,9,17.52,17.87,7.1,6.3,89.0,2.0,0,-1,0,321.7207105019146,1011.07
1794,44132,10,8.17,8.46,4.1,6.3,89.0,2.0,0,-1,0,321.7207105019146,1011.07
1795,44143,6,62.54,63.33,131.8,13.4,56.0,0.0,0,1,0,885.1616034322795,1010.27
1796,44144,7,63.94,64.8,141.0,13.4,56.0,0.0,0,1,0,885.1616034322795,1010.27
1797,44145,8,63.17,63.96,143.3,13.4,56.0,0.0,0,1,0,885.1616034322795,1010.27
1798,44146,9,77.27,78.32,178.8,13.4,56.0,0.0,0,1,0,885.1616034322795,1010.27
1799,44147,10,52.46,53.12,104.7,13.4,56.0,0.0,0,1,0,885.1616034322795,1010.27
1800,44158,6,49.76,50.38,318.8,16.1,51.0,2.0,0,1,-1,770.9692532679336,1006.31
1801,44159,7,50.08,50.72,324.8,16.1,51.0,2.0,0,1,-1,770.9692532679336,1006.31
1802,44160,8,46.91,47.57,326.1,16.1,51.0,2.0,0,1,-1,770.9692532679336,1006.31
1803,44161,9,57.87,58.61,403.8,16.1,51.0,2.0,0,1,-1,770.9692532679336,1006.31
1804,44162,10,45.67,46.32,268.3,16.1,51.0,2.0,0,1,-1,770.9692532679336,1006.31
1805,44163,6,0.25,0.63,389.5,12.5,70.0,3.0,0,1,0,24.68570243637781,1006.7
1806,44164,7,0.24,0.57,395.5,12.5,70.0,3.0,0,1,0,24.68570243637781,1006.7
1807,44165,8,0.21,0.64,378.3,12.5,70.0,3.0,0,1,0,24.68570243637781,1006.7
1808,44166,9,0.24,0.71,483.3,12.5,70.0,3.0,0,1,0,24.68570243637781,1006.7
1809,44167,10,0.3,0.71,335.7,12.5,70.0,3.0,0,1,0,24.68570243637781,1006.7
1830,44238,6,9.6,9.87,3.1,11.3,66.0,2.0,0.8,-1,0,321.1886068541709,1010.54
1831,44239,7,10.42,10.66,3.4,11.3,66.0,2.0,0.8,-1,0,321.1886068541709,1010.54
1832,44240,8,12.4,12.67,2.8,11.3,66.0,2.0,0.8,-1,0,321.1886068541709,1010.54
1833,44241,9,14.33,14.65,4.1,11.3,66.0,2.0,0.8,-1,0,321.1886068541709,1010.54
1834,44242,10,7.72,7.97,2.8,11.3,66.0,2.0,0.8,-1,0,321.1886068541709,1010.54
1835,44253,6,46.73,47.32,96.8,12.8,53.0,4.0,0.7,-1,1,886.2520185504272,1011.59
1836,44254,7,65.41,67.89,101.1,12.8,53.0,4.0,0.7,-1,1,886.2520185504272,1011.59
1837,44255,8,59.58,61.71,99.0,12.8,53.0,4.0,0.7,-1,1,886.2520185504272,1011.59
1838,44256,9,74.37,75.44,136.8,12.8,53.0,4.0,0.7,-1,1,886.2520185504272,1011.59
1839,44257,10,55.36,60.06,81.1,12.8,53.0,4.0,0.7,-1,1,886.2520185504272,1011.59
1840,44268,6,51.69,52.36,273.4,15.7,38.0,2.0,0,-1,1,773.8515442747669,1010.14
1841,44269,7,52.32,53.04,278.3,15.7,38.0,2.0,0,-1,1,773.8515442747669,1010.14
1842,44270,8,47.99,48.58,277.9,15.7,38.0,2.0,0,-1,1,773.8515442747669,1010.14
1843,44271,9,63.84,64.75,364.0,15.7,38.0,2.0,0,-1,1,773.8515442747669,1010.14
1844,44272,10,47.83,48.47,239.1,15.7,38.0,2.0,0,-1,1,773.8515442747669,1010.14
1845,44283,6,1.67,2.12,349.9,13.5,34.0,3.0,0,-1,1,27.469988204695586,1011.59
1846,44284,7,1.41,1.69,354.3,13.5,34.0,3.0,0,-1,1,27.469988204695586,1011.59
1847,44285,8,1.23,1.72,332.0,13.5,34.0,3.0,0,-1,1,27.469988204695586,1011.59
1848,44286,9,1.76,2.1,456.6,13.5,34.0,3.0,0,-1,1,27.469988204695586,1011.59
1849,44287,10,1.82,2.21,311.2,13.5,34.0,3.0,0,-1,1,27.469988204695586,1011.59
1870,44358,6,11.78,12.14,5.1,5.6,76.0,1.0,0,-1,0,320.76022766495356,1013.71
1871,44359,7,14.59,14.9,6.7,5.6,76.0,1.0,0,-1,0,320.76022766495356,1013.71
1872,44360,8,16.49,16.89,7.6,5.6,76.0,1.0,0,-1,0,320.76022766495356,1013.71
1873,44361,9,18.36,18.71,7.8,5.6,76.0,1.0,0,-1,0,320.76022766495356,1013.71
1874,44362,10,8.36,8.67,4.1,5.6,76.0,1.0,0,-1,0,320.76022766495356,1013.71
1875,44373,6,62.84,63.73,136.6,11.8,42.0,2.0,0,1,-1,887.4208078485815,1013.45
1876,44374,7,65.1,65.94,140.9,11.8,42.0,2.0,0,1,-1,887.4208078485815,1013.45
1877,44375,8,64.74,65.58,144.1,11.8,42.0,2.0,0,1,-1,887.4208078485815,1013.45
1878,44376,9,83.9,84.98,189.6,11.8,42.0,2.0,0,1,-1,887.4208078485815,1013.45
1879,44377,10,53.31,53.99,106.8,11.8,42.0,2.0,0,1,-1,887.4208078485815,1013.45
1880,44388,6,54.89,55.61,327.4,13.3,31.0,2.0,0,1,-1,776.7888217226109,1010.27
1881,44389,7,55.14,55.86,337.0,13.3,31.0,2.0,0,1,-1,776.7888217226109,1010.27
1882,44390,8,51.62,52.27,338.6,13.3,31.0,2.0,0,1,-1,776.7888217226109,1010.27
1883,44391,9,68.16,69.1,435.8,13.3,31.0,2.0,0,1,-1,776.7888217226109,1010.27
1884,44392,10,49.86,50.51,273.4,13.3,31.0,2.0,0,1,-1,776.7888217226109,1010.27
1885,44403,6,1.76,2.11,407.5,11.1,45.0,2.0,0,1,0,30.442173957174028,1010.14
1886,44404,7,1.93,2.18,415.1,11.1,45.0,2.0,0,1,0,30.442173957174028,1010.14
1887,44405,8,1.68,2.0,393.7,11.1,45.0,2.0,0,1,0,30.442173957174028,1010.14
1888,44406,9,2.01,2.36,531.3,11.1,45.0,2.0,0,1,0,30.442173957174028,1010.14
1889,44407,10,1.88,2.22,349.4,11.1,45.0,2.0,0,1,0,30.442173957174028,1010.14
1910,44478,6,10.27,10.53,4.4,9.0,65.0,2.0,0,-1,0,320.43643599686584,1009.88
1911,44479,7,10.72,11.02,4.6,9.0,65.0,2.0,0,-1,0,320.43643599686584,1009.88
1912,44480,8,9.9,10.15,4.4,9.0,65.0,2.0,0,-1,0,320.43643599686584,1009.88
1913,44481,9,13.72,14.03,5.5,9.0,65.0,2.0,0,-1,0,320.43643599686584,1009.88
1914,44482,10,9.72,10.06,4.3,9.0,65.0,2.0,0,-1,0,320.43643599686584,1009.88
1915,44493,6,45.2,45.98,105.6,14.2,54.0,3.0,0,-1,-1,888.6670641346836,1009.21
1916,44494,7,47.72,48.31,108.8,14.2,54.0,3.0,0,-1,-1,888.6670641346836,1009.21
1917,44495,8,47.01,47.6,108.1,14.2,54.0,3.0,0,-1,-1,888.6670641346836,1009.21
1918,44496,9,47.99,48.58,143.0,14.2,54.0,3.0,0,-1,-1,888.6670641346836,1009.21
1919,44497,10,41.14,41.68,88.0,14.2,54.0,3.0,0,-1,-1,888.6670641346836,1009.21
1920,44508,6,28.81,29.21,196.7,18.2,50.0,1.0,0,-1,-1,779.7783759897044,1006.31
1921,44509,7,28.53,28.92,200.5,18.2,50.0,1.0,0,-1,-1,779.7783759897044,1006.31
1922,44510,8,30.43,30.87,199.0,18.2,50.0,1.0,0,-1,-1,779.7783759897044,1006.31
1923,44511,9,37.83,38.31,253.2,18.2,50.0,1.0,0,-1,-1,779.7783759897044,1006.31
1924,44512,10,34.47,34.91,173.5,18.2,50.0,1.0,0,-1,-1,779.7783759897044,1006.31
1925,44523,6,1.62,2.07,242.9,15.9,60.0,1.0,0,1,0,33.59810119844836,1006.7
1926,44524,7,1.64,1.97,246.2,15.9,60.0,1.0,0,1,0,33.59810119844836,1006.7
1927,44525,8,1.43,1.86,238.2,15.9,60.0,1.0,0,1,0,33.59810119844836,1006.7
1928,44526,9,1.82,2.26,308.5,15.9,60.0,1.0,0,1,0,33.59810119844836,1006.7
1929,44527,10,1.77,2.14,221.2,15.9,60.0,1.0,0,1,0,33.59810119844836,1006.7
1950,44598,6,10.04,10.37,3.6,10.5,69.0,2.0,0,-1,0,320.2179544006709,1010.14
1951,44599,7,9.87,10.13,3.4,10.5,69.0,2.0,0,-1,0,320.2179544006709,1010.14
1952,44600,8,10.81,11.05,3.7,10.5,69.0,2.0,0,-1,0,320.2179544006709,1010.14
1953,44601,9,13.01,13.28,4.1,10.5,69.0,2.0,0,-1,0,320.2179544006709,1010.14
1954,44602,10,8.82,9.07,3.3,10.5,69.0,2.0,0,-1,0,320.2179544006709,1010.14
1955,44613,6,22.07,22.44,59.9,14.9,58.0,1.0,0,-1,-1,889.989784591807,1010.67
1956,44614,7,21.72,22.07,62.1,14.9,58.0,1.0,0,-1,-1,889.989784591807,1010.67
1957,44615,8,20.5,20.8,63.2,14.9,58.0,1.0,0,-1,-1,889.989784591807,1010.67
1958,44616,9,24.31,24.67,77.0,14.9,58.0,1.0,0,-1,-1,889.989784591807,1010.67
1959,44617,10,20.46,20.77,57.5,14.9,58.0,1.0,0,-1,-1,889.989784591807,1010.67
1960,44628,6,35.72,36.17,175.3,18.3,44.0,2.0,0,1,0,782.8174081675002,1008.03
1961,44629,7,38.35,39.05,178.6,18.3,44.0,2.0,0,1,0,782.8174081675002,1008.03
1962,44630,8,31.92,32.36,177.2,18.3,44.0,2.0,0,1,0,782.8174081675002,1008.03
1963,44631,9,60.05,61.03,219.1,18.3,44.0,2.0,0,1,0,782.8174081675002,1008.03
1964,44632,10,24.08,24.41,164.5,18.3,44.0,2.0,0,1,0,782.8174081675002,1008.03
1965,44643,6,1.54,2.09,239.8,13.1,70.0,2.0,0,1,1,36.93194163965042,1009.21
1966,44644,7,1.57,1.86,243.3,13.1,70.0,2.0,0,1,1,36.93194163965042,1009.21
1967,44645,8,1.47,1.91,228.2,13.1,70.0,2.0,0,1,1,36.93194163965042,1009.21
1968,44646,9,2.07,2.52,295.4,13.1,70.0,2.0,0,1,1,36.93194163965042,1009.21
1969,44647,10,1.7,2.19,226.9,13.1,70.0,2.0,0,1,1,36.93194163965042,1009.21
1990,44718,6,10.0,10.32,4.5,7.8,93.0,1.0,0,-1,-1,320.1053705899006,1015.43
1991,44719,7,10.32,10.57,4.4,7.8,93.0,1.0,0,-1,-1,320.1053705899006,1015.43
1992,44720,8,10.38,10.63,4.4,7.8,93.0,1.0,0,-1,-1,320.1053705899006,1015.43
1993,44721,9,12.82,13.11,5.7,7.8,93.0,1.0,0,-1,-1,320.1053705899006,1015.43
1994,44722,10,8.89,9.16,4.0,7.8,93.0,1.0,0,-1,-1,320.1053705899006,1015.43
1995,44733,6,52.16,52.83,99.8,13.2,63.0,1.0,0,1,0,891.3878724034947,1015.43
1996,44734,7,51.48,52.19,100.8,13.2,63.0,1.0,0,1,0,891.3878724034947,1015.43
1997,44735,8,51.75,52.46,100.3,13.2,63.0,1.0,0,1,0,891.3878724034947,1015.43
1998,44736,9,65.68,66.54,121.4,13.2,63.0,1.0,0,1,0,891.3878724034947,1015.43
1999,44737,10,44.97,45.55,86.9,13.2,63.0,1.0,0,1,0,891.3878724034947,1015.43
2000,44748,6,39.49,40.04,245.5,13.5,61.0,2.0,0,1,0,785.9030253750582,1013.18
2001,44749,7,39.89,40.46,250.2,13.5,61.0,2.0,0,1,0,785.9030253750582,1013.18
2002,44750,8,36.9,37.52,246.9,13.5,61.0,2.0,0,1,0,785.9030253750582,1013.18
2003,44751,9,47.65,48.27,304.0,13.5,61.0,2.0,0,1,0,785.9030253750582,1013.18
2004,44752,10,37.5,38.01,221.7,13.5,61.0,2.0,0,1,0,785.9030253750582,1013.18
2005,44763,6,1.33,1.7,303.5,10.7,71.0,3.0,0,1,0,40.43631895906281,1014.24
2006,44764,7,1.41,1.78,306.7,10.7,71.0,3.0,0,1,0,40.43631895906281,1014.24
2007,44765,8,1.32,1.61,297.5,10.7,71.0,3.0,0,1,0,40.43631895906281,1014.24
2008,44766,9,1.7,2.13,372.4,10.7,71.0,3.0,0,1,0,40.43631895906281,1014.24
2009,44767,10,1.42,1.73,277.1,10.7,71.0,3.0,0,1,0,40.43631895906281,1014.24
2030,44838,6,6.05,6.54,2.3,7.8,72.0,2.0,0,1,1,320.099143768024,1013.84
2031,44839,7,5.76,6.22,2.2,7.8,72.0,2.0,0,1,1,320.099143768024,1013.84
2032,44840,8,6.15,6.41,2.3,7.8,72.0,2.0,0,1,1,320.099143768024,1013.84
2033,44841,9,6.85,7.2,2.6,7.8,72.0,2.0,0,1,1,320.099143768024,1013.84
2034,44842,10,6.29,6.65,2.4,7.8,72.0,2.0,0,1,1,320.099143768024,1013.84
2035,44853,6,9.54,9.92,26.9,9.2,69.0,1.0,0,-1,0,892.8601384657982,1012.78
2036,44854,7,10.29,10.69,27.4,9.2,69.0,1.0,0,-1,0,892.8601384657982,1012.78
2037,44855,8,9.66,10.0,26.9,9.2,69.0,1.0,0,-1,0,892.8601384657982,1012.78
2038,44856,9,12.83,13.11,31.5,9.2,69.0,1.0,0,-1,0,892.8601384657982,1012.78
2039,44857,10,10.11,10.34,27.4,9.2,69.0,1.0,0,-1,0,892.8601384657982,1012.78
2040,44868,6,6.77,7.09,47.5,9.4,76.0,1.0,0,-1,0,789.0322360970079,1010.4
2041,44869,7,6.04,6.29,48.2,9.4,76.0,1.0,0,-1,0,789.0322360970079,1010.4
2042,44870,8,6.21,6.49,47.4,9.4,76.0,1.0,0,-1,0,789.0322360970079,1010.4
2043,44871,9,7.27,7.58,54.1,9.4,76.0,1.0,0,-1,0,789.0322360970079,1010.4
2044,44872,10,6.11,6.46,48.4,9.4,76.0,1.0,0,-1,0,789.0322360970079,1010.4
2045,44883,6,0.0,0.21,55.2,9.4,79.0,1.0,0.1,-1,0,44.10245491743787,1010.01
2046,44884,7,0.0,0.07,55.7,9.4,79.0,1.0,0.1,-1,0,44.10245491743787,1010.01
2047,44885,8,0.0,0.14,55.0,9.4,79.0,1.0,0.1,-1,0,44.10245491743787,1010.01
2048,44886,9,0.0,0.29,62.7,9.4,79.0,1.0,0.1,-1,0,44.10245491743787,1010.01
2049,44887,10,0.0,0.14,56.1,9.4,79.0,1.0,0.1,-1,0,44.10245491743787,1010.01
2070,44958,6,7.62,7.89,2.3,10.4,79.0,2.0,0,-1,0,320.19961180407404,1007.5
2071,44959,7,8.12,8.38,2.2,10.4,79.0,2.0,0,-1,0,320.19961180407404,1007.5
2072,44960,8,8.59,8.84,2.2,10.4,79.0,2.0,0,-1,0,320.19961180407404,1007.5
2073,44961,9,16.91,17.3,2.4,10.4,79.0,2.0,0,-1,0,320.19961180407404,1007.5
2074,44962,10,7.61,7.89,1.8,10.4,79.0,2.0,0,-1,0,320.19961180407404,1007.5
2075,44973,6,57.6,58.31,112.0,16.2,61.0,2.0,0,-1,-1,894.4053050217533,1006.44
2076,44974,7,58.71,59.45,116.7,16.2,61.0,2.0,0,-1,-1,894.4053050217533,1006.44
2077,44975,8,58.2,58.94,112.3,16.2,61.0,2.0,0,-1,-1,894.4053050217533,1006.44
2078,44976,9,78.32,79.38,161.3,16.2,61.0,2.0,0,-1,-1,894.4053050217533,1006.44
2079,44977,10,48.28,48.88,88.8,16.2,61.0,2.0,0,-1,-1,894.4053050217533,1006.44
2080,44988,6,50.05,50.7,271.8,18.4,57.0,2.0,0,1,0,792.2019494802317,1003.66
2081,44989,7,52.13,52.81,274.4,18.4,57.0,2.0,0,1,0,792.2019494802317,1003.66
2082,44990,8,50.58,51.24,271.1,18.4,57.0,2.0,0,1,0,792.2019494802317,1003.66
2083,44991,9,65.11,65.95,369.1,18.4,57.0,2.0,0,1,0,792.2019494802317,1003.66
2084,44992,10,48.63,49.28,227.2,18.4,57.0,2.0,0,1,0,792.2019494802317,1003.66
2085,45003,6,0.88,1.37,340.9,13.5,76.0,2.0,0,1,0,47.92033773481635,1004.19
2086,45004,7,0.98,1.28,344.5,13.5,76.0,2.0,0,1,0,47.92033773481635,1004.19
2087,45005,8,0.88,1.32,324.3,13.5,76.0,2.0,0,1,0,47.92033773481635,1004.19
2088,45006,9,1.28,1.8,455.7,13.5,76.0,2.0,0,1,0,47.92033773481635,1004.19
2089,45007,10,1.39,1.79,295.7,13.5,76.0,2.0,0,1,0,47.92033773481635,1004.19
2110,45078,6,6.98,7.38,3.8,13.1,58.0,1.0,0,-1,1,320.4069987367019,1009.61
2111,45079,7,7.11,7.55,3.8,13.1,58.0,1.0,0,-1,1,320.4069987367019,1009.61
2112,45080,8,7.01,7.38,3.8,13.1,58.0,1.0,0,-1,1,320.4069987367019,1009.61
2113,45081,9,8.25,8.67,4.6,13.1,58.0,1.0,0,-1,1,320.4069987367019,1009.61
2114,45082,10,6.72,7.03,3.3,13.1,58.0,1.0,0,-1,1,320.4069987367019,1009.61
2115,45093,6,57.66,58.52,109.8,15.5,38.0,3.0,0,-1,1,896.0220131462022,1010.01
2116,45094,7,57.83,58.59,111.9,15.5,38.0,3.0,0,-1,1,896.0220131462022,1010.01
2117,45095,8,57.88,58.64,110.6,15.5,38.0,3.0,0,-1,1,896.0220131462022,1010.01
2118,45096,9,83.0,84.13,144.8,15.5,38.0,3.0,0,-1,1,896.0220131462022,1010.01
2119,45097,10,49.46,50.21,91.6,15.5,38.0,3.0,0,-1,1,896.0220131462022,1010.01
2120,45108,6,47.76,48.46,286.8,17.1,21.0,4.0,0,-1,1,795.4089829561291,1008.55
2121,45109,7,48.93,49.58,288.4,17.1,21.0,4.0,0,-1,1,795.4089829561291,1008.55
2122,45110,8,47.33,47.93,285.4,17.1,21.0,4.0,0,-1,1,795.4089829561291,1008.55
2123,45111,9,62.1,62.91,378.4,17.1,21.0,4.0,0,-1,1,795.4089829561291,1008.55
2124,45112,10,44.51,45.14,250.0,17.1,21.0,4.0,0,-1,1,795.4089829561291,1008.55
2125,45123,6,2.55,2.9,357.1,11.4,63.0,3.0,0,1,0,51.87891251772131,1009.88
2126,45124,7,2.37,2.79,360.5,11.4,63.0,3.0,0,1,0,51.87891251772131,1009.88
2127,45125,8,2.12,2.49,342.4,11.4,63.0,3.0,0,1,0,51.87891251772131,1009.88
2128,45126,9,2.8,3.41,467.7,11.4,63.0,3.0,0,1,0,51.87891251772131,1009.88
2129,45127,10,2.55,2.96,318.2,11.4,63.0,3.0,0,1,0,51.87891251772131,1009.88
2150,45198,6,11.17,11.52,5.0,5.9,83.0,1.0,0,-1,0,320.7214195206268,1012.12
2151,45199,7,11.67,11.99,5.1,5.9,83.0,1.0,0,-1,0,320.7214195206268,1012.12
2152,45200,8,12.8,13.09,5.7,5.9,83.0,1.0,0,-1,0,320.7214195206268,1012.12
2153,45201,9,15.66,15.97,6.9,5.9,83.0,1.0,0,-1,0,320.7214195206268,1012.12
2154,45202,10,9.47,9.76,4.4,5.9,83.0,1.0,0,-1,0,320.7214195206268,1012.12
2155,45213,6,52.39,53.06,114.9,11.4,56.0,1.0,0,-1,-1,897.7088333336794,1011.33
2156,45214,7,53.92,54.72,117.6,11.4,56.0,1.0,0,-1,-1,897.7088333336794,1011.33
2157,45215,8,54.31,55.13,116.0,11.4,56.0,1.0,0,-1,-1,897.7088333336794,1011.33
2158,45216,9,69.42,70.34,154.7,11.4,56.0,1.0,0,-1,-1,897.7088333336794,1011.33
2159,45217,10,46.0,46.62,93.4,11.4,56.0,1.0,0,-1,-1,897.7088333336794,1011.33
2160,45228,6,47.65,48.29,280.3,13.0,57.0,2.0,0,1,-1,798.6500804444538,1008.55
2161,45229,7,48.49,49.15,285.0,13.0,57.0,2.0,0,1,-1,798.6500804444538,1008.55
2162,45230,8,46.99,47.67,280.7,13.0,57.0,2.0,0,1,-1,798.6500804444538,1008.55
2163,45231,9,59.63,60.41,369.2,13.0,57.0,2.0,0,1,-1,798.6500804444538,1008.55
2164,45232,10,43.83,44.43,244.2,13.0,57.0,2.0,0,1,-1,798.6500804444538,1008.55
2165,45243,6,2.25,2.64,348.1,9.5,73.0,3.0,0,1,0,55.966292432167265,1008.69
2166,45244,7,2.35,2.67,353.9,9.5,73.0,3.0,0,1,0,55.966292432167265,1008.69
2167,45245,8,2.0,2.41,339.0,9.5,73.0,3.0,0,1,0,55.966292432167265,1008.69
2168,45246,9,2.78,3.1,453.3,9.5,73.0,3.0,0,1,0,55.966292432167265,1008.69
